OriginalSort	Year-text	Year	title	consul	Unique	Ruler ID	wikipedia link	notes	
1920	352BC	-352	Posterior	C. Marcius Rutilus II	n		https://en.wikipedia.org/wiki/Gaius_Marcius_Rutilus		
258	351BC	-351	Prior	C. Sulpicius Peticus V	n		https://en.wikipedia.org/wiki/Gaius_Sulpicius_Peticus		
1921	351BC	-351	Posterior	T. (or C. or K.) Quinctius Poenus (II?)	x				
259	350BC	-350	Prior	M. Popillius Laenas III	n	1305	https://en.wikipedia.org/wiki/Marcus_Popillius_Laenas_(consul_359_BC)		
1922	350BC	-350	Posterior	L. Cornelius Scipio	x				
260	349BC	-349	Prior	L. Furius Camillus	x				
1923	349BC	-349	Posterior	Ap. Claudius Crassus Inregillensis	x				
261	348BC	-348	Prior	M. Valerius Corvus	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1924	348BC	-348	Posterior	M. Popillius Laenas IV	n				
262	347BC	-347	Prior	C. Plautius Venno (or Venox)	x		https://en.wikipedia.org/wiki/Gaius_Plautius_Venox		
1925	347BC	-347	Posterior	T. Manlius Imperiosus Torquatus	x		https://en.wikipedia.org/wiki/Titus_Manlius_Imperiosus_Torquatus		
263	346BC	-346	Prior	M. Valerius Corvus II	n		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1926	346BC	-346	Posterior	C. Poetelius Libo Visolus II	n				
264	345BC	-345	Prior	M. Fabius Dorsuo	x				
1927	345BC	-345	Posterior	Ser. Sulpicius Camerinus Rufus	x				
265	344BC	-344	Prior	C. Marcius Rutilus III	n	1309	https://en.wikipedia.org/wiki/Gaius_Marcius_Rutilus		
1928	344BC	-344	Posterior	T. Manlius Imperiosus Torquatus II	n				
266	343BC	-343	Prior	M. Valerius Corvus III	n		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1929	343BC	-343	Posterior	A. Cornelius Cossus Arvina	x				
267	342BC	-342	Prior	Q. Servilius Ahala III	n	1298	https://www.wikiwand.com/en/articles/Quintus_Servilius_Ahala		
1930	342BC	-342	Posterior	C. Marcius Rutilus IV	n	1309	https://en.wikipedia.org/wiki/Gaius_Marcius_Rutilus		
268	341BC	-341	Prior	C. Plautius Venno (or Venox) II	n		https://en.wikipedia.org/wiki/Gaius_Plautius_Venox		
1931	341BC	-341	Posterior	L. Aemilius Mamercinus Privernas	x				
269	340BC	-340	Prior	T. Manlius Imperiosus Torquatus III	n				
1932	340BC	-340	Posterior	P. Decius Mus	x				
270	339BC	-339	Prior	Ti. Aemilius Mamercinus	x				
1933	339BC	-339	Posterior	Q. Publilius Philo	x				
271	338BC	-338	Prior	L. Furius Camillus	x		https://en.wikipedia.org/wiki/Lucius_Furius_Camillus_(consul_338_BC)		
1934	338BC	-338	Posterior	C. Maenius	x				
272	337BC	-337	Prior	C. Sulpicius Longus	x		https://en.wikipedia.org/wiki/Gaius_Sulpicius_Longus		
1935	337BC	-337	Posterior	P. Aelius Paetus	x				
273	336BC	-336	Prior	L. Papirius Crassus	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Crassus_(consul_336_BC)		
1936	336BC	-336	Posterior	K. Duilius	x				
274	335BC	-335	Prior	M. Atilius Regulus Calenus	x		https://en.wikipedia.org/wiki/Marcus_Atilius_Regulus_Calenus		
1937	335BC	-335	Posterior	M. Valerius Corvus IV	n				
275	334BC	-334	Prior	Sp. Postumius Albinus (Caudinus)	x		https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_Caudinus		
1938	334BC	-334	Posterior	T. Veturius Calvinus	x				
276	333BC	-333	Dictator	Dictator: P. Cornelius Rufinus (fictitious year)	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Rufinus_(dictator_334_BC)		
1939	333BC	-333	Dictator	Dictator: P. Cornelius Rufinus (fictitious year)	n				
277	332BC	-332	Prior	Cn. Domitius Calvinus	x				
1940	332BC	-332	Posterior	A. Cornelius Cossus Arvina II	n				
278	331BC	-331	Prior	C. Valerius Potitus	x		https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus		
1941	331BC	-331	Posterior	M. Claudius Marcellus	x		https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus_(consul_331_BC)		
279	330BC	-330	Prior	L. Papirius Crassus II	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Crassus_(consul_336_BC)		
1942	330BC	-330	Posterior	L. Plautius Venno (or Venox)	x				
280	329BC	-329	Prior	L. Aemilius Mamercinus Privernas II	n		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_Privernas		
1943	329BC	-329	Posterior	C. Plautius Decianus	x		https://en.wikipedia.org/wiki/Gaius_Plautius_Decianus		
281	328BC	-328	Prior	Plautius	x				
1944	328BC	-328	Posterior	P. Cornelius (Scapula or Scipio Barbatus)	x				
282	327BC	-327	Prior	L. Cornelius Lentulus	x		https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_(consul_327_BC)		
1945	327BC	-327	Posterior	Q. Publilius Philo II	n		https://en.wikipedia.org/wiki/Quintus_Publilius_Philo		
283	326BC	-326	Prior	C. Poetelius Libo Visolus III	n		https://en.wikipedia.org/wiki/Gaius_Poetelius_Libo_Visolus		
1946	326BC	-326	Posterior	L. Papirius Cursor	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
284	325BC	-325	Prior	L. Furius Camillus II	n		https://en.wikipedia.org/wiki/Lucius_Furius_Camillus_(consul_338_BC)		
1947	325BC	-325	Posterior	D. Junius Brutus Scaeva	x		https://en.wikipedia.org/wiki/Decimus_Junius_Brutus_Scaeva_(consul_325_BC)		
285	324BC	-324	Dictator	Dictator: L. Papirius Cursor (fictitious year)	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1948	324BC	-324	Dictator	Dictator: L. Papirius Cursor (fictitious year)	n				
286	323BC	-323	Prior	C. Sulpicius Longus II	n		https://en.wikipedia.org/wiki/Gaius_Sulpicius_Longus		
1949	323BC	-323	Posterior	Q. Aulius Cerretanus	x		https://en.wikipedia.org/wiki/Quintus_Aulius_Cerretanus		
287	322BC	-322	Prior	Q. Fabius Maximus Rullianus	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1950	322BC	-322	Posterior	L. Fulvius Curvus	x		https://en.wikipedia.org/wiki/Lucius_Fulvius_Curvus		
288	321BC	-321	Prior	T. Veturius Calvinus II	x		https://en.wikipedia.org/wiki/Titus_Veturius_Calvinus		
1951	321BC	-321	Posterior	Sp. Postumius Albinus Caudinus II	n		https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_Caudinus		
289	320BC	-320	Prior	Q. Publilius Philo III	n		https://en.wikipedia.org/wiki/Quintus_Publilius_Philo		
1952	320BC	-320	Posterior	L. Papirius Cursor II	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
290	319BC	-319	Prior	L. Papirius Cursor III	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1953	319BC	-319	Posterior	Q. Aulius Cerretanus II	n		https://en.wikipedia.org/wiki/Quintus_Aulius_Cerretanus		
291	318BC	-318	Prior	M. Folius Flaccinator	x		https://en.wikipedia.org/wiki/Marcus_Folius_Flaccinator		
1954	318BC	-318	Posterior	L. Plautius Venno (or Venox)	x				
292	317BC	-317	Prior	C. Junius Bubulcus Brutus	x		https://en.wikipedia.org/wiki/Gaius_Junius_Bubulcus_Brutus		
1955	317BC	-317	Posterior	Q. Aemilius Barbula	x		https://en.wikipedia.org/wiki/Quintus_Aemilius_Barbula		
293	316BC	-316	Prior	Sp. Nautius Rutilus	x				
1956	316BC	-316	Posterior	M. Popillius Laenas	x				
294	315BC	-315	Prior	L. Papirius Cursor IV	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1957	315BC	-315	Posterior	Q. Publilius Philo IV	n		https://en.wikipedia.org/wiki/Quintus_Publilius_Philo		
295	314BC	-314	Prior	M. Poetelius Libo	x				
1958	314BC	-314	Posterior	C. Sulpicius Longus III	n				
296	313BC	-313	Prior	L. Papirius Cursor V	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1959	313BC	-313	Posterior	C. Junius Bubulcus Brutus II	n				
297	312BC	-312	Prior	M. Valerius Maximus Corvus	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1960	312BC	-312	Posterior	P. Decius Mus	x				
298	311BC	-311	Prior	C. Junius Bubulcus Brutus III	n		https://en.wikipedia.org/wiki/Gaius_Junius_Bubulcus_Brutus		
1961	311BC	-311	Posterior	Q. Aemilius Barbula II	n				
299	310BC	-310	Prior	Q. Fabius Maximus Rullianus II	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1962	310BC	-310	Posterior	C. Marcius Rutilus (Censorinus)	x				
300	309BC	-309	Dictator	Dictator: L. Papirius Cursor (fictitious year)	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1963	309BC	-309	Dictator	Dictator: L. Papirius Cursor (fictitious year)	n				
301	308BC	-308	Prior	P. Decius Mus II	n		https://en.wikipedia.org/wiki/Publius_Decius_Mus_(consul_312_BC)		
1964	308BC	-308	Posterior	Q. Fabius Maximus Rullianus III	n				
302	307BC	-307	Prior	Ap. Claudius Caecus	x		https://en.wikipedia.org/wiki/Appius_Claudius_Caecus		
1965	307BC	-307	Posterior	L. Volumnius Flamma Violens	x				
303	306BC	-306	Prior	Q. Marcius Tremulus	x		https://en.wikipedia.org/wiki/Quintus_Marcius_Tremulus		
1966	306BC	-306	Posterior	P. Cornelius Arvina	x				
304	305BC	-305	Prior	L. Postumius Megellus	x		https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1967	305BC	-305	Posterior	Ti. Minucius Augurinus	x				
1968	305BC	-305	suff. (II)	M. Fulvius Curvus Paetinus	x				
306	304BC	-304	Prior	P. Sempronius Sophus	x		https://en.wikipedia.org/wiki/Publius_Sempronius_Sophus		
1969	304BC	-304	Posterior	P. Sulpicius Saverrius	x				
307	303BC	-303	Prior	Ser. Cornelius Lentulus	x				
1970	303BC	-303	Posterior	L. Genucius Aventinensis	x				
308	302BC	-302	Prior	M. Livius Denter	x		https://en.wikipedia.org/wiki/Marcus_Livius_Denter		
1971	302BC	-302	Posterior	M. Aemilius Paullus	x				
309	301BC	-301	Dictator	Dictator: M. Valerius Maximus Corvus (fictitious year)	n		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1972	301BC	-301	Dictator	Dictator: M. Valerius Maximus Corvus (fictitious year)	n				
310	300BC	-300	Prior	M. Valerius Corvus V	n		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1973	300BC	-300	Posterior	Q. Appuleius Pansa	x				
311	299BC	-299	Prior	M. Fulvius Paetinus	x				
1974	299BC	-299	Posterior	T. Manlius Torquatus	x				
1975	299BC	-299	suff. (II)	M. Valerius Corvus VI	n				
313	298BC	-298	Prior	L. Cornelius Scipio Barbatus	x		https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Barbatus		
1976	298BC	-298	Posterior	Cn. Fulvius Maximus Centumalus	x				
314	297BC	-297	Prior	Q. Fabius Maximus Rullianus IV	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1977	297BC	-297	Posterior	P. Decius Mus III	n				
315	296BC	-296	Prior	L. Volumnius Flamma Violens II	n		https://en.wikipedia.org/wiki/Lucius_Volumnius_Flamma_Violens		
1978	296BC	-296	Posterior	Ap. Claudius Caecus II	n				
316	295BC	-295	Prior	Q. Fabius Maximus Rullianus V	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1979	295BC	-295	Posterior	P. Decius Mus IV	n				
317	294BC	-294	Prior	L. Postumius Megellus II	n		https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1980	294BC	-294	Posterior	M. Atilius Regulus	x				
318	293BC	-293	Prior	L. Papirius Cursor	x		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor_(consul_293_BC)		
1981	293BC	-293	Posterior	Sp. Carvilius Maximus	x				
319	292BC	-292	Prior	Q. Fabius Maximus Gurges	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_292_BC)		
1982	292BC	-292	Posterior	D. Junius Brutus Scaeva	x				
320	291BC	-291	Prior	L. Postumius Megellus III	n		https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1983	291BC	-291	Posterior	C. Junius Bubulcus Brutus	x				
321	290BC	-290	Prior	P. Cornelius Rufinus	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Rufinus_(consul)		
1984	290BC	-290	Posterior	M'. Curius Dentatus	x				
322	289BC	-289	Prior	M. Valerius Maximus Corvinus	x				
1985	289BC	-289	Posterior	Q. Caedicius Noctua	x				
323	288BC	-288	Prior	Q. Marcius Tremulus II	n		https://en.wikipedia.org/wiki/Quintus_Marcius_Tremulus		
1986	288BC	-288	Posterior	P. Cornelius Arvina II	n				
324	287BC	-287	Prior	M. Claudius Marcellus	x				
1987	287BC	-287	Posterior	C. Nautius Rutilus	x				
325	286BC	-286	Prior	M. Valerius Maximus (Potitus? Corvinus III?)	x				
1988	286BC	-286	Posterior	C. Aelius Paetus	x		-		
326	285BC	-285	Prior	C. Claudius Canina	x		https://en.wikipedia.org/wiki/Gaius_Claudius_Canina		
1989	285BC	-285	Posterior	M. Aemilius Lepidus	x				
327	284BC	-284	Prior	C. Servilius Tucca	x				
1990	284BC	-284	Posterior	L. Caecilius Metellus Denter	x				
328	283BC	-283	Prior	P. Cornelius Dolabella	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(consul_283_BC)		
1991	283BC	-283	Posterior	Cn. Domitius Calvinus Maximus	x				
329	282BC	-282	Prior	C. Fabricius Luscinus	x		https://en.wikipedia.org/wiki/Gaius_Fabricius_Luscinus		
1992	282BC	-282	Posterior	Q. Aemilius Papus	x				
330	281BC	-281	Prior	L. Aemilius Barbula	x		https://en.wikipedia.org/wiki/Lucius_Aemilius_Barbula		
1993	281BC	-281	Posterior	Q. Marcius Philippus	x				
331	280BC	-280	Prior	P. Valerius Laevinus	x		https://en.wikipedia.org/wiki/Publius_Valerius_Laevinus		
1994	280BC	-280	Posterior	Ti. Coruncanius	x				
332	279BC	-279	Prior	P. Sulpicius Saverrio	x				
1995	279BC	-279	Posterior	P. Decius Mus	x				
333	278BC	-278	Prior	C. Fabricius Luscinus II	n		https://en.wikipedia.org/wiki/Gaius_Fabricius_Luscinus		
1996	278BC	-278	Posterior	Q. Aemilius Papus II	n				
334	277BC	-277	Prior	P. Cornelius Rufinus II	n		https://en.wikipedia.org/wiki/Publius_Cornelius_Rufinus_(consul)		
1997	277BC	-277	Posterior	C. Junius Bubulcus Brutus II	n				
335	276BC	-276	Prior	Q. Fabius Maximus Gurges II	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_292_BC)		
1998	276BC	-276	Posterior	C. Genucius Clepsina	x				
336	275BC	-275	Prior	M'. Curius Dentatus II	n		https://en.wikipedia.org/wiki/Manius_Curius_Dentatus		
1999	275BC	-275	Posterior	L. Cornelius Lentulus Caudinus	x				
337	274BC	-274	Prior	M'. Curius Dentatus III	n		https://en.wikipedia.org/wiki/Manius_Curius_Dentatus		
2000	274BC	-274	Posterior	Ser. Cornelius Merenda	x				
338	273BC	-273	Prior	C. Fabius Licinus	x		https://en.wikipedia.org/wiki/Gaius_Fabius_Dorsuo_Licinus		
2001	273BC	-273	Posterior	C. Claudius Canina II	n				
339	272BC	-272	Prior	L. Papirius Cursor II	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor_(consul_293_BC)		
2002	272BC	-272	Posterior	Sp. Carvilius Maximus II	n				
340	271BC	-271	Prior	C. Quinctius Claudus	x		https://en.wikipedia.org/wiki/Gaius_Quinctius_Claudus		
2003	271BC	-271	Posterior	L. Genucius Clepsina	x				
341	270BC	-270	Prior	C. Genucius Clepsina II	n		https://en.wikipedia.org/wiki/Gaius_Genucius_Clepsina		
2004	270BC	-270	Posterior	Cn. Cornelius Blasio	x				
342	269BC	-269	Prior	Q. Ogulnius Gallus	x		https://en.wikipedia.org/wiki/Quintus_Ogulnius_Gallus		
2005	269BC	-269	Posterior	C. Fabius Pictor	x				
343	268BC	-268	Prior	P. Sempronius Sophus	x		https://en.wikipedia.org/wiki/Publius_Sempronius_Sophus_(consul_268_BC)		
2006	268BC	-268	Posterior	Ap. Claudius Russus	x				
344	267BC	-267	Prior	M. Atilius Regulus	x		https://en.wikipedia.org/wiki/Marcus_Atilius_Regulus_(consul_267_BC)		
2007	267BC	-267	Posterior	L. Julius Libo	x				
345	266BC	-266	Prior	D. Junius Pera	x		https://en.wikipedia.org/wiki/Decimus_Junius_Pera		
2008	266BC	-266	Posterior	N. Fabius Pictor	x				
346	265BC	-265	Prior	Q. Fabius Maximus Gurges	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_265_BC)		
2009	265BC	-265	Posterior	L. Mamilius Vitulus	x				
347	264BC	-264	Prior	Ap. Claudius Caudex	x		https://en.wikipedia.org/wiki/Appius_Claudius_Caudex		
2010	264BC	-264	Posterior	M. Fulvius Flaccus	x				
348	263BC	-263	Prior	M'. Valerius Maximus Mesalla	x		https://en.wikipedia.org/wiki/Manius_Valerius_Maximus_Messalla		
2011	263BC	-263	Posterior	M'. Otacilius Crassus	x				
349	262BC	-262	Prior	L. Postumius Megellus	x		https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_262_BC)		
2012	262BC	-262	Posterior	Q. Mamilius Vitulus	x				
350	261BC	-261	Prior	L. Valerius Flaccus	x		https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_261_BC)		
2013	261BC	-261	Posterior	T. Otacilius Crassus	x				
351	260BC	-260	Prior	Cn. Cornelius Scipio Asina	x		https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Scipio_Asina		
2014	260BC	-260	Posterior	C. Duilius	x				
352	259BC	-259	Prior	L. Cornelius Scipio	x		https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_(consul_259_BC)		
2015	259BC	-259	Posterior	C. Aquillius Florus	x				
353	258BC	-258	Prior	A. Atilius Caiatinus	x		https://en.wikipedia.org/wiki/Aulus_Atilius_Caiatinus		
2016	258BC	-258	Posterior	C. Sulpicius Paterculus	x				
354	257BC	-257	Prior	C. Atilius Regulus	x		https://en.wikipedia.org/wiki/Gaius_Atilius_Regulus_(consul_257_BC)		
2017	257BC	-257	Posterior	Cn. Cornelius Blasio II	n				
355	256BC	-256	Prior	L. Manlius Vulso Longus	x		https://en.wikipedia.org/wiki/Lucius_Manlius_Vulso_Longus		
2018	256BC	-256	Posterior	Q. Caedicius	x				
2019	256BC	-256	suff. (II)	M. Atilius Regulus II	n				
357	255BC	-255	Prior	Ser. Fulvius Paetinus Nobilior	x		https://en.wikipedia.org/wiki/Servius_Fulvius_Paetinus_Nobilior		
2020	255BC	-255	Posterior	M. Aemilius Paullus	x				
358	254BC	-254	Prior	Cn. Cornelius Scipio Asina II	n		https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Scipio_Asina		
2021	254BC	-254	Posterior	A. Atilius Caiatinus II	n				
359	253BC	-253	Prior	Cn. Servilius Caepio	x		https://en.wikipedia.org/wiki/Gnaeus_Servilius_Caepio_(consul_253_BC)		
2022	253BC	-253	Posterior	C. Sempronius Blaesus	x				
360	252BC	-252	Prior	C. Aurelius Cotta	x		https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta_(consul_252_BC)		
2023	252BC	-252	Posterior	P. Servilius Geminus	x				
361	251BC	-251	Prior	L. Caecilius Metellus	x		https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_251_BC)		
2024	251BC	-251	Posterior	C. Furius Pacilus	x				
362	250BC	-250	Prior	C. Atilius Regulus II	n		https://en.wikipedia.org/wiki/Gaius_Atilius_Regulus_(consul_257_BC)		
2025	250BC	-250	Posterior	L. Manlius Vulso Longus II	n				
363	249BC	-249	Prior	P. Claudius Pulcher	x		https://en.wikipedia.org/wiki/Publius_Claudius_Pulcher_(consul_249_BC)		
2026	249BC	-249	Posterior	L. Junius Pullus	x				
364	248BC	-248	Prior	C. Aurelius Cotta II	n		https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta_(consul_252_BC)		
2027	248BC	-248	Posterior	P. Servilius Geminus II	n				
365	247BC	-247	Prior	L. Caecilius Metellus II	n		https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_251_BC)		
2028	247BC	-247	Posterior	N. Fabius Buteo	x				
366	246BC	-246	Prior	M'. Otacilius Crassus II	n		https://en.wikipedia.org/wiki/Manius_Otacilius_Crassus		
2029	246BC	-246	Posterior	M. Fabius Licinus	x				
367	245BC	-245	Prior	M. Fabius Buteo	x		https://en.wikipedia.org/wiki/Marcus_Fabius_Buteo		
2030	245BC	-245	Posterior	C. Atilius Bulbus	x				
368	244BC	-244	Prior	A. Manlius Torquatus Atticus	x		https://en.wikipedia.org/wiki/Aulus_Manlius_Torquatus_Atticus		
2031	244BC	-244	Posterior	C. Sempronius Blaesus II	n				
369	243BC	-243	Prior	C. Fundanius Fundulus	x		https://en.wikipedia.org/wiki/Gaius_Fundanius_Fundulus		
2032	243BC	-243	Posterior	C. Sulpicius Galus	x				
370	242BC	-242	Prior	C. Lutatius Catulus	x		https://en.wikipedia.org/wiki/Gaius_Lutatius_Catulus_(consul_242_BC)		
2033	242BC	-242	Posterior	A. Postumius Albinus	x				
371	241BC	-241	Prior	A. Manlius Torquatus Atticus II	n		https://en.wikipedia.org/wiki/Aulus_Manlius_Torquatus_Atticus		
2034	241BC	-241	Posterior	Q. Lutatius Cerco	x				
372	240BC	-240	Prior	C. Claudius Centho	x		https://en.wikipedia.org/wiki/Gaius_Claudius_Centho		
2035	240BC	-240	Posterior	M. Sempronius Tuditanus	x				
373	239BC	-239	Prior	C. Mamilius Turrinus	x		https://en.wikipedia.org/wiki/Gaius_Mamilius_Turrinus		
2036	239BC	-239	Posterior	Q. Valerius Falto	x				
374	238BC	-238	Prior	Ti. Sempronius Gracchus	x		https://en.wikipedia.org/wiki/Tiberius_Sempronius_Gracchus_(consul_238_BC)		
2037	238BC	-238	Posterior	P. Valerius Falto	x				
375	237BC	-237	Prior	L. Cornelius Lentulus Caudinus	x		https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Caudinus_(consul_237_BC)		
2038	237BC	-237	Posterior	Q. Fulvius Flaccus	x				
376	236BC	-236	Prior	P. Cornelius Lentulus Caudinus	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Caudinus		
2039	236BC	-236	Posterior	C. Licinius Varus	x				
377	235BC	-235	Prior	T. Manlius Torquatus	x		https://en.wikipedia.org/wiki/Titus_Manlius_Torquatus_(consul_235_BC)		
2040	235BC	-235	Posterior	C. Atilius Bulbus II	n				
378	234BC	-234	Prior	L. Postumius Albinus	x		https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)		
2041	234BC	-234	Posterior	Sp. Carvilius Maximus Ruga	x				
379	233BC	-233	Prior	Q. Fabius Maximus Verrucosus	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2042	233BC	-233	Posterior	M'. Pomponius Matho	x				
380	232BC	-232	Prior	M. Aemilius Lepidus	x		https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_232_BC)		
2043	232BC	-232	Posterior	M. Publicius Malleolus	x				
381	231BC	-231	Prior	M. Pomponius Matho	x		https://en.wikipedia.org/wiki/Marcus_Pomponius_Matho		
2044	231BC	-231	Posterior	C. Papirius Maso	x				
382	230BC	-230	Prior	M. Aemilius Barbula	x		https://en.wikipedia.org/wiki/Marcus_Aemilius_Barbula		
2045	230BC	-230	Posterior	M. Junius Pera	x				
383	229BC	-229	Prior	L. Postumius Albinus II	n		https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)		
2046	229BC	-229	Posterior	Cn. Fulvius Centumalus	x				
384	228BC	-228	Prior	Sp. Carvilius Maximus Ruga II	n		https://en.wikipedia.org/wiki/Spurius_Carvilius_Maximus_Ruga		
2047	228BC	-228	Posterior	Q. Fabius Maximus Verrucosus II	n				
385	227BC	-227	Prior	P. Valerius Flaccus	x				
2048	227BC	-227	Posterior	M. Atilius Regulus	x				
386	226BC	-226	Prior	M. Valerius Messalla	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(consul_226_BC)		
2049	226BC	-226	Posterior	L. Apustius Fullo	x				
387	225BC	-225	Prior	L. Aemilius Papus	x		https://en.wikipedia.org/wiki/Lucius_Aemilius_Papus		
2050	225BC	-225	Posterior	C. Atilius Regulus	x				
388	224BC	-224	Prior	T. Manlius Torquatus II	n		https://en.wikipedia.org/wiki/Titus_Manlius_Torquatus_(consul_235_BC)		
2051	224BC	-224	Posterior	Q. Fulvius Flaccus II	n				
389	223BC	-223	Prior	C. Flaminius	x		https://en.wikipedia.org/wiki/Gaius_Flaminius_(consul_223_BC)		
2052	223BC	-223	Posterior	P. Furius Philus	x				
390	222BC	-222	Prior	M. Claudius Marcellus	x		https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
2053	222BC	-222	Posterior	Cn. Cornelius Scipio Calvus	x				
391	221BC	-221	Prior	P. Cornelius Scipio Asina	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Asina		
2054	221BC	-221	Posterior	M. Minucius Rufus	x				
392	220BC	-220	Prior	M. Valerius Laevinus (invalidated)	x		https://en.wikipedia.org/wiki/Marcus_Valerius_Laevinus		
393	220BC	-220	Prior	C. Lutatius Catulus	x		https://en.wikipedia.org/wiki/Gaius_Lutatius_Catulus_(consul_220_BC)		
2055	220BC	-220	Posterior	Q. Mucius Scaevola (invalidated)	x				
2056	220BC	-220	Posterior	L. Veturius Philo	x				
394	219BC	-219	Prior	L. Aemilius Paullus	x		https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_(consul_219_BC)		
2057	219BC	-219	Posterior	M. Livius Salinator	x				
395	218BC	-218	Prior	P. Cornelius Scipio	x		https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC)		
2058	218BC	-218	Posterior	Ti. Sempronius Longus	x				
396	217BC	-217	Prior	Cn. Servilius Geminus	x		https://en.wikipedia.org/wiki/Gnaeus_Servilius_Geminus		
2059	217BC	-217	Posterior	C. Flaminius II	n				
2060	217BC	-217	suff. (II)	M. Atilius Regulus II	n				
398	216BC	-216	Prior	C. Terentius Varro	x		https://en.wikipedia.org/wiki/Gaius_Terentius_Varro		
2061	216BC	-216	Posterior	L. Aemilius Paullus II	n				
399	215BC	-215	Prior	L. Postumius Albinus III (killed before taking office)	n		https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)		
400	215BC	-215	suff (I)	M. Claudius Marcellus II (invalidated)	n		https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
401	215BC	-215	suff (I)	Q. Fabius Maximus Verrucosus III	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2062	215BC	-215	Posterior	Ti. Sempronius Gracchus	x				
402	214BC	-214	Prior	Q. Fabius Maximus Verrucosus IV	n		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2065	214BC	-214	Posterior	M. Claudius Marcellus III	n				
403	213BC	-213	Prior	Q. Fabius Maximus	x		https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_(consul_213_BC)		
2066	213BC	-213	Posterior	Ti. Sempronius Gracchus II	n				
