OriginalSort	Year-text	Year	title	consul	Unique	Ruler ID	wikipedia link	notes	
1957	315BC	-315	Posterior	Q. Publilius Philo IV	n	1325	https://en.wikipedia.org/wiki/Quintus_Publilius_Philo	inconsistent wikipedia	
295	314BC	-314	Prior	M. Poetelius Libo	x	1356			
1958	314BC	-314	Posterior	C. Sulpicius Longus III	n	1328	https://en.wikipedia.org/wiki/Gaius_Sulpicius_Longus		
296	313BC	-313	Prior	L. Papirius Cursor V	n	1344	https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor		
1959	313BC	-313	Posterior	C. Junius Bubulcus Brutus II	n	1352	https://en.wikipedia.org/wiki/Gaius_Junius_Bubulcus_Brutus		
297	312BC	-312	Prior	M. Valerius Maximus Corvus	x	1357	https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1960	312BC	-312	Posterior	P. Decius Mus	x	1358			
298	311BC	-311	Prior	C. Junius Bubulcus Brutus III	n	1352	https://en.wikipedia.org/wiki/Gaius_Junius_Bubulcus_Brutus		
1961	311BC	-311	Posterior	Q. Aemilius Barbula II	n	1353	https://en.wikipedia.org/wiki/Quintus_Aemilius_Barbula		
299	310BC	-310	Prior	Q. Fabius Maximus Rullianus II	n	1348	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1962	310BC	-310	Posterior	C. Marcius Rutilus (Censorinus)	x	1359			
300	309BC	-309	Dictator	Dictator: L. Papirius Cursor (fictitious year)	n		https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor	inconsistent	
1963	309BC	-309	Dictator	Dictator: L. Papirius Cursor (fictitious year)	n			inconsistent	
301	308BC	-308	Prior	P. Decius Mus II	n	1358	https://en.wikipedia.org/wiki/Publius_Decius_Mus_(consul_312_BC)	inconsistent wikipedia	
1964	308BC	-308	Posterior	Q. Fabius Maximus Rullianus III	n	1348	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
302	307BC	-307	Prior	Ap. Claudius Caecus	x	1360	https://en.wikipedia.org/wiki/Appius_Claudius_Caecus		
1965	307BC	-307	Posterior	L. Volumnius Flamma Violens	x	1361			
303	306BC	-306	Prior	Q. Marcius Tremulus	x	1362	https://en.wikipedia.org/wiki/Quintus_Marcius_Tremulus		
1966	306BC	-306	Posterior	P. Cornelius Arvina	x	1363			
304	305BC	-305	Prior	L. Postumius Megellus	x	1364	https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1967	305BC	-305	Posterior	Ti. Minucius Augurinus	x	1365			
1968	305BC	-305	suff. (II)	M. Fulvius Curvus Paetinus	x	1366			
306	304BC	-304	Prior	P. Sempronius Sophus	x	1367	https://en.wikipedia.org/wiki/Publius_Sempronius_Sophus		
1969	304BC	-304	Posterior	P. Sulpicius Saverrius	x	1368			
307	303BC	-303	Prior	Ser. Cornelius Lentulus	x	1369			
1970	303BC	-303	Posterior	L. Genucius Aventinensis	x	1370			
308	302BC	-302	Prior	M. Livius Denter	x	1371	https://en.wikipedia.org/wiki/Marcus_Livius_Denter		
1971	302BC	-302	Posterior	M. Aemilius Paullus	x	1372			
309	301BC	-301	Dictator	Dictator: M. Valerius Maximus Corvus (fictitious year)	n		https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus	inconsistent	
1972	301BC	-301	Dictator	Dictator: M. Valerius Maximus Corvus (fictitious year)	n			inconsistent	
310	300BC	-300	Prior	M. Valerius Corvus V	n	1316	https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
1973	300BC	-300	Posterior	Q. Appuleius Pansa	x	1373			
311	299BC	-299	Prior	M. Fulvius Paetinus	x	1374			
1974	299BC	-299	Posterior	T. Manlius Torquatus	x	1375			
1975	299BC	-299	suff. (II)	M. Valerius Corvus VI	n	1316	https://en.wikipedia.org/wiki/Marcus_Valerius_Corvus		
313	298BC	-298	Prior	L. Cornelius Scipio Barbatus	x	1376	https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Barbatus		
1976	298BC	-298	Posterior	Cn. Fulvius Maximus Centumalus	x	1377			
314	297BC	-297	Prior	Q. Fabius Maximus Rullianus IV	n	1348	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1977	297BC	-297	Posterior	P. Decius Mus III	n	1358			
315	296BC	-296	Prior	L. Volumnius Flamma Violens II	n	1361	https://en.wikipedia.org/wiki/Lucius_Volumnius_Flamma_Violens	inconsistent wikipedia	
1978	296BC	-296	Posterior	Ap. Claudius Caecus II	n	1360	https://en.wikipedia.org/wiki/Appius_Claudius_Caecus		
316	295BC	-295	Prior	Q. Fabius Maximus Rullianus V	n	1348	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Rullianus		
1979	295BC	-295	Posterior	P. Decius Mus IV	n	1358			
317	294BC	-294	Prior	L. Postumius Megellus II	n	1364	https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1980	294BC	-294	Posterior	M. Atilius Regulus	x	1378			
318	293BC	-293	Prior	L. Papirius Cursor	x	1379	https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor_(consul_293_BC)		
1981	293BC	-293	Posterior	Sp. Carvilius Maximus	x	1380			
319	292BC	-292	Prior	Q. Fabius Maximus Gurges	x	1381	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_292_BC)		
1982	292BC	-292	Posterior	D. Junius Brutus Scaeva	x	1382			
320	291BC	-291	Prior	L. Postumius Megellus III	n	1364	https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_305_BC)		
1983	291BC	-291	Posterior	C. Junius Bubulcus Brutus	x	1383			
321	290BC	-290	Prior	P. Cornelius Rufinus	x	1384	https://en.wikipedia.org/wiki/Publius_Cornelius_Rufinus_(consul)		
1984	290BC	-290	Posterior	M'. Curius Dentatus	x	1385			
322	289BC	-289	Prior	M. Valerius Maximus Corvinus	x	1386			
1985	289BC	-289	Posterior	Q. Caedicius Noctua	x	1387			
323	288BC	-288	Prior	Q. Marcius Tremulus II	n	1362	https://en.wikipedia.org/wiki/Quintus_Marcius_Tremulus		
1986	288BC	-288	Posterior	P. Cornelius Arvina II	n	1363			
324	287BC	-287	Prior	M. Claudius Marcellus	x	1388			
1987	287BC	-287	Posterior	C. Nautius Rutilus	x	1389			
325	286BC	-286	Prior	M. Valerius Maximus (Potitus? Corvinus III?)	x	1390			
1988	286BC	-286	Posterior	C. Aelius Paetus	x	1391	-		
326	285BC	-285	Prior	C. Claudius Canina	x	1392	https://en.wikipedia.org/wiki/Gaius_Claudius_Canina		
1989	285BC	-285	Posterior	M. Aemilius Lepidus	x	1393			
327	284BC	-284	Prior	C. Servilius Tucca	x	1394			
1990	284BC	-284	Posterior	L. Caecilius Metellus Denter	x	1395			
328	283BC	-283	Prior	P. Cornelius Dolabella	x	1396	https://en.wikipedia.org/wiki/Publius_Cornelius_Dolabella_(consul_283_BC)		
1991	283BC	-283	Posterior	Cn. Domitius Calvinus Maximus	x	1397			
329	282BC	-282	Prior	C. Fabricius Luscinus	x	1398	https://en.wikipedia.org/wiki/Gaius_Fabricius_Luscinus		
1992	282BC	-282	Posterior	Q. Aemilius Papus	x	1399			
330	281BC	-281	Prior	L. Aemilius Barbula	x	1400	https://en.wikipedia.org/wiki/Lucius_Aemilius_Barbula		
1993	281BC	-281	Posterior	Q. Marcius Philippus	x	1401			
331	280BC	-280	Prior	P. Valerius Laevinus	x	1402	https://en.wikipedia.org/wiki/Publius_Valerius_Laevinus		
1994	280BC	-280	Posterior	Ti. Coruncanius	x	1403			
332	279BC	-279	Prior	P. Sulpicius Saverrio	x	1404			
1995	279BC	-279	Posterior	P. Decius Mus	x	1405			
333	278BC	-278	Prior	C. Fabricius Luscinus II	n	1398	https://en.wikipedia.org/wiki/Gaius_Fabricius_Luscinus		
1996	278BC	-278	Posterior	Q. Aemilius Papus II	n	1399			
334	277BC	-277	Prior	P. Cornelius Rufinus II	n	1384	https://en.wikipedia.org/wiki/Publius_Cornelius_Rufinus_(consul)		
1997	277BC	-277	Posterior	C. Junius Bubulcus Brutus II	n	1383			
335	276BC	-276	Prior	Q. Fabius Maximus Gurges II	n	1381	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_292_BC)		
1998	276BC	-276	Posterior	C. Genucius Clepsina	x	1406			
336	275BC	-275	Prior	M'. Curius Dentatus II	n	1385	https://en.wikipedia.org/wiki/Manius_Curius_Dentatus	inconsistent wikipedia	
1999	275BC	-275	Posterior	L. Cornelius Lentulus Caudinus	x	1407			
337	274BC	-274	Prior	M'. Curius Dentatus III	n	1385	https://en.wikipedia.org/wiki/Manius_Curius_Dentatus	inconsistent wikipedia	
2000	274BC	-274	Posterior	Ser. Cornelius Merenda	x	1408			
338	273BC	-273	Prior	C. Fabius Licinus	x	1409	https://en.wikipedia.org/wiki/Gaius_Fabius_Dorsuo_Licinus		
2001	273BC	-273	Posterior	C. Claudius Canina II	n	1392	https://en.wikipedia.org/wiki/Gaius_Claudius_Canina		
339	272BC	-272	Prior	L. Papirius Cursor II	n	1379	https://en.wikipedia.org/wiki/Lucius_Papirius_Cursor_(consul_293_BC)		
2002	272BC	-272	Posterior	Sp. Carvilius Maximus II	n	1380			
340	271BC	-271	Prior	C. Quinctius Claudus	x	1410	https://en.wikipedia.org/wiki/Gaius_Quinctius_Claudus		
2003	271BC	-271	Posterior	L. Genucius Clepsina	x	1411			
341	270BC	-270	Prior	C. Genucius Clepsina II	n	1406	https://en.wikipedia.org/wiki/Gaius_Genucius_Clepsina	inconsistent wikipedia	
2004	270BC	-270	Posterior	Cn. Cornelius Blasio	x	1412			
342	269BC	-269	Prior	Q. Ogulnius Gallus	x	1413	https://en.wikipedia.org/wiki/Quintus_Ogulnius_Gallus		
2005	269BC	-269	Posterior	C. Fabius Pictor	x	1414			
343	268BC	-268	Prior	P. Sempronius Sophus	x	1415	https://en.wikipedia.org/wiki/Publius_Sempronius_Sophus_(consul_268_BC)		
2006	268BC	-268	Posterior	Ap. Claudius Russus	x	1416			
344	267BC	-267	Prior	M. Atilius Regulus	x	1417	https://en.wikipedia.org/wiki/Marcus_Atilius_Regulus_(consul_267_BC)		
2007	267BC	-267	Posterior	L. Julius Libo	x	1418			
345	266BC	-266	Prior	D. Junius Pera	x	1419	https://en.wikipedia.org/wiki/Decimus_Junius_Pera		
2008	266BC	-266	Posterior	N. Fabius Pictor	x	1420			
346	265BC	-265	Prior	Q. Fabius Maximus Gurges	x	1421	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Gurges_(consul_265_BC)		
2009	265BC	-265	Posterior	L. Mamilius Vitulus	x	1422			
347	264BC	-264	Prior	Ap. Claudius Caudex	x	1423	https://en.wikipedia.org/wiki/Appius_Claudius_Caudex		
2010	264BC	-264	Posterior	M. Fulvius Flaccus	x	1424			
348	263BC	-263	Prior	M'. Valerius Maximus Mesalla	x	1425	https://en.wikipedia.org/wiki/Manius_Valerius_Maximus_Messalla		
2011	263BC	-263	Posterior	M'. Otacilius Crassus	x	1426			
349	262BC	-262	Prior	L. Postumius Megellus	x	1427	https://en.wikipedia.org/wiki/Lucius_Postumius_Megellus_(consul_262_BC)		
2012	262BC	-262	Posterior	Q. Mamilius Vitulus	x	1428			
350	261BC	-261	Prior	L. Valerius Flaccus	x	1429	https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_261_BC)		
2013	261BC	-261	Posterior	T. Otacilius Crassus	x	1430			
351	260BC	-260	Prior	Cn. Cornelius Scipio Asina	x	1431	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Scipio_Asina		
2014	260BC	-260	Posterior	C. Duilius	x	1432			
352	259BC	-259	Prior	L. Cornelius Scipio	x	1433	https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_(consul_259_BC)		
2015	259BC	-259	Posterior	C. Aquillius Florus	x	1434			
353	258BC	-258	Prior	A. Atilius Caiatinus	x	1435	https://en.wikipedia.org/wiki/Aulus_Atilius_Caiatinus		
2016	258BC	-258	Posterior	C. Sulpicius Paterculus	x	1436			
354	257BC	-257	Prior	C. Atilius Regulus	x	1437	https://en.wikipedia.org/wiki/Gaius_Atilius_Regulus_(consul_257_BC)		
2017	257BC	-257	Posterior	Cn. Cornelius Blasio II	n	1412			
355	256BC	-256	Prior	L. Manlius Vulso Longus	x	1438	https://en.wikipedia.org/wiki/Lucius_Manlius_Vulso_Longus		
2018	256BC	-256	Posterior	Q. Caedicius	x	1439			
2019	256BC	-256	suff. (II)	M. Atilius Regulus II	n	1417	https://en.wikipedia.org/wiki/Marcus_Atilius_Regulus_(consul_267_BC)		
357	255BC	-255	Prior	Ser. Fulvius Paetinus Nobilior	x	1440	https://en.wikipedia.org/wiki/Servius_Fulvius_Paetinus_Nobilior		
2020	255BC	-255	Posterior	M. Aemilius Paullus	x	1441			
358	254BC	-254	Prior	Cn. Cornelius Scipio Asina II	n	1431	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Scipio_Asina		
2021	254BC	-254	Posterior	A. Atilius Caiatinus II	n	1435	https://en.wikipedia.org/wiki/Aulus_Atilius_Caiatinus		
359	253BC	-253	Prior	Cn. Servilius Caepio	x	1442	https://en.wikipedia.org/wiki/Gnaeus_Servilius_Caepio_(consul_253_BC)		
2022	253BC	-253	Posterior	C. Sempronius Blaesus	x	1443			
360	252BC	-252	Prior	C. Aurelius Cotta	x	1444	https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta_(consul_252_BC)		
2023	252BC	-252	Posterior	P. Servilius Geminus	x	1445			
361	251BC	-251	Prior	L. Caecilius Metellus	x	1446	https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_251_BC)		
2024	251BC	-251	Posterior	C. Furius Pacilus	x	1447			
362	250BC	-250	Prior	C. Atilius Regulus II	n	1437	https://en.wikipedia.org/wiki/Gaius_Atilius_Regulus_(consul_257_BC)		
2025	250BC	-250	Posterior	L. Manlius Vulso Longus II	n	1438	https://en.wikipedia.org/wiki/Lucius_Manlius_Vulso_Longus		
363	249BC	-249	Prior	P. Claudius Pulcher	x	1448	https://en.wikipedia.org/wiki/Publius_Claudius_Pulcher_(consul_249_BC)		
2026	249BC	-249	Posterior	L. Junius Pullus	x	1449			
364	248BC	-248	Prior	C. Aurelius Cotta II	n	1444	https://en.wikipedia.org/wiki/Gaius_Aurelius_Cotta_(consul_252_BC)		
2027	248BC	-248	Posterior	P. Servilius Geminus II	n	1445			
365	247BC	-247	Prior	L. Caecilius Metellus II	n	1446	https://en.wikipedia.org/wiki/Lucius_Caecilius_Metellus_(consul_251_BC)		
2028	247BC	-247	Posterior	N. Fabius Buteo	x	1450			
366	246BC	-246	Prior	M'. Otacilius Crassus II	n	1426	https://en.wikipedia.org/wiki/Manius_Otacilius_Crassus	inconsistent wikipedia	
2029	246BC	-246	Posterior	M. Fabius Licinus	x	1451			
367	245BC	-245	Prior	M. Fabius Buteo	x	1452	https://en.wikipedia.org/wiki/Marcus_Fabius_Buteo		
2030	245BC	-245	Posterior	C. Atilius Bulbus	x	1453			
368	244BC	-244	Prior	A. Manlius Torquatus Atticus	x	1454	https://en.wikipedia.org/wiki/Aulus_Manlius_Torquatus_Atticus		
2031	244BC	-244	Posterior	C. Sempronius Blaesus II	n	1443			
369	243BC	-243	Prior	C. Fundanius Fundulus	x	1455	https://en.wikipedia.org/wiki/Gaius_Fundanius_Fundulus		
2032	243BC	-243	Posterior	C. Sulpicius Galus	x	1456			
370	242BC	-242	Prior	C. Lutatius Catulus	x	1457	https://en.wikipedia.org/wiki/Gaius_Lutatius_Catulus_(consul_242_BC)		
2033	242BC	-242	Posterior	A. Postumius Albinus	x	1458			
371	241BC	-241	Prior	A. Manlius Torquatus Atticus II	n	1454	https://en.wikipedia.org/wiki/Aulus_Manlius_Torquatus_Atticus		
2034	241BC	-241	Posterior	Q. Lutatius Cerco	x	1459			
372	240BC	-240	Prior	C. Claudius Centho	x	1460	https://en.wikipedia.org/wiki/Gaius_Claudius_Centho		
2035	240BC	-240	Posterior	M. Sempronius Tuditanus	x	1461			
373	239BC	-239	Prior	C. Mamilius Turrinus	x	1462	https://en.wikipedia.org/wiki/Gaius_Mamilius_Turrinus		
2036	239BC	-239	Posterior	Q. Valerius Falto	x	1463			
374	238BC	-238	Prior	Ti. Sempronius Gracchus	x	1464	https://en.wikipedia.org/wiki/Tiberius_Sempronius_Gracchus_(consul_238_BC)		
2037	238BC	-238	Posterior	P. Valerius Falto	x	1465			
375	237BC	-237	Prior	L. Cornelius Lentulus Caudinus	x	1466	https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_Caudinus_(consul_237_BC)		
2038	237BC	-237	Posterior	Q. Fulvius Flaccus	x	1467			
376	236BC	-236	Prior	P. Cornelius Lentulus Caudinus	x	1468	https://en.wikipedia.org/wiki/Publius_Cornelius_Lentulus_Caudinus		
2039	236BC	-236	Posterior	C. Licinius Varus	x	1469			
377	235BC	-235	Prior	T. Manlius Torquatus	x	1470	https://en.wikipedia.org/wiki/Titus_Manlius_Torquatus_(consul_235_BC)		
2040	235BC	-235	Posterior	C. Atilius Bulbus II	n	1453			
378	234BC	-234	Prior	L. Postumius Albinus	x	1471	https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)		
2041	234BC	-234	Posterior	Sp. Carvilius Maximus Ruga	x	1472			
379	233BC	-233	Prior	Q. Fabius Maximus Verrucosus	x	1473	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2042	233BC	-233	Posterior	M'. Pomponius Matho	x	1474			
380	232BC	-232	Prior	M. Aemilius Lepidus	x	1475	https://en.wikipedia.org/wiki/Marcus_Aemilius_Lepidus_(consul_232_BC)		
2043	232BC	-232	Posterior	M. Publicius Malleolus	x	1476			
381	231BC	-231	Prior	M. Pomponius Matho	x	1477	https://en.wikipedia.org/wiki/Marcus_Pomponius_Matho		
2044	231BC	-231	Posterior	C. Papirius Maso	x	1478			
382	230BC	-230	Prior	M. Aemilius Barbula	x	1479	https://en.wikipedia.org/wiki/Marcus_Aemilius_Barbula		
2045	230BC	-230	Posterior	M. Junius Pera	x	1480			
383	229BC	-229	Prior	L. Postumius Albinus II	n	1471	https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)		
2046	229BC	-229	Posterior	Cn. Fulvius Centumalus	x	1481			
384	228BC	-228	Prior	Sp. Carvilius Maximus Ruga II	n	1472	https://en.wikipedia.org/wiki/Spurius_Carvilius_Maximus_Ruga	inconsistent wikipedia	
2047	228BC	-228	Posterior	Q. Fabius Maximus Verrucosus II	n	1473	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
385	227BC	-227	Prior	P. Valerius Flaccus	x	1482			
2048	227BC	-227	Posterior	M. Atilius Regulus	x	1483			
386	226BC	-226	Prior	M. Valerius Messalla	x	1484	https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(consul_226_BC)		
2049	226BC	-226	Posterior	L. Apustius Fullo	x	1485			
387	225BC	-225	Prior	L. Aemilius Papus	x	1486	https://en.wikipedia.org/wiki/Lucius_Aemilius_Papus		
2050	225BC	-225	Posterior	C. Atilius Regulus	x	1487			
388	224BC	-224	Prior	T. Manlius Torquatus II	n	1470	https://en.wikipedia.org/wiki/Titus_Manlius_Torquatus_(consul_235_BC)		
2051	224BC	-224	Posterior	Q. Fulvius Flaccus II	n	1467			
389	223BC	-223	Prior	C. Flaminius	x	1488	https://en.wikipedia.org/wiki/Gaius_Flaminius_(consul_223_BC)		
2052	223BC	-223	Posterior	P. Furius Philus	x	1489			
390	222BC	-222	Prior	M. Claudius Marcellus	x	1490	https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
2053	222BC	-222	Posterior	Cn. Cornelius Scipio Calvus	x	1491			
391	221BC	-221	Prior	P. Cornelius Scipio Asina	x	1492	https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Asina		
2054	221BC	-221	Posterior	M. Minucius Rufus	x	1493			
392	220BC	-220	Prior	M. Valerius Laevinus (invalidated)	x	1494	https://en.wikipedia.org/wiki/Marcus_Valerius_Laevinus		
393	220BC	-220	Prior	C. Lutatius Catulus	x	1495	https://en.wikipedia.org/wiki/Gaius_Lutatius_Catulus_(consul_220_BC)		
2055	220BC	-220	Posterior	Q. Mucius Scaevola (invalidated)	x	1496			
2056	220BC	-220	Posterior	L. Veturius Philo	x	1497			
394	219BC	-219	Prior	L. Aemilius Paullus	x	1498	https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_(consul_219_BC)		
2057	219BC	-219	Posterior	M. Livius Salinator	x	1499			
395	218BC	-218	Prior	P. Cornelius Scipio	x	1500	https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_(consul_218_BC)		
2058	218BC	-218	Posterior	Ti. Sempronius Longus	x	1501			
396	217BC	-217	Prior	Cn. Servilius Geminus	x	1502	https://en.wikipedia.org/wiki/Gnaeus_Servilius_Geminus		
2059	217BC	-217	Posterior	C. Flaminius II	n	1488	https://en.wikipedia.org/wiki/Gaius_Flaminius_(consul_223_BC)		
2060	217BC	-217	suff. (II)	M. Atilius Regulus II	n	1483			
398	216BC	-216	Prior	C. Terentius Varro	x	1503	https://en.wikipedia.org/wiki/Gaius_Terentius_Varro		
2061	216BC	-216	Posterior	L. Aemilius Paullus II	n	1498	https://en.wikipedia.org/wiki/Lucius_Aemilius_Paullus_(consul_219_BC)		
399	215BC	-215	Prior	L. Postumius Albinus III (killed before taking office)	n		https://en.wikipedia.org/wiki/Lucius_Postumius_Albinus_(consul_234_BC)	inconsistent	
400	215BC	-215	suff (I)	M. Claudius Marcellus II (invalidated)	n		https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus	inconsistent	
401	215BC	-215	suff (I)	Q. Fabius Maximus Verrucosus III	n	1473	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2062	215BC	-215	Posterior	Ti. Sempronius Gracchus	x	1504			
402	214BC	-214	Prior	Q. Fabius Maximus Verrucosus IV	n	1473	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2065	214BC	-214	Posterior	M. Claudius Marcellus III	n	1490	https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
403	213BC	-213	Prior	Q. Fabius Maximus	x	1505	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_(consul_213_BC)		
2066	213BC	-213	Posterior	Ti. Sempronius Gracchus II	n	1504			
404	212BC	-212	Prior	Q. Fulvius Flaccus III	n	1467	https://en.wikipedia.org/wiki/Quintus_Fulvius_Flaccus_(consul_237_BC)	inconsistent wikipedia	
2067	212BC	-212	Posterior	Ap. Claudius Pulcher	x	1506			
405	211BC	-211	Prior	Cn. Fulvius Centumalus Maximus	x	1507	https://en.wikipedia.org/wiki/Gnaeus_Fulvius_Centumalus_Maximus		
2068	211BC	-211	Posterior	P. Sulpicius Galba Maximus	x	1508			
406	210BC	-210	Prior	M. Claudius Marcellus IV	n	1490	https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
2069	210BC	-210	Posterior	M. Valerius Laevinus	x	1509	https://en.wikipedia.org/wiki/Marcus_Valerius_Laevinus		
407	209BC	-209	Prior	Q. Fabius Maximus Verrucosus V	n	1473	https://en.wikipedia.org/wiki/Quintus_Fabius_Maximus_Verrucosus		
2070	209BC	-209	Posterior	Q. Fulvius Flaccus IV	n	1467			
408	208BC	-208	Prior	M. Claudius Marcellus V	n	1490	https://en.wikipedia.org/wiki/Marcus_Claudius_Marcellus		
2071	208BC	-208	Posterior	T. Quinctius Crispinus	x	1510			
409	207BC	-207	Prior	C. Claudius Nero	x	1511	https://en.wikipedia.org/wiki/Gaius_Claudius_Nero		
2072	207BC	-207	Posterior	M. Livius Salinator II	n	1499			
410	206BC	-206	Prior	L. Veturius Philo	x	1512	https://en.wikipedia.org/wiki/Lucius_Veturius_Philo_(consul_206_BC)		
2073	206BC	-206	Posterior	Q. Caecilius Metellus	x	1513			
411	205BC	-205	Prior	P. Cornelius Scipio (Africanus)	x	1514	https://en.wikipedia.org/wiki/Scipio_Africanus		
2074	205BC	-205	Posterior	P. Licinius Crassus Dives	x	1515			
412	204BC	-204	Prior	M. Cornelius Cethegus	x	1516	https://en.wikipedia.org/wiki/Marcus_Cornelius_Cethegus_(consul_204_BC)		
2075	204BC	-204	Posterior	P. Sempronius Tuditanus	x	1517			
413	203BC	-203	Prior	Cn. Servilius Caepio	x	1518	https://en.wikipedia.org/wiki/Gnaeus_Servilius_Caepio_(consul_203_BC)		
2076	203BC	-203	Posterior	C. Servilius Geminus	x	1519			
414	202BC	-202	Prior	M. Servilius Pulex Geminus	x	1520	https://en.wikipedia.org/wiki/Marcus_Servilius_Pulex_Geminus		
2077	202BC	-202	Posterior	Ti. Claudius Nero	x	1521			
415	201BC	-201	Prior	Cn. Cornelius Lentulus	x	1522	https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Lentulus_(consul_201_BC)		
2078	201BC	-201	Posterior	P. Aelius Paetus	x	1523			
416	200BC	-200	Prior	P. Sulpicius Galba Maximus II	n	1508	https://en.wikipedia.org/wiki/Publius_Sulpicius_Galba_Maximus	inconsistent wikipedia	
2079	200BC	-200	Posterior	C. Aurelius Cotta	x	1524			
417	199BC	-199	Prior	L. Cornelius Lentulus	x	1525	https://en.wikipedia.org/wiki/Lucius_Cornelius_Lentulus_(consul_199_BC)		
2080	199BC	-199	Posterior	P. Villius Tappulus	x	1526			
418	198BC	-198	Prior	T. Quinctius Flamininus	x	1527	https://en.wikipedia.org/wiki/Titus_Quinctius_Flamininus		
2081	198BC	-198	Posterior	Sex. Aelius Paetus Catus	x	1528			
419	197BC	-197	Prior	C. Cornelius Cethegus	x	1529	https://en.wikipedia.org/wiki/Gaius_Cornelius_Cethegus_(consul)		
2082	197BC	-197	Posterior	Q. Minucius Rufus	x	1530			
420	196BC	-196	Prior	L. Furius Purpureo	x	1531	https://en.wikipedia.org/wiki/Lucius_Furius_Purpureo		
2083	196BC	-196	Posterior	M. Claudius Marcellus	x	1532			
421	195BC	-195	Prior	L. Valerius Flaccus	x	1533	https://en.wikipedia.org/wiki/Lucius_Valerius_Flaccus_(consul_195_BC)		
2084	195BC	-195	Posterior	M. Porcius Cato	x	1534			
422	194BC	-194	Prior	P. Cornelius Scipio Africanus II	n		https://en.wikipedia.org/wiki/Scipio_Africanus	inconsistent - no base name found	
2085	194BC	-194	Posterior	Ti. Sempronius Longus	x	1535			
423	193BC	-193	Prior	L. Cornelius Merula	x	1536	https://en.wikipedia.org/wiki/Lucius_Cornelius_Merula_(consul_193_BC)		
2086	193BC	-193	Posterior	Q. Minucius Thermus	x	1537			
424	192BC	-192	Prior	L. Quinctius Flamininus	x	1538	https://en.wikipedia.org/wiki/Lucius_Quinctius_Flamininus		
2087	192BC	-192	Posterior	Cn. Domitius Ahenobarbus	x	1539			
425	191BC	-191	Prior	P. Cornelius Scipio Nasica	x	1540	https://en.wikipedia.org/wiki/Publius_Cornelius_Scipio_Nasica_(consul_191_BC)		
2088	191BC	-191	Posterior	M'. Acilius Glabrio	x	1541			
426	190BC	-190	Prior	L. Cornelius Scipio Asiaticus	x	1542	https://en.wikipedia.org/wiki/Lucius_Cornelius_Scipio_Asiaticus		
2089	190BC	-190	Posterior	C. Laelius	x	1543			
427	189BC	-189	Prior	M. Fulvius Nobilior	x	1544	https://en.wikipedia.org/wiki/Marcus_Fulvius_Nobilior_(consul_189_BC)		
2090	189BC	-189	Posterior	Cn. Manlius Vulso	x	1545			
428	188BC	-188	Prior	M. Valerius Messalla	x	1546	https://en.wikipedia.org/wiki/Marcus_Valerius_Messalla_(consul_188_BC)		
