RulerID	Name	Personal Name	Wikipedia	Epithet	Notes
1053	Proculus Verginius Tricostus Rutilus		https://en.wikipedia.org/wiki/Proculus_Verginius_Tricostus_Rutilus		
1054	Q. Fabius Vibulanus		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_485_BC)		
1055	Ser. Cornelius Maluginensis		https://en.wikipedia.org/wiki/Servius_Cornelius_Maluginensis		
1056	L. Aemilius Mamercus		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercus		
1057	K. Fabius Vibulanus		https://en.wikipedia.org/wiki/Caeso_Fabius_Vibulanus		
1058	M. Fabius Vibulanus		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_483_BC)		
1059	L. Valerius Potitus		https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_483_BC)		
1060	C. Julius Iullus		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(decemvir)		
1061	Sp. Furius Fusus		https://en.wikipedia.org/wiki/Spurius_Furius_Fusus		
1062	Cn. Manlius Cincinnatus		https://en.wikipedia.org/wiki/Gnaeus_Manlius_Cincinnatus		
1063	T. Verginius Tricostus Rutilus		https://en.wikipedia.org/wiki/Titus_Verginius_Tricostus_Rutilus		
1064	C. Servilius Structus Ahala		https://en.wikipedia.org/wiki/Gaius_Servilius_Structus_Ahala		
1065	(Opiter Verginius? E)squilinus		https://en.wikipedia.org/wiki/Opiter_Verginius_Tricostus_Esquilinus_(consul_478_BC)		
1066	C. (or M.) Horatius Pulvillus		https://en.wikipedia.org/wiki/Gaius_Horatius_Pulvillus		
1067	T. Menenius Lanatus		https://en.wikipedia.org/wiki/Titus_Menenius_Lanatus_(consul_477_BC)		
1068	A. Verginius Tricostus Rutilus		https://en.wikipedia.org/wiki/Aulus_Verginius_Tricostus_Rutilus		
1069	Sp. (or C.) Servilius Structus		https://en.wikipedia.org/wiki/Spurius_Servilius_Structus		
1070	P. Valerius Poplicola		https://en.wikipedia.org/wiki/Publius_Valerius_Poplicola_(consul_475_BC)		
1071	C. Nautius Rutilus		https://en.wikipedia.org/wiki/Gaius_Nautius_Rutilus		
1072	L. Furius Medullinus		https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consul_474_BC)		
1073	A. Manlius Vulso		https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_(decemvir)		
1074	Vopiscus Julius Iullus		https://en.wikipedia.org/wiki/Vopiscus_Julius_Iullus		
1075	L. Pinarius Mamercinus Rufus		https://en.wikipedia.org/wiki/Lucius_Pinarius_Mamercinus_Rufus_(consul_472_BC)		
1076	P. Furius Medullinus Fusus		https://en.wikipedia.org/wiki/Publius_Furius_Medullinus_Fusus		
1077	Ap. Claudius Crassus Inregillensis Sabinus		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_Inregillensis_Sabinus		
1078	T. Quinctius Capitolinus Barbatus		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus		
1079	Ti. Aemilius Mamercus		https://en.wikipedia.org/wiki/Tiberius_Aemilius_Mamercus		
1080	T. Numicius Priscus		https://en.wikipedia.org/wiki/Titus_Numicius_Priscus		
1081	A. Verginius Caeliomontanus		https://en.wikipedia.org/wiki/Aulus_Verginius_Tricostus_Caeliomontanus_(consul_469_BC)		
1082	Q. Servilius Priscus		https://en.wikipedia.org/wiki/Quintus_Servilius_Priscus_(consul_468_BC)		
1083	Q. Fabius Vibulanus		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_467_BC)		
1084	Sp. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Spurius_Postumius_Albus_Regillensis_(consul_466_BC)		
1085	A. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Aulus_Postumius_Albus_Regillensis_(consul_464_BC)		
1086	Sp. Furius Medullinus Fusus		https://en.wikipedia.org/wiki/Spurius_Furius_Medullinus_Fusus_(consul_464_BC)		
1087	P. Servilius Priscus		https://en.wikipedia.org/wiki/Publius_Servilius_Priscus_(consul_463_BC)		
1088	L. Aebutius Helva		https://en.wikipedia.org/wiki/Lucius_Aebutius_Helva		
1089	L. Lucretius Tricipitinus		https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus		
1090	T. Veturius Geminus Cicurinus		https://en.wikipedia.org/wiki/Titus_Veturius_Geminus_Cicurinus_(consul_462_BC)		
1091	P. Volumnius Amintinus Gallus		https://en.wikipedia.org/wiki/Publius_Volumnius_Amintinus_Gallus		
1092	Ser. Sulpicius Camerinus Cornutus		https://en.wikipedia.org/wiki/Servius_Sulpicius_Camerinus_Cornutus_(consul_461_BC)		
1093	L. Quinctius Cincinnatus		https://en.wikipedia.org/wiki/Lucius_Quinctius_Cincinnatus		
1094	C. Claudius Inregillensis Sabinus		https://en.wikipedia.org/wiki/Gaius_Claudius_Sabinus_Regillensis		
1095	L. Cornelius Maluginensis Uritinus		https://en.wikipedia.org/wiki/Lucius_Cornelius_Maluginensis_Uritinus		
1096	Carve(ntanus?)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1097	L. Minucius Esquilinus Augurinus		https://en.wikipedia.org/wiki/Lucius_Minucius_Esquilinus_Augurinus		
1098	Q. Minucius Esquilinus (or L. Postumius)		https://en.wikipedia.org/wiki/Quintus_Minucius_Esquilinus		
1099	M. Valerius Maximus Lactuca		https://en.wikipedia.org/wiki/Marcus_Valerius_Maximus_Lactuca		
1100	Sp. Verginius Tricostus Caeliomontanus		https://en.wikipedia.org/wiki/Spurius_Verginius_Tricostus_Caeliomontanus		
1101	T. Romilius Rocus Vaticanus		https://en.wikipedia.org/wiki/Titus_Romilius_Rocus_Vaticanus		
1102	C. Veturius Cicurinus		https://en.wikipedia.org/wiki/Gaius_Veturius_Cicurinus		
1103	Sp. Tarpeius Montanus Capitolinus		https://en.wikipedia.org/wiki/Spurius_Tarpeius_Montanus_Capitolinus		
1104	A. Aternius Varus Fontinalis		https://en.wikipedia.org/wiki/Aulus_Aternius_Varus_Fontinalis		
1105	P. Curiatius Fistus Trigeminus		https://en.wikipedia.org/wiki/Publius_Curiatius_Fistus_Trigeminus		
1106	Sextus Quinctilius		https://en.wikipedia.org/wiki/Sextus_Quinctilius		
1107	Sp. Furius (Medullinus Fusus)?)		https://en.wikipedia.org/wiki/Spurius_Furius_Medullinus_Fusus_(consul_464_BC)		
1108	T. Menenius Lanatus		https://en.wikipedia.org/wiki/Titus_Menenius_Lanatus_(consul_452_BC)		
1109	P. Sestius Capitolinus Vaticanus		https://en.wikipedia.org/wiki/Publius_Sestius_Capitolinus_Vaticanus		
1110	T. Veturius Geminus Cicurinus		https://en.wikipedia.org/wiki/Titus_Veturius_Geminus_Cicurinus_(consul_462_BC)		
1111	P. Sestius Capitolinus Vaticanus		https://en.wikipedia.org/wiki/Publius_Sestius_Capitolinus_Vaticanus		
1112	T. Romilius Rocus Vaticanus		https://en.wikipedia.org/wiki/Titus_Romilius_Rocus_Vaticanus		
1113	T. Genucius (or Minucius) Augurinus		https://en.wikipedia.org/wiki/Titus_Genucius_Augurinus		
1114	M.(?) Sergius Esquilinus		https://en.wikipedia.org/wiki/Lucius_Sergius_Esquilinus		
1115	T. Antonius Merenda		https://en.wikipedia.org/wiki/Titus_Antonius_Merenda		
1116	Sp. Oppius Cornicen		https://en.wikipedia.org/wiki/Spurius_Oppius_Cornicen		
1117	M. Cornelius Maluginensis		https://en.wikipedia.org/wiki/Marcus_Cornelius_Maluginensis		
1118	Q. Poetelius		https://en.wikipedia.org/wiki/Quintus_Poetelius_Libo_Visolus		
1119	Caeso Duillius Longus		https://en.wikipedia.org/wiki/Caeso_Duillius_Longus		
1120	M. Rabuleius		https://en.wikipedia.org/wiki/Manius_Rabuleius		
1121	L. Valerius Poplicola Potitus		https://en.wikipedia.org/wiki/Lucius_Valerius_Poplicola_Potitus		
1122	M. Horatius Turrinus Barbatus		https://en.wikipedia.org/wiki/Marcus_Horatius_Turrinus_Barbatus		
1123	Lars Herminius Coritinesanus		https://en.wikipedia.org/wiki/Lars_Herminius_Aquilinus		
1124	T. Verginius Tricostus Caeliomontanus		https://en.wikipedia.org/wiki/Titus_Verginius_Tricostus_Caeliomontanus_(consul_448_BC)		
1125	M. Geganius Macerinus		https://en.wikipedia.org/wiki/Marcus_Geganius_Macerinus		
1126	C. Julius Iullus		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(consul_447_BC)		
1127	Agrippa Furius Fusus		https://en.wikipedia.org/wiki/Agrippa_Furius_Fusus		
1128	M. Genucius Augurinus		https://en.wikipedia.org/wiki/Marcus_Genucius_Augurinus		
1129	C. Curiatius Philo		https://en.wikipedia.org/wiki/Gaius_Curtius_Philo		
1130	A. Sempronius Atratinus		https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consular_tribune_444_BC)		
1131	T. Cloelius Siculus		https://en.wikipedia.org/wiki/Titus_Cloelius_Siculus		
1132	L. Papirius Mugillanus		https://en.wikipedia.org/wiki/Lucius_Papirius_Mugillanus_(consul_444_BC)		
1133	L. Atilius Luscus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1134	L. Sempronius Atratinus		https://en.wikipedia.org/wiki/Lucius_Sempronius_Atratinus_(consul_444_BC)		
1135	M. Fabius Vibulanus		https://en.wikipedia.org/wiki/Marcus_Fabius_Vibulanus_(consul_442_BC)		
1136	Postumus Aebutius Helva Cornicen		https://en.wikipedia.org/wiki/Postumus_Aebutius_Helva_Cornicen		
1137	C. Furius Pacilus Fusus		https://en.wikipedia.org/wiki/Gaius_Furius_Pacilus_Fusus		
1138	M. Papirius Crassus		https://en.wikipedia.org/wiki/Manius_Papirius_Crassus		
1139	Proculus Geganius Macerinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1140	Agrippa Menenius Lanatus		https://en.wikipedia.org/wiki/Agrippa_Menenius_Lanatus_(consul_439_BC)		
1141	Mam. Aemilius (Mamercinus?)		https://en.wikipedia.org/wiki/Mamercus_Aemilius_Mamercinus		
1142	L. Julius Iullus		https://en.wikipedia.org/wiki/Lucius_Julius_Iullus_(consul)		
1143	L. Quinctius Cincinnatus		https://en.wikipedia.org/wiki/Lucius_Quinctius_Cincinnatus_(consular_tribune)		
1144	L. Sergius Fidenas		https://en.wikipedia.org/wiki/Lucius_Sergius_Fidenas		
1145	M. (or A.) Cornelius Maluginensis		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1146	L. Papirius Crassus		https://en.wikipedia.org/wiki/Lucius_Papirius_Crassus_(consul_436_BC)		
1147	(L. or Proculus) Verginius Tricostus		https://en.wikipedia.org/wiki/Proculus_Verginius_Tricostus		
1148	M. Manlius Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1149	Ser. Cornelius Cossus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1150	Q. Sulpicius Camerinus Praetextatus		https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Praetextatus		
1151	M. Foslius Flaccinator		https://en.wikipedia.org/wiki/Marcus_Foslius_Flaccinator		
1152	L. Pinarius Mamercinus		https://en.wikipedia.org/wiki/Lucius_Pinarius_Mamercinus		
1153	Sp. Postumius Albus Regillensis		https://en.wikipedia.org/wiki/Spurius_Postumius_Albus_Regillensis_(consular_tribune_432_BC)		
1154	L. Furius Medullinus		https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_432_BC)		
1155	T. Quinctius Poenus Cincinnatus		https://en.wikipedia.org/wiki/Titus_Quinctius_Poenus_Cincinnatus		
1156	C. Julius Mento		https://en.wikipedia.org/wiki/Gaius_Julius_Mento		
1157	C. (or L.) Papirius Crassus		https://en.wikipedia.org/wiki/Gaius_Papirius_Crassus		
1158	Hostus Lucretius Tricipitinus		https://en.wikipedia.org/wiki/Hostus_Lucretius_Tricipitinus		
1159	A. Cornelius Cossus		https://en.wikipedia.org/wiki/Aulus_Cornelius_Cossus		
1160	C. Servilius Axilla		https://en.wikipedia.org/wiki/Gaius_Servilius_Axilla		
1161	L. Papirius Mugillanus		https://en.wikipedia.org/wiki/Lucius_Papirius_Mugillanus_(consul_427_BC)		
1162	M. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Marcus_Postumius_Albinus_Regillensis		
1163	A. Sempronius Atratinus		https://en.wikipedia.org/wiki/Aulus_Sempronius_Atratinus_(consular_tribune_425_BC)		
1164	L. Horatius Barbatus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1165	Ap. Claudius Crassus		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_(consular_tribune_424_BC)		
1166	Sp. Nautius Rutilus		https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consular_tribune_424_BC)		
1167	Sex. Julius Iullus		https://en.wikipedia.org/wiki/Sextus_Julius_Iulus		
1168	C. Sempronius Atratinus		https://en.wikipedia.org/wiki/Gaius_Sempronius_Atratinus		
1169	Q. Fabius Vibulanus		https://en.wikipedia.org/wiki/Quintus_Fabius_Vibulanus_(consul_423_BC)		
1170	L. Manlius Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1171	Q. Antonius Merenda		https://en.wikipedia.org/wiki/Quintus_Antonius_Merenda		
1172	N. (or Cn.) Fabius Vibulanus		https://en.wikipedia.org/wiki/Numerius_Fabius_Vibulanus		
1173	T. Quinctius Capitolinus Barbatus		https://en.wikipedia.org/wiki/Titus_Quinctius_Capitolinus_Barbatus_(consul_421_BC)		
1174	Quinctius Cincinnatus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1175	M. Manlius Vulso		https://en.wikipedia.org/wiki/Marcus_Manlius_Vulso_(consular_tribune_420_BC)		
1176	Sp. Nautius Rutilus		https://en.wikipedia.org/wiki/Spurius_Nautius_Rutilus_(consular_tribune_419_BC)		
1177	P. Lucretius Tricipitinus		https://en.wikipedia.org/wiki/Publius_Lucretius_Tricipitinus_(consular_tribune_419_BC)		
1189	M. Papirius Mugillanus		https://en.wikipedia.org/wiki/Marcus_Papirius_Mugillanus		
1178	Sp. Veturius Crassus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1179	P. Cornelius Cossus		https://en.wikipedia.org/wiki/Publius_Cornelius_Cossus_(consular_tribune_415_BC)		
1180	Q. Quinctius Cincinnatus		https://en.wikipedia.org/wiki/Quintus_Quinctius_Cincinnatus_(consular_tribune_415_BC)		
1181	C. Valerius Potitus Volusus		https://en.wikipedia.org/wiki/Gaius_Valerius_Potitus_Volusus		
1182	Cn. Cornelius Cossus		https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consul_409_BC)		
1183	L. Valerius Potitus		https://en.wikipedia.org/wiki/Lucius_Valerius_Potitus_(consul_392_BC)		
1184	P. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Publius_Postumius_Albus_Regillensis		
1185	(A. or M.) Cornelius Cossus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1186	L. Furius Medullinus		https://en.wikipedia.org/wiki/Lucius_Furius_Medullinus_(consular_tribune_407_BC)		
1187	Q. Fabius Vibulanus (?)Ambustus (II?)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1188	C. Furius Pacilus		https://en.wikipedia.org/wiki/Gaius_Furius_Pacilus_(consul_412_BC)		
1190	M. Aemilius Mamercinus		https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus		
3409	Gaius Nautius Rutilus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fifth_century_BC_(500%E2%80%93401)		
1191	C. Julius Iullus		https://en.wikipedia.org/wiki/Gaius_Julius_Iullus_(censor)		
1192	C. Servilius Ahala		https://en.wikipedia.org/wiki/Gaius_Servilius_Ahala_(consular_tribune_408_BC)		
1193	P. Cornelius Cossus		https://en.wikipedia.org/wiki/Publius_Cornelius_Cossus_(consular_tribune_408_BC)		
1194	P. Cornelius Rutilus Cossus		https://en.wikipedia.org/wiki/Publius_Cornelius_Rutilus_Cossus		
1195	N. (or Cn.) Fabius Ambustus		https://en.wikipedia.org/wiki/Numerius_Fabius_Ambustus		
1196	Cn. Cornelius Cossus		https://en.wikipedia.org/wiki/Gnaeus_Cornelius_Cossus_(consular_tribune_406_BC)		
1197	A. Manlius Vulso Capitolinus		https://en.wikipedia.org/wiki/Aulus_Manlius_Vulso_Capitolinus		
1198	M. Aemilius Mamercinus		https://en.wikipedia.org/wiki/Manius_Aemilius_Mamercinus		
1199	P. Cornelius Maluginensis		https://en.wikipedia.org/wiki/Publius_Cornelius_Maluginensis_(consular_tribune_404_BC)		
1200	K. Fabius Ambustus		https://en.wikipedia.org/wiki/Caeso_Fabius_Ambustus		
1201	M. Sergius Fidenas		https://en.wikipedia.org/wiki/Manius_Sergius_Fidenas		
1202	Ap. Claudius Crassus		https://en.wikipedia.org/wiki/Appius_Claudius_Crassus_(consular_tribune_403_BC)		
1203	L. Julius Iullus		https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_403_BC)		
1204	M. Quinctilius Varus		https://en.wikipedia.org/wiki/Marcus_Quinctilius_Varus		
1205	M. Furius Fusus		https://en.wikipedia.org/wiki/Marcus_Furius_Fusus		
1206	L. Verginius Tricostus Esquilinus		https://en.wikipedia.org/wiki/Lucius_Verginius_Tricostus_Esquilinus		
1207	Q. Servilius Fidenas		https://en.wikipedia.org/wiki/Quintus_Servilius_Fidenas		
1208	Q. Sulpicius Camerinus Cornutus		https://en.wikipedia.org/wiki/Quintus_Sulpicius_Camerinus_Cornutus_(consular_tribune)		
1209	M. Furius Camillus		https://en.wikipedia.org/wiki/Marcus_Furius_Camillus		
1210	L. Julius Iullus		https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_401_BC)		
1211	P. Licinius Calvus Esquilinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1212	L. Titinius Pansa Saccus		https://en.wikipedia.org/wiki/Lucius_Titinius_Pansa_Saccus		
1213	Sp. Furius Medullinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1214	P. Manlius Vulso		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1215	P. Maelius Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1216	L. Publilius Philo Vulscus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1217	Cn. Genucius Augurinus		https://en.wikipedia.org/wiki/Gnaeus_Genucius_Augurinus		
1218	M. Pomponius Rufus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1219	M. Veturius Crassus Cicurinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1220	L. Atilius Priscus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1221	C. Duillius Longus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1222	Volero Publilius Philo		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1223	M. Valerius Lactucinus Maximus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1224	L. Sergius Fidenas		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1225	P. Cornelius Maluginensis		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1226	A. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Aulus_Postumius_Albinus_Regillensis		
1227	Q. Manlius Vulso Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1228	P. Cornelius Cossus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1229	P. Cornelius Scipio		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1230	C. Aemilius Mamercinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1231	Sp. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/Spurius_Postumius_Albinus_Regillensis		
1232	L. Valerius Poplicola		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1233	L. Lucretius Tricipitinus Flavus		https://en.wikipedia.org/wiki/Lucius_Lucretius_Tricipitinus_Flavus		
1234	Cornelius Maluginensis (invalidated)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1235	Ser. Sulpicius Camerinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1236	M. Manlius Capitolinus		https://en.wikipedia.org/wiki/Marcus_Manlius_Capitolinus		
1237	L. Aemilius Mamercinus		https://en.wikipedia.org/wiki/Lucius_Aemilius_Mamercinus_(consular_tribune_391_BC)		
1238	Agrippa Furius Fusus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1239	Ser. Sulpicius Camerinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1240	Q. Sulpicius Longus		https://en.wikipedia.org/wiki/Quintus_Sulpicius_Longus		
1241	Q. Fabius Ambustus		https://en.wikipedia.org/wiki/Quintus_Fabius_Ambustus_(tribune)		
1242	P. Cornelius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1243	(?) L. Papirius (Mugillanus?)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1244	A. Manlius Capitolinus		https://en.wikipedia.org/wiki/Aulus_Manlius_Capitolinus		
1245	L. Postumius Albinus Regillensis		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1246	(?) M. Furius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1247	T. Quinctius Cincinnatus Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1248	L. Julius Iullus		https://en.wikipedia.org/wiki/Lucius_Julius_Iulus_(consular_tribune_388_BC)		
1249	L. Aquillius Corvus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1250	Ser. Sulpicius Rufus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1251	L. Papirius Cursor		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1252	Cn. Sergius Fidenas Coxo		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1253	Licinus Menenius Lanatus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1254	L. Horatius Pulvillus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1255	Ser. Cornelius Maluginensis		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1256	L. Quinctius Cincinnatus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1257	P. Valerius Potitus Poplicola		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1258	P. Cornelius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1259	L. Quinctius Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1260	C. (or L.) Papirius Crassus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1261	M. Trebonius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1262	Sp. Papirius Crassus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1263	C. Sulpicius Camerinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1264	L. Papirius (Mugillanus?)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1265	Q. Servilius Fidenas		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1266	L. Furius Medullinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1267	M. Fabius Ambustus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1268	C. Sulpicius Peticus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1269	Ti. Papirius Crassus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1270	P. Manlius Capitolinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1271	M. Albinius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1272	P. Trebonius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1273	Cn. Manlius Vulso		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1274	C. Sextilius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1275	L. Antistius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1276	C. Erenucius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1277	Sp. (or L.) Furius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1278	M. Horatius		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1279	P. Cloelius Siculus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1280	L. Geganius Macerinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1281	L. Aemilius Mamercinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1282	C. Veturius Crassus Cicurinus		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
1283	Ser. Sulpicius (Rufus or Praetextatus)		https://en.wikipedia.org/wiki/List_of_Roman_consuls#Fourth_century_BC_(400%E2%80%93301)		
