Title	RulerID	Period	Notes
Roman Consul	1782	65BC	Posterior
Roman Consul	1780	65BC	Prior
Roman Consul	1631	65BC	suff. (I)
Roman Consul	1783	65BC	suff. (II)
Roman Consul	1785	64BC	Posterior
Roman Consul	1598	64BC	Posterior
Roman Consul	1734	64BC	Prior
Roman Consul	1788	63BC	Posterior
Roman Consul	1787	63BC	Prior
Roman Consul	1790	62BC	Posterior
Roman Consul	1789	62BC	Prior
Roman Consul	1792	61BC	Posterior
Roman Consul	1791	61BC	Prior
Roman Consul	1794	60BC	Posterior
Roman Consul	1793	60BC	Prior
Roman Consul	1796	59BC	Posterior
Roman Consul	1795	59BC	Prior
Roman Consul	1798	58BC	Posterior
Roman Consul	1623	58BC	Prior
Roman Consul	1718	57BC	Posterior
Roman Consul	1799	57BC	Prior
Roman Consul	1732	56BC	Posterior
Roman Consul	1801	56BC	Prior
Roman Consul	1770	55BC	Posterior
Roman Consul	1769	55BC	Prior
Roman Consul	1506	54BC	Posterior
Roman Consul	1727	54BC	Prior
Roman Consul	1806	53BC	Posterior
Roman Consul	1336	53BC	Prior
Roman Consul	1807	52BC	Posterior
Roman Consul	1769	52BC	Prior
Roman Consul	1338	51BC	Posterior
Roman Consul	1250	51BC	Prior
Roman Consul	1811	50BC	Posterior
Roman Consul	1498	50BC	Prior
Roman Consul	1813	49BC	Posterior
Roman Consul	1811	49BC	Prior
Roman Consul	1814	48BC	Posterior
Roman Consul	1795	48BC	Prior
Roman Consul	1816	47BC	Posterior
Roman Consul	1815	47BC	Prior
Roman Consul	1393	46BC	Posterior
Roman Consul	1795	46BC	Prior
Roman Consul	3352	45BC	Posterior
Roman Consul	1795	45BC	Prior
Roman Consul	1505	45BC	suff. (I)
Roman Consul	1819	45BC	suff. (I)
Roman Consul	1820	45BC	suff. (II)
Roman Consul	1716	44BC	Posterior
Roman Consul	1795	44BC	Prior
Roman Consul	1396	44BC	suff. (I)
Roman Consul	1825	43BC	Posterior
Roman Consul	1823	43BC	Prior
Roman Consul	687	43BC	suff. (I)
Roman Consul	1824	43BC	suff. (I)
Roman Consul	1826	43BC	suff. (II)
Roman Consul	1827	43BC	suff. (II)
Roman Consul	1828	42BC	Posterior
Roman Consul	1393	42BC	Prior
Roman Consul	1814	41BC	Posterior
Roman Consul	1829	41BC	Prior
Roman Consul	1831	40BC	Posterior
Roman Consul	1336	40BC	Prior
Roman Consul	1830	40BC	suff. (I)
Roman Consul	1832	40BC	suff. (II)
Roman Consul	1835	39BC	Posterior
Roman Consul	1620	39BC	Prior
Roman Consul	1834	39BC	suff. (I)
Roman Consul	1836	39BC	suff. (II)
Roman Consul	1839	38BC	Posterior
Roman Consul	1506	38BC	Prior
Roman Consul	1343	38BC	suff. (I)
Roman Consul	1732	38BC	suff. (II)
Roman Consul	1842	37BC	Posterior
Roman Consul	1841	37BC	Prior
Roman Consul	1843	37BC	suff. (II)
Roman Consul	1846	36BC	Posterior
Roman Consul	1844	36BC	Prior
Roman Consul	1845	36BC	suff. (I)
Roman Consul	1847	36BC	suff. (II)
Roman Consul	1850	35BC	Posterior
Roman Consul	1848	35BC	Prior
Roman Consul	1396	35BC	suff. (I)
Roman Consul	1851	35BC	suff. (II)
Roman Consul	1854	34BC	Posterior
Roman Consul	1716	34BC	Prior
Roman Consul	1134	34BC	suff. (I)
Roman Consul	1853	34BC	suff. (I)
Roman Consul	1855	34BC	suff. (II)
Roman Consul	1856	34BC	suff. (II)
Roman Consul	1779	33BC	Posterior
Roman Consul	687	33BC	Prior
Roman Consul	1857	33BC	suff. (I)
Roman Consul	1858	33BC	suff. (I)
Roman Consul	1541	33BC	suff. (I)
Roman Consul	1860	33BC	suff. (I)
Roman Consul	1861	33BC	suff. (I)
Roman Consul	1863	33BC	suff. (II)
Roman Consul	1866	32BC	Posterior
Roman Consul	1539	32BC	Prior
Roman Consul	1865	32BC	suff. (I)
Roman Consul	1484	32BC	suff. (II)
Roman Consul	687	31BC	Posterior
Roman Consul	1716	31BC	Prior
Roman Consul	1868	31BC	suff. (I)
Roman Consul	1869	31BC	suff. (I)
Roman Consul	1870	31BC	suff. (I)
Roman Consul	1770	30BC	Posterior
Roman Consul	687	30BC	Prior
Roman Consul	1872	30BC	suff. (II)
Roman Consul	1787	30BC	suff. (II)
Roman Consul	1874	30BC	suff. (II)
Roman Consul	1875	29BC	Posterior
Roman Consul	687	29BC	Prior
Roman Consul	1876	29BC	suff. (II)
Roman Consul	1841	28BC	Posterior
Roman Consul	687	28BC	Prior
Roman Consul	1841	27BC	Posterior
Roman Consul	687	27BC	Prior
Roman Consul	1843	26BC	Posterior
Roman Consul	687	26BC	Prior
Roman Consul	1701	25BC	Posterior
Roman Consul	687	25BC	Prior
Roman Consul	1839	24BC	Posterior
Roman Consul	687	24BC	Prior
Roman Consul	1880	23BC	Posterior
Roman Consul	687	23BC	Prior
Roman Consul	1879	23BC	suff. (I)
Roman Consul	1640	23BC	suff. (II)
Roman Consul	1883	22BC	Posterior
Roman Consul	1882	22BC	Prior
Roman Consul	1885	21BC	Posterior
Roman Consul	1884	21BC	Prior
Roman Consul	1887	20BC	Posterior
Roman Consul	1886	20BC	Prior
Roman Consul	1890	19BC	Posterior
Roman Consul	1888	19BC	Prior
Roman Consul	1889	19BC	suff. (I)
Roman Consul	1522	18BC	Posterior
Roman Consul	1891	18BC	Prior
Roman Consul	1894	17BC	Posterior
Roman Consul	1893	17BC	Prior
Roman Consul	1229	16BC	Posterior
Roman Consul	1727	16BC	Prior
Roman Consul	1897	16BC	suff. (II)
Roman Consul	1899	15BC	Posterior
Roman Consul	1898	15BC	Prior
Roman Consul	1901	14BC	Posterior
Roman Consul	1900	14BC	Prior
Roman Consul	1903	13BC	Posterior
Roman Consul	1521	13BC	Prior
Roman Consul	1908	12BC	Posterior
Roman Consul	1910	12BC	Posterior
Roman Consul	1904	12BC	Prior
Roman Consul	1907	12BC	Prior
Roman Consul	1905	12BC	suff. (I)
Roman Consul	1819	12BC	suff. (I)
Roman Consul	1909	12BC	suff. (II)
Roman Consul	1912	10BC	Posterior
Roman Consul	1911	10BC	Prior
Roman Consul	1914	9BC	Posterior
Roman Consul	1913	9BC	Prior
Roman Consul	1916	8BC	Posterior
Roman Consul	1915	8BC	Prior
Roman Consul	1640	7BC	Posterior
Roman Consul	1521	7BC	Prior
Roman Consul	1872	6BC	Posterior
Roman Consul	1918	6BC	Prior
Roman Consul	1738	5BC	Posterior
Roman Consul	687	5BC	Prior
Roman Consul	1920	5BC	suff. (I)
Roman Consul	1860	5BC	suff. (II)
Roman Consul	1923	5BC	suff. (II)
Roman Consul	1926	4BC	Posterior
Roman Consul	1835	4BC	Prior
Roman Consul	3358	375BC-371BC	Prior
Roman Consul	1925	4BC	suff. (I)
Roman Consul	1927	4BC	suff. (II)
Roman Consul	1929	3BC	Posterior
Roman Consul	1343	3BC	Prior
Roman Consul	1932	2BC	Posterior
Roman Consul	687	2BC	Prior
Roman Consul	1930	2BC	suff. (I)
Roman Consul	1931	2BC	suff. (I)
Roman Consul	1842	2BC	suff. (II)
Roman Consul	1936	1BC	Posterior
Roman Consul	1934	1BC	Prior
Roman Consul	1935	1BC	suff. (I)
Roman Consul	1937	1BC	suff. (II)
Roman Consul	1856	1	Jul. (II)
Roman Consul	1498	1	Posterior
Roman Consul	1938	1	Prior
Roman Consul	1942	2	Jul. (I)
Roman Consul	1944	2	Jul. (II)
Roman Consul	1836	2	Posterior
Roman Consul	1941	2	Prior
Roman Consul	1946	3	Jul. (I)
Roman Consul	1909	3	Jul. (II)
Roman Consul	1947	3	Posterior
Roman Consul	1945	3	Prior
Roman Consul	1950	4	Jul. (I)
Roman Consul	1952	4	Jul. (II)
Roman Consul	1888	4	Posterior
Roman Consul	1949	4	Prior
Roman Consul	1954	5	Jul. (I)
Roman Consul	1956	5	Jul. (II)
Roman Consul	1955	5	Posterior
Roman Consul	1953	5	Prior
Roman Consul	1845	6	Jul. (II)
Roman Consul	1883	6	Posterior
Roman Consul	1393	6	Prior
Roman Consul	1962	7	Jul. (II)
Roman Consul	1961	7	Posterior
Roman Consul	1960	7	Prior
Roman Consul	1964	8	Jul. (I)
Roman Consul	1966	8	Jul. (II)
Roman Consul	1965	8	Posterior
Roman Consul	1209	8	Prior
Roman Consul	1968	9	Jul. (I)
Roman Consul	1970	9	Jul. (II)
Roman Consul	1969	9	Posterior
Roman Consul	1967	9	Prior
Roman Consul	1972	10	Jul. (I)
Roman Consul	1974	10	Jul. (II)
Roman Consul	1894	10	Posterior
Roman Consul	1396	10	Prior
Roman Consul	1706	11	Jul. (I)
Roman Consul	1843	11	Posterior
Roman Consul	1393	11	Prior
Roman Consul	1980	12	Jul. (II)
Roman Consul	1863	12	Posterior
Roman Consul	1978	12	Prior
Roman Consul	1828	13	Posterior
Roman Consul	1981	13	Prior
Roman Consul	1982	13	suff. (I)
Roman Consul	1875	14	Posterior
Roman Consul	1850	14	Prior
Roman Consul	1701	15	Jul. (II)
Roman Consul	1839	15	Posterior
Roman Consul	1986	15	Prior
Roman Consul	1990	16	Jul. (I)
Roman Consul	1992	16	Jul. (II)
Roman Consul	1854	16	Posterior
Roman Consul	1989	16	Prior
Roman Consul	1995	17	Posterior
Roman Consul	1993	17	Prior
Roman Consul	1994	17	suff. (I)
Roman Consul	1996	17	suff. (II)
Roman Consul	1978	18	Posterior
Roman Consul	688	18	Prior
Roman Consul	1997	18	suff. (I)
Roman Consul	1998	18	suff. (I)
Roman Consul	2000	18	suff. (II)
Roman Consul	2001	18	suff. (II)
Roman Consul	2004	19	Jul. (II)
Roman Consul	2003	19	Posterior
Roman Consul	2002	19	Prior
Roman Consul	2006	20	Posterior
Roman Consul	2005	20	Prior
Roman Consul	1986	21	Posterior
Roman Consul	688	21	Prior
Roman Consul	2007	21	suff. (I)
Roman Consul	2008	21	suff. (II)
Roman Consul	1923	22	Posterior
Roman Consul	2009	22	Prior
Roman Consul	1872	23	Posterior
Roman Consul	1831	23	Prior
Roman Consul	2013	23	suff. (II)
Roman Consul	2015	24	Jul. (I)
Roman Consul	1942	24	Jul. (II)
Roman Consul	2016	24	Posterior
Roman Consul	2014	24	Prior
Roman Consul	2020	25	Posterior
Roman Consul	2018	25	Prior
Roman Consul	2019	25	Sep. (I)
Roman Consul	1835	26	Posterior
Roman Consul	2021	26	Prior
Roman Consul	1974	26	suff. (I)
Roman Consul	2024	26	suff. (II)
Roman Consul	1900	27	Posterior
Roman Consul	1899	27	Prior
Roman Consul	1597	27	suff. (I)
Roman Consul	2028	27	suff. (II)
Roman Consul	1887	28	Posterior
Roman Consul	2029	28	Prior
Roman Consul	2030	28	suff. (I)
Roman Consul	2032	28	suff. (II)
Roman Consul	1935	29	Jul. (I)
Roman Consul	1845	29	Jul. (II)
Roman Consul	2035	29	Posterior
Roman Consul	1930	29	Prior
Roman Consul	2038	30	Jul. (I)
Roman Consul	1582	30	Jul. (II)
Roman Consul	1889	30	Posterior
Roman Consul	1706	30	Prior
Roman Consul	2041	31	45421 (I)
Roman Consul	2044	31	45421 (II)
Roman Consul	2045	31	Jul. (II)
Roman Consul	2042	31	Oct. (I)
Roman Consul	2043	31	Posterior
Roman Consul	688	31	Prior
Roman Consul	2048	32	Jul. (II)
Roman Consul	2047	32	Posterior
Roman Consul	1539	32	Prior
Roman Consul	2050	33	Jul. (I)
Roman Consul	2052	33	Jul. (II)
Roman Consul	2051	33	Posterior
Roman Consul	692	33	Prior
Roman Consul	2054	34	Jul. (I)
Roman Consul	2056	34	Jul. (II)
Roman Consul	2055	34	Posterior
Roman Consul	2053	34	Prior
Roman Consul	2058	35	Jul. (I)
Roman Consul	2060	35	Jul. (II)
Roman Consul	2059	35	Posterior
Roman Consul	2057	35	Prior
Roman Consul	2062	36	Jul. (I)
Roman Consul	1534	36	Jul. (II)
Roman Consul	2063	36	Posterior
Roman Consul	2061	36	Prior
Roman Consul	2066	37	1 Jul. (I)
Roman Consul	2069	37	1 Jul. (II)
Roman Consul	2067	37	1 Sep. (I)
Roman Consul	1819	37	1 Sep. (II)
Roman Consul	2068	37	Posterior
Roman Consul	2065	37	Prior
Roman Consul	2072	38	1 Jul. (I)
Roman Consul	1965	38	1 Jul. (II)
Roman Consul	2073	38	Posterior
Roman Consul	2071	38	Prior
Roman Consul	2076	39	1 Jul. (I)
Roman Consul	3381	39	1 Jul. (II)
Roman Consul	2075	39	Feb. (I)
Roman Consul	2078	39	Posterior
Roman Consul	2066	39	Prior
Roman Consul	2077	39	suff. (I)
Roman Consul	2079	39	suff. (II)
Roman Consul	2080	40	id. Jan. (I)
Roman Consul	2082	40	id. Jan. (II)
Roman Consul	2081	40	Posterior
Roman Consul	2066	40	Prior
Roman Consul	3381	41	1 Jul. (I)
Roman Consul	3381	41	1 Jul. (II)
Roman Consul	1950	41	Posterior
Roman Consul	2066	41	Prior
Roman Consul	2083	41	suff. (I)
Roman Consul	2085	41	suff. (I)
Roman Consul	2086	41	suff. (I)
Roman Consul	2088	41	suff. (II)
Roman Consul	2089	41	suff. (II)
Roman Consul	2057	42	Mar. (I)
Roman Consul	1982	42	Posterior
Roman Consul	690	42	Prior
Roman Consul	2091	42	Sep.? (I)
Roman Consul	2060	43	Aug.? (I)
Roman Consul	3381	43	Aug.? (II)
Roman Consul	2093	43	Mar. (I)
Roman Consul	2096	43	Mar. (II)
Roman Consul	2095	43	Oct. (I)
Roman Consul	2097	43	Oct. (II)
Roman Consul	2055	43	Posterior
Roman Consul	690	43	Prior
Roman Consul	1843	44	Posterior
Roman Consul	2028	44	Prior
Roman Consul	2098	44	suff. (I)
Roman Consul	2099	44	suff. (I)
Roman Consul	2101	44	suff. (II)
Roman Consul	2102	45	1 Mar. (I)
Roman Consul	2104	45	Dec.? (I)
Roman Consul	2107	45	Dec.? (II)
Roman Consul	2103	45	Jul.? (I)
Roman Consul	2106	45	Jul.? (II)
Roman Consul	2105	45	Posterior
Roman Consul	1889	45	Prior
Roman Consul	1701	46	Posterior
Roman Consul	2058	46	Prior
Roman Consul	2108	46	suff. (I)
Roman Consul	1969	46	suff. (I)
Roman Consul	1918	46	suff. (I)
Roman Consul	2111	46	suff. (I)
Roman Consul	2114	47	1 Jul. (I)
Roman Consul	2118	47	1 Jul. (II)
Roman Consul	2113	47	1 Mar. (I)
Roman Consul	2117	47	1 Mar. (II)
Roman Consul	2116	47	1 Nov. (I)
Roman Consul	2115	47	1 Sep. (I)
Roman Consul	2055	47	Posterior
Roman Consul	690	47	Prior
Roman Consul	2055	48	1 Jul. (I)
Roman Consul	2122	48	1 Jul. (II)
Roman Consul	2121	48	Posterior
Roman Consul	2048	48	Prior
Roman Consul	2125	49	Posterior
Roman Consul	2123	49	Prior
Roman Consul	2124	49	suff. (I)
Roman Consul	2126	49	suff. (II)
Roman Consul	2128	50	Posterior
Roman Consul	1872	50	Prior
Roman Consul	2127	50	suff. (I)
Roman Consul	2129	50	suff. (II)
Roman Consul	695	51	Nov. (I)
Roman Consul	2132	51	Posterior
Roman Consul	690	51	Prior
Roman Consul	2130	51	Sep.? (I)
Roman Consul	2054	52	Jul. (I)
Roman Consul	2135	52	Nov.? (I)
Roman Consul	2136	52	Posterior
Roman Consul	2133	52	Prior
Roman Consul	2140	53	Posterior
Roman Consul	2137	53	Prior
Roman Consul	2138	53	suff. (I)
Roman Consul	2139	53	suff. (I)
Roman Consul	1272	53	suff. (II)
Roman Consul	1701	54	Jul.? (I)
Roman Consul	2146	54	Jul.? (II)
Roman Consul	2145	54	Posterior
Roman Consul	2142	54	Prior
Roman Consul	2144	54	Sep.? (I)
Roman Consul	2150	55	1 Jul. (I)
Roman Consul	2148	55	1 Mar. (I)
Roman Consul	2021	55	1 Nov. (I)
Roman Consul	2155	55	1 Nov. (II)
Roman Consul	2151	55	1 Sep. (I)
Roman Consul	1396	55	45413 (I)
Roman Consul	2154	55	45413 (II)
Roman Consul	2024	55	Posterior
Roman Consul	2147	55	Prior
Roman Consul	2157	56	1 Jul. (I)
Roman Consul	2161	56	1 Jul. (II)
Roman Consul	2159	56	1 Nov. (I)
Roman Consul	2163	56	1 Nov. (II)
Roman Consul	2158	56	1 Sep. (I)
Roman Consul	2162	56	1 Sep. (II)
Roman Consul	1229	56	Posterior
Roman Consul	2156	56	Prior
Roman Consul	2165	57	1 Jul. (II)
Roman Consul	1899	57	Posterior
Roman Consul	2147	57	Prior
Roman Consul	2167	58	1 Jul. (I)
Roman Consul	2169	58	1 Jul. (II)
Roman Consul	2166	58	45413 (I)
Roman Consul	1868	58	Posterior
Roman Consul	2147	58	Prior
Roman Consul	2171	59	1 Jul. (I)
Roman Consul	2173	59	1 Jul. (II)
Roman Consul	1863	59	Posterior
Roman Consul	2170	59	Prior
Roman Consul	2174	60	1 Jul. (I)
Roman Consul	2176	60	1 Jul. (II)
Roman Consul	2018	60	Posterior
Roman Consul	2147	60	Prior
Roman Consul	2178	61	1 Jul. (I)
Roman Consul	2180	61	1 Jul. (II)
Roman Consul	2179	61	Posterior
Roman Consul	2177	61	Prior
Roman Consul	2182	62	Jul.? (I)
Roman Consul	2185	62	Jul.? (II)
Roman Consul	2184	62	Posterior
Roman Consul	2181	62	Prior
Roman Consul	2183	62	Sep.? (I)
Roman Consul	2186	62	Sep.? (II)
Roman Consul	2188	63	Posterior
Roman Consul	2187	63	Prior
Roman Consul	3381	63	suff. (I)
Roman Consul	3381	63	suff. (II)
Roman Consul	1900	64	Posterior
Roman Consul	2080	64	Prior
Roman Consul	3381	64	suff. (I)
Roman Consul	3381	64	suff. (II)
Roman Consul	2193	65	Posterior
Roman Consul	1961	65	Prior
Roman Consul	2192	65	suff. (I)
Roman Consul	2194	65	suff. (II)
Roman Consul	2195	65	suff. (II)
Roman Consul	2197	66	Jul. (I)
Roman Consul	2200	66	Jul. (II)
Roman Consul	2199	66	Posterior
Roman Consul	2196	66	Prior
Roman Consul	2198	66	Sep. (I)
Roman Consul	2201	66	Sep. (II)
Roman Consul	2203	67	Jul. (I)
Roman Consul	2206	67	Jul. (II)
Roman Consul	2204	67	Posterior
Roman Consul	2202	67	Prior
Roman Consul	2205	67	suff. (II)
Roman Consul	2209	68	Posterior
Roman Consul	2207	68	Prior
Roman Consul	691	68	suff. (I)
Roman Consul	2208	68	suff. (I)
Roman Consul	2196	68	suff. (II)
Roman Consul	2210	68	suff. (II)
Roman Consul	2217	69	Posterior
Roman Consul	692	69	Prior
Roman Consul	2212	69	suff. (I)
Roman Consul	2188	69	suff. (I)
Roman Consul	2213	69	suff. (I)
Roman Consul	2214	69	suff. (I)
Roman Consul	2215	69	suff. (I)
Roman Consul	2216	69	suff. (I)
Roman Consul	2136	69	suff. (II)
Roman Consul	2218	69	suff. (II)
Roman Consul	2118	69	suff. (II)
Roman Consul	2220	69	suff. (II)
Roman Consul	2221	69	suff. (II)
Roman Consul	2222	69	suff. (II)
Roman Consul	2223	69	suff. (II)
Roman Consul	2227	70	Nov.? (I)
Roman Consul	2229	70	Nov.? (II)
Roman Consul	2228	70	Posterior
Roman Consul	695	70	Prior
Roman Consul	2224	70	suff. (I)
Roman Consul	2225	70	suff. (I)
Roman Consul	2226	70	suff. (I)
Roman Consul	3381	70	suff. (II)
Roman Consul	3381	70	suff. (II)
Roman Consul	3381	70	suff. (II)
Roman Consul	2232	71	1 Nov. (I)
Roman Consul	2236	71	1 Nov. (II)
Roman Consul	697	71	Apr.? (I)
Roman Consul	2234	71	Apr.? (II)
Roman Consul	2231	71	Jul.? (I)
Roman Consul	2235	71	Jul.? (II)
Roman Consul	2230	71	May? (I)
Roman Consul	1846	71	Posterior
Roman Consul	695	71	Prior
Roman Consul	2228	72	Posterior
Roman Consul	695	72	Prior
Roman Consul	2224	72	suff. (I)
Roman Consul	2237	72	suff. (I)
Roman Consul	2238	72	suff. (I)
Roman Consul	2118	72	suff. (II)
Roman Consul	3381	72	suff. (II)
Roman Consul	2239	72	suff. (II)
Roman Consul	2240	73	45413 (I)
Roman Consul	2241	73	Posterior
Roman Consul	697	73	Prior
Roman Consul	3381	73	suff. (I)
Roman Consul	3381	73	suff. (II)
Roman Consul	2243	74	1 Jul. (I)
Roman Consul	3381	74	1 Jul. (II)
Roman Consul	2102	74	id. Jan. (I)
Roman Consul	3357	74	id. Mar. (I)
Roman Consul	3367	74	id. May (I)
Roman Consul	2183	74	id. May (II)
Roman Consul	2228	74	Posterior
Roman Consul	695	74	Prior
Roman Consul	2244	74	Sep.? (I)
Roman Consul	2245	74	Sep.? (II)
Roman Consul	2228	75	Posterior
Roman Consul	695	75	Prior
Roman Consul	697	75	suff. (I)
Roman Consul	2246	75	suff. (II)
Roman Consul	2228	76	Posterior
Roman Consul	695	76	Prior
Roman Consul	697	76	suff. (I)
Roman Consul	2107	76	suff. (I)
Roman Consul	2247	76	suff. (I)
Roman Consul	3381	76	suff. (II)
Roman Consul	2103	76	suff. (II)
Roman Consul	2248	76	suff. (II)
Roman Consul	2250	77	Nov.? (I)
Roman Consul	3381	77	Nov.? (II)
Roman Consul	2228	77	Posterior
Roman Consul	695	77	Prior
Roman Consul	2249	77	Sep.? (I)
Roman Consul	2251	77	Sep.? (II)
Roman Consul	697	77	suff. (I)
Roman Consul	3381	77	suff. (II)
Roman Consul	2253	78	May.? (I)
Roman Consul	2256	78	May.? (II)
Roman Consul	2255	78	Posterior
Roman Consul	2252	78	Prior
Roman Consul	2254	78	Sep.? (I)
Roman Consul	2257	78	Sep.? (II)
Roman Consul	2179	79	1 Mar. (I)
Roman Consul	2139	79	1 Mar. (II)
Roman Consul	2228	79	Posterior
Roman Consul	695	79	Prior
Roman Consul	697	79	suff. (I)
Roman Consul	2259	79	suff. (I)
Roman Consul	3381	79	suff. (II)
Roman Consul	2261	79	suff. (II)
Roman Consul	3381	80	1 Jul. (I)
Roman Consul	2267	80	1 Jul. (II)
Roman Consul	3369	80	id. Jan. (I)
Roman Consul	2266	80	id. Jan. (II)
Roman Consul	2262	80	Mar.? (I)
Roman Consul	2263	80	May? (I)
Roman Consul	2265	80	Nov.? (I)
Roman Consul	2269	80	Nov.? (II)
Roman Consul	697	80	Posterior
Roman Consul	696	80	Prior
Roman Consul	2264	80	Sep.? (I)
Roman Consul	2268	80	Sep.? (II)
Roman Consul	2273	81	1 Jul. (I)
Roman Consul	2279	81	1 Jul. (II)
Roman Consul	2275	81	1 Nov. (I)
Roman Consul	2281	81	1 Nov. (II)
Roman Consul	2271	81	Mar.? (I)
Roman Consul	2277	81	Mar.? (II)
Roman Consul	2272	81	May? (I)
Roman Consul	2278	81	May? (II)
Roman Consul	2276	81	Posterior
Roman Consul	2270	81	Prior
Roman Consul	2274	81	Sep.? (I)
Roman Consul	2280	81	Sep.? (II)
Roman Consul	2284	82	Apr.? (I)
Roman Consul	3381	82	Apr.? (II)
Roman Consul	2282	82	Feb.? (I)
Roman Consul	2288	82	Feb.? (II)
Roman Consul	2285	82	Jul.? (I)
Roman Consul	2290	82	Jul.? (II)
Roman Consul	2283	82	Mar.? (I)
Roman Consul	2142	82	Mar.? (II)
Roman Consul	3381	82	May? (I)
Roman Consul	3381	82	May? (II)
Roman Consul	3381	82	Nov.? (I)
Roman Consul	3381	82	Nov.? (II)
Roman Consul	2118	82	Posterior
Roman Consul	697	82	Prior
Roman Consul	2286	82	Sep.? (I)
Roman Consul	2291	82	Sep.? (II)
Roman Consul	3369	83	Feb.? (I)
Roman Consul	3357	83	Feb.? (II)
Roman Consul	2240	83	Mar.? (I)
Roman Consul	2294	83	Mar.? (II)
Roman Consul	2292	83	May? (I)
Roman Consul	2295	83	May? (II)
Roman Consul	3381	83	Nov.? (I)
Roman Consul	3381	83	Nov.? (II)
Roman Consul	3361	83	Posterior
Roman Consul	697	83	Prior
Roman Consul	2293	83	Sep.? (I)
Roman Consul	2296	83	Sep.? (II)
Roman Consul	3381	84	Jul.? (I)
Roman Consul	2301	84	Jul.? (II)
Roman Consul	3381	84	Nov.? (I)
Roman Consul	2303	84	Nov.? (II)
Roman Consul	2299	84	Posterior
Roman Consul	697	84	Prior
Roman Consul	2298	84	Sep.? (I)
Roman Consul	2302	84	Sep.? (II)
Roman Consul	2297	84	suff. (I)
Roman Consul	2300	84	suff. (II)
Roman Consul	2305	85	Jul.? (I)
Roman Consul	2309	85	Jul.? (II)
Roman Consul	2237	85	Mar.? (I)
Roman Consul	2241	85	Mar.? (II)
Roman Consul	2304	85	May? (I)
Roman Consul	2308	85	May? (II)
Roman Consul	2307	85	Nov.? (I)
Roman Consul	2311	85	Nov.? (II)
Roman Consul	2331	85	Posterior
Roman Consul	697	85	Prior
Roman Consul	2306	85	Sep.? (I)
Roman Consul	2310	85	Sep.? (II)
Roman Consul	2314	86	1 Sep. (I)
Roman Consul	2318	86	1 Sep. (II)
Roman Consul	2313	86	45413 (I)
Roman Consul	2317	86	45413 (II)
Roman Consul	2312	86	id. Jan. (I)
Roman Consul	3381	86	Mar.? (I)
Roman Consul	2316	86	Mar.? (II)
Roman Consul	2315	86	Posterior
Roman Consul	697	86	Prior
Roman Consul	2321	87	1 Sep. (I)
Roman Consul	2324	87	1 Sep. (II)
Roman Consul	2320	87	45413 (I)
Roman Consul	2323	87	45413 (II)
Roman Consul	2319	87	id. Jan. (I)
Roman Consul	1909	87	Posterior
Roman Consul	697	87	Prior
Roman Consul	2327	88	1 Sep. (I)
Roman Consul	2330	88	1 Sep. (II)
Roman Consul	2326	88	45413 (I)
Roman Consul	2329	88	45413 (II)
Roman Consul	2325	88	id. Jan. (I)
Roman Consul	2328	88	Posterior
Roman Consul	697	88	Prior
Roman Consul	2333	89	1 Sep. (I)
Roman Consul	2336	89	1 Sep. (II)
Roman Consul	2332	89	45413 (I)
Roman Consul	2335	89	45413 (II)
Roman Consul	2334	89	Posterior
Roman Consul	2331	89	Prior
Roman Consul	2340	90	1 Jul. (I)
Roman Consul	2345	90	1 Jul. (II)
Roman Consul	2338	90	1 Mar. (I)
Roman Consul	2343	90	1 Mar. (II)
Roman Consul	2342	90	1 Nov. (I)
Roman Consul	2347	90	1 Nov. (II)
Roman Consul	2341	90	1 Sep. (I)
Roman Consul	2346	90	1 Sep. (II)
Roman Consul	2339	90	45413 (I)
Roman Consul	2344	90	45413 (II)
Roman Consul	2337	90	id. Jan. (I)
Roman Consul	1846	90	Posterior
Roman Consul	697	90	Prior
Roman Consul	2350	91	1 Sep. (I)
Roman Consul	2353	91	1 Sep. (II)
Roman Consul	2349	91	45413 (I)
Roman Consul	2352	91	45413 (II)
Roman Consul	699	91	Posterior
Roman Consul	1541	91	Prior
Roman Consul	2356	92	1 Sep. (I)
Roman Consul	2359	92	1 Sep. (II)
Roman Consul	2355	92	45413 (I)
Roman Consul	2358	92	45413 (II)
Roman Consul	2354	92	id. Jan. (I)
Roman Consul	2156	92	Posterior
Roman Consul	697	92	Prior
Roman Consul	2362	93	1 Sep. (I)
Roman Consul	2365	93	1 Sep. (II)
Roman Consul	2361	93	45413 (I)
Roman Consul	2364	93	45413 (II)
Roman Consul	2363	93	Posterior
Roman Consul	2360	93	Prior
Roman Consul	2368	94	1 Sep. (I)
Roman Consul	2371	94	1 Sep. (II)
Roman Consul	2367	94	45413 (I)
Roman Consul	2370	94	45413 (II)
Roman Consul	2369	94	Posterior
Roman Consul	2366	94	Prior
Roman Consul	2373	95	1 Sep. (I)
Roman Consul	2376	95	1 Sep. (II)
Roman Consul	2314	95	45413 (I)
Roman Consul	2375	95	45413 (II)
Roman Consul	2372	95	id. Jan. (I)
Roman Consul	2374	95	Posterior
Roman Consul	697	95	Prior
Roman Consul	2379	96	1 Sep. (I)
Roman Consul	2382	96	1 Sep. (II)
Roman Consul	2378	96	45413 (I)
Roman Consul	2381	96	45413 (II)
Roman Consul	1872	96	Posterior
Roman Consul	2377	96	Prior
