rulerID	row	name	reign	sheet_birthdeath	born	died	source	status
895	896	Felix V	1439–1449		1383	1451	wikidata	OK
896	897	Kenneth I MacAlpin	843–858	810-858	810	858	wikidata	OK
897	898	Donald I	858–862	812-862	812	862	wikidata	OK
898	899	Constantine I	306–337	c. 272-337	272	337	wikidata	OK
899	900	Áed (Aodh)	877–878	838-878	840	878	wikidata	OK wikidata over sheet 838-878
900	901	Giric and Eochaid	878–889			890	wikidata	OK died only
901	902	Donald II	889–900	862-900	862	900	wikidata	OK
902	903	Constantine II	900–943	879-952	874	952	wikidata	OK wikidata over sheet 879-952
903	904	Malcolm I	943–954	897-954	897	954	wikidata	OK
904	905	Indulf	954–962			962	wikidata	OK died only
905	906	Dub	962–966	928-967	930	967	wikidata	OK wikidata over sheet 928-967
906	907	Culen	966–971	926-971	926	971	wikidata+sheet	OK
907	908	Kenneth II	971–995	932-995	932	995	wikidata	OK
908	909	Constantine III	995–997	970-997	971	997	wikidata	OK
909	910	Kenneth III	997–1005	967-1005	967	1005	wikidata+sheet	OK
910	911	Malcolm II	1005–1034	954-1034	954	1034	wikidata	OK
911	912	Duncan I	1034–1040	1001-1040	1001	1040	wikidata	OK
912	913	Macbeth	1040–1057	1005-1057	1005	1057	wikidata	OK
913	914	Lulach	1057–1058	1030-1058	1030	1058	wikidata	OK
914	915	Malcolm III Canmore	1058–1093	1031-1093	1031	1093	wikidata	OK
915	916	Donald III	1093–1097	1033-1099	1033	1099	wikidata	OK
916	917	Duncan II	1093–1094	1060-1094	1060	1094	wikidata	OK
917	918	Edgar	1097–1107	1074-1107	1074	1107	wikidata	OK
918	919	Alexander I	1107–1124	1078-1124	1078	1124	wikidata	OK
919	920	David I	1124–1153	1084-1153	1084	1153	wikidata	OK
920	921	Malcolm IV	1153–1165	1141-1165	1141	1165	wikidata	OK
921	922	William I	1165–1214	1142-1214	1143	1214	wikidata	OK
922	923	Alexander II	1214–1249	1198-1249	1198	1249	wikidata	OK
923	924	Alexander III	1249–1286	1241-1286	1241	1286	wikidata	OK
924	925	Margaret	1286–1290	1283-1290	1283	1290	wikidata	OK
925	926	John de Balliol	1292–1296	1249-1314	1249	1314	wikidata	OK
926	927	Robert I	1306–1329	1274-1329	1274	1329	wikidata	OK
927	928	David II	1329–1371	1324-1371	1324	1371	wikidata	OK
928	929	Robert II	1371–1390	1316-1390	1316	1390	wikidata	OK
929	930	Robert III	1390–1406	1337-1406	1337	1406	wikidata+sheet	OK
930	931	James I	1406–1437	1394-1437	1394	1437	wikidata	OK
931	932	James II	1437–1460	1430-1460	1430	1460	wikidata	OK
932	933	James III	1460–1488	1451-1488	1451	1488	wikidata	OK
933	934	James IV	1488–1513	1473-1513	1473	1513	wikidata	OK
934	935	James V	1513–1542	1512-1542	1512	1542	wikidata	OK
935	936	Mary I	1542–1567	1542-1587	1542	1587	wikidata	OK
964	937	Ruggero II	1130–1154	1095-1154	1095	1154	wikidata	OK
965	938	Guglielmo I	1154–1166	1131-1166	1120	1166	wikidata	OK wikidata over sheet 1131-1166
966	939	Guglielmo II	1166–1189	1155-1189	1153	1189	wikidata	OK wikidata over sheet 1155-1189
967	940	Tancredi	1189–1194	1138-1194	1138	1194	wikidata	OK
968	941	Ruggero III	1193–1194	1175-1193	1175	1193	wikidata	OK
969	942	Constanza	1194–1197	1154-1198	1154	1198	sheet	OK
970	943	Conrad IV	1250–1254	1228-1254	1228	1254	wikidata	OK
971	944	Manfredi	1258–1266	1232-1266	1232	1266	wikidata	OK
947	945	Carlo I	1266–1285	1226-1285	1226	1285	wikidata	OK
948	946	Carlo II	1285–1309	1254-1309	1254	1309	wikidata	OK
949	947	Roberto I	1309–1343	1277-1343	1277	1343	wikidata	OK
950	948	Giovanna I	1343–1382	1328-1382	1326	1382	wikidata	OK wikidata over sheet 1328-1382
951	949	Carlo III	1382–1386		1345	1386	wikidata	OK
952	950	Ladislao I	1386–1414		1377	1414	wikidata	OK
953	951	Giovanna II	1414–1435	1373-1435	1373	1435	wikidata	OK
954	952	Renato I	1435–1442	1409-1480	1409	1480	wikidata	OK
955	953	Alfonso I	1442–1458	1396-1458	1396	1458	wikidata	OK
956	954	Ferdinando I	1458–1494	1423-1494	1423	1494	wikidata	OK
957	955	Alfonso II	1494–1495	1448-1495	1448	1495	wikidata	OK
959	956	Federico I	1496–1501	1452-1504	1451	1504	wikidata	OK
958	957	Ferdinando II	1495–1496	1469-1496	1467	1496	wikidata	OK wikidata over sheet 1469-1496
961	958	Ferdinand IV	1759–1816	1751-1825	1751	1825	wikidata	OK
963	959	Joachim Murat	1808–1815	1767-1815	1767	1815	wikidata	OK
972	960	Jean Étienne Championnet	1799–1799	1762-1800	1762	1800	wikidata	OK
973	961	Jacques MacDonald	1799–1799	1765-1840	1765	1840	wikidata	OK
974	962	Odoacer	476–493	433-493	433	493	wikidata	OK
975	963	Theodoric	484–526	454-526	454	526	wikidata	OK
976	964	Athalaric	526–534	516-534	516	534	wikidata	OK
977	965	Theodahad	534–536	480-536	480	536	wikidata	OK
978	966	Witiges	536–540	?-542		542	wikidata	OK died only
979	967	Ildibad	540–541	?-541		541	wikidata	OK died only
980	968	Eraric	541–541	?-541		541	wikidata	OK died only
981	969	Totila	541–552	?-552	510	552	wikidata	OK
982	970	Teia	552–553	?-553		552	wikidata	OK died only
983	971	Alboin	568–572	-572	530	572	wikidata	OK
984	972	Cleph	572–574	-574		574	wikidata	OK died only
985	973	Authari	584–590	540-590	550	590	wikidata	OK wikidata over sheet 540-590
986	974	Agilulf	590–616	-616	555	616	wikidata	OK
987	975	Adaloald	616–626	602-626	602	626	wikidata	OK
988	976	Arioald	626–636	-636		636	wikidata	OK died only
989	977	Rothari	636–652	606-652	606	652	wikidata	OK
990	978	Rodoald	652–653	-653	637	653	wikidata	OK
991	979	Aripert I	653–661	-661		661	wikidata	OK died only
992	980	Godepert	661–662	-662	645	662	wikidata	OK
993	981	Perctarit	661–688	-688	645	688	wikidata	OK
994	982	Grimuald	662–671	610-671	610	671	sheet	OK
995	983	Garibald	671–671	-671				NO-QID
997	984	Cunipert	688–700	-700	660	700	wikidata	OK
998	985	Liutpert	700–702	-702	685	702	wikidata	OK
999	986	Raginpert	702–702	-702		701	wikidata	OK died only
1000	987	Aripert II	702–712	-712		712	wikidata	OK died only
1001	988	Ansprand	712–712	-712	657	712	wikidata	OK
1002	989	Liutprand	712–744	690-744	690	744	wikidata+sheet	OK
1003	990	Hugh of Arles	926–947	880-947	880	947	wikidata	OK
1004	991	Berengar II	950–966	900-966	900	966	wikidata	OK
1005	992	Hildeprand	744–744			744	wikidata	OK died only
1006	993	Ratchis	744–749	-757				NO-DATE on wikidata
1007	994	Aistulf	749–756	-756		756	wikidata	OK died only
1008	995	Desiderius	756–774	-786	710	786	wikidata	OK
686	996	Franz II	1792–1835	1768-1835	1768	1835	wikidata	OK
1009	997	Ferdinand I	1835–1848	1793-1875	1793	1875	wikidata	OK
1010	998	Franz Joseph I	1848–1916	1830-1916	1830	1916	wikidata	OK
1011	999	Karl I	1916–1918	1887-1922	1887	1922	wikidata	OK
1012	1000	Vittorio Emanuele II	1861–1878	1820-1878	1820	1878	wikidata	OK
1013	1001	Umberto I	1878–1900	1844-1900	1844	1900	wikidata	OK
1014	1002	Vittorio Emanuele III	1900–1946	1869-1947	1869	1947	wikidata	OK
1015	1003	Umberto II	1946–1946	1904-1983	1904	1983	wikidata	OK
1016	1004	L. Junius Brutus	-509–-509		-540	-509	wikidata	OK
1017	1005	Sp. Lucretius Tricipitinus	-509–-509			-509	wikidata	OK died only
1018	1006	M. Horatius Pulvillus	-509–-507					NO-DATE on wikidata
1019	1007	L. Tarquinius Collatinus	-509–-509					NO-DATE on wikidata
1020	1008	P. Valerius Poplicola	-509–-352					MISMATCH died -503 before reign end -352
1021	1009	T. Lucretius Tricipitinus	-508–-504					NO-DATE on wikidata
1022	1010	Sp. Larcius	-506–-490					NO-DATE on wikidata
1023	1011	T. Herminius Aquilinus	-506–-506			-499	wikidata	OK died only
1024	1012	M. Valerius Volusus	-505–-505			-499	wikidata	OK died only
1025	1013	P. Postumius Tubertus	-505–-503					NO-DATE on wikidata
1026	1014	Agrippa Menenius Lanatus	-503–-417					MISMATCH died -493 before reign end -417
1027	1015	Opiter Verginius Tricostus	-502–-502			-486	wikidata	OK died only
1028	1016	Sp. Cassius Vecellinus	-502–-486		-542	-485	wikidata	OK
1029	1017	Postumus Cominius Auruncus	-501–-493					NO-DATE on wikidata
1030	1018	T. Larcius	-501–-498					NO-DATE on wikidata
1031	1019	Ser. Sulpicius Camerinus Cornutus	-500–-451					MISMATCH died -463 before reign end -451
1032	1020	M. Tullius Longus	-500–-500			-500	wikidata	OK died only
1033	1021	T. Aebutius Helva	-499–-499					NO-DATE on wikidata
1034	1022	C. Veturius Geminus Cicurinus	-499–-499					NO-DATE on wikidata
1035	1023	Q. Cloelius Siculus	-498–-498					NO-DATE on wikidata
1036	1024	A. Sempronius Atratinus	-497–-416					NO-DATE on wikidata
1037	1025	M. Minucius Augurinus	-497–-491					NO-DATE on wikidata
1038	1026	A. Postumius Albus Regillensis	-496–-496					NO-DATE on wikidata
1039	1027	T. Verginius Tricostus Caeliomontanus	-496–-448					NO-DATE on wikidata
1040	1028	Ap. Claudius Sabinus Inregillensis	-495–-495		-540	-480	wikidata	OK
1041	1029	P. Servilius Priscus Structus	-495–-495					NO-DATE on wikidata
1042	1030	A. Verginius Tricostus Caeliomontanus	-494–-494					NO-DATE on wikidata
1043	1031	T. Veturius Geminus Cicurinus	-494–-494					NO-DATE on wikidata
1044	1032	T. Geganius Macerinus	-492–-492					NO-DATE on wikidata
1045	1033	P. Minucius Augurinus	-492–-492					NO-DATE on wikidata
1046	1034	Q. Sulpicius Camerinus Cornutus	-490–-398					NO-DATE on wikidata
1047	1035	C. Julius Iullus	-489–-405					NO-DATE on wikidata
1048	1036	P. Pinarius Mamercinus Rufus	-489–-489					NO-DATE on wikidata
1049	1037	Sp. Nautius Rutilus	-488–-316					NO-DATE on wikidata
1050	1038	Sex. Furius	-488–-488					NO-DATE on wikidata
1051	1039	T. Sicinius (or Siccius) Sabinus	-487–-487					NO-DATE on wikidata
1052	1040	C. Aquillius Tuscus	-487–-487		-520		wikidata	OK born only
1053	1041	Proculus Verginius Tricostus Rutilus	-486–-486					NO-DATE on wikidata
1054	1042	Q. Fabius Vibulanus	-485–-414					MISMATCH died -480 before reign end -414
1055	1043	Ser. Cornelius Maluginensis	-485–-368					MISMATCH died -453 before reign end -368
1056	1044	L. Aemilius Mamercus	-484–-473					NO-DATE on wikidata
1057	1045	K. Fabius Vibulanus	-484–-479					NO-DATE on wikidata
1058	1046	M. Fabius Vibulanus	-483–-433					MISMATCH died -477 before reign end -433
1059	1047	L. Valerius Potitus	-483–-392					NO-DATE on wikidata
1060	1048	C. Julius Iullus						NO-DATE on wikidata
1061	1049	Sp. Furius Fusus	-481–-481					NO-DATE on wikidata
1062	1050	Cn. Manlius Cincinnatus	-480–-480			-480	wikidata	OK died only
1063	1051	T. Verginius Tricostus Rutilus	-479–-479		-510	-463	wikidata	OK
1064	1052	C. Servilius Structus Ahala	-478–-478			-478	wikidata	OK died only
1065	1053	(Opiter Verginius? E)squilinus	-478–-478					NO-DATE on wikidata
1066	1054	C. (or M.) Horatius Pulvillus	-477–-457		-510	-453	wikidata	OK
1067	1055	T. Menenius Lanatus	-477–-440					MISMATCH died -476 before reign end -440
1068	1056	A. Verginius Tricostus Rutilus	-476–-476					NO-DATE on wikidata
1069	1057	Sp. (or C.) Servilius Structus	-476–-476					NO-DATE on wikidata
1070	1058	P. Valerius Poplicola				-460	wikidata	OK died only
1071	1059	C. Nautius Rutilus	-475–-287					NO-DATE on wikidata
1072	1060	L. Furius Medullinus	-474–-370					NO-DATE on wikidata
1073	1061	A. Manlius Vulso	-474–-178					NO-DATE on wikidata
1074	1062	Vopiscus Julius Iullus	-473–-473					NO-DATE on wikidata
1075	1063	L. Pinarius Mamercinus Rufus	-472–-472					NO-DATE on wikidata
1076	1064	P. Furius Medullinus Fusus	-472–-472			-464	wikidata	OK died only
1077	1065	Ap. Claudius Crassus Inregillensis Sabinus	-471–-450			-449	wikidata	OK died only
1078	1066	T. Quinctius Capitolinus Barbatus	-471–-405					NO-DATE on wikidata
1079	1067	Ti. Aemilius Mamercus	-470–-467					NO-DATE on wikidata
1080	1068	T. Numicius Priscus	-469–-469					NO-DATE on wikidata
1081	1069	A. Verginius Caeliomontanus	-469–-469					NO-DATE on wikidata
1082	1070	Q. Servilius Priscus	-468–-466					NO-DATE on wikidata
1083	1071	Q. Fabius Vibulanus						NO-DATE on wikidata
1084	1072	Sp. Postumius Albinus Regillensis	-466–-394					MISMATCH died -439 before reign end -394
1085	1073	A. Postumius Albinus Regillensis	-464–-381					NO-DATE on wikidata
1086	1074	Sp. Furius Medullinus Fusus	-464–-453			-453	wikidata	OK died only
1087	1075	P. Servilius Priscus	-463–-463			-463	wikidata	OK died only
1088	1076	L. Aebutius Helva	-463–-463			-463	wikidata	OK died only
1089	1077	L. Lucretius Tricipitinus	-462–-462					NO-DATE on wikidata
1090	1078	T. Veturius Geminus Cicurinus	-462–-451					NO-DATE on wikidata
1091	1079	P. Volumnius Amintinus Gallus	-461–-461					NO-DATE on wikidata
1092	1080	Ser. Sulpicius Camerinus Cornutus						NO-DATE on wikidata
1093	1081	L. Quinctius Cincinnatus	-460–-377					MISMATCH reign end -377 is 142y after birth -519
1094	1082	C. Claudius Inregillensis Sabinus	-460–-460			-460	wikidata	OK died only
1095	1083	L. Cornelius Maluginensis Uritinus	-459–-459					NO-DATE on wikidata
1096	1084	Carve(ntanus?)	-458–-458					NO-DATE on wikidata
1097	1085	L. Minucius Esquilinus Augurinus	-458–-450					NO-DATE on wikidata
1098	1086	Q. Minucius Esquilinus (or L. Postumius)	-457–-457					NO-DATE on wikidata
1099	1087	M. Valerius Maximus Lactuca	-456–-456					NO-DATE on wikidata
1100	1088	Sp. Verginius Tricostus Caeliomontanus	-456–-456					NO-DATE on wikidata
1101	1089	T. Romilius Rocus Vaticanus	-455–-451					NO-DATE on wikidata
1102	1090	C. Veturius Cicurinus	-455–-455		-500		wikidata	OK born only
1103	1091	Sp. Tarpeius Montanus Capitolinus	-454–-454					NO-DATE on wikidata
1104	1092	A. Aternius Varus Fontinalis	-454–-454					NO-DATE on wikidata
1105	1093	P. Curiatius Fistus Trigeminus	-453–-451					NO-DATE on wikidata
1106	1094	Sextus Quinctilius	-453–-453		-500	-453	wikidata	OK
1108	1095	T. Menenius Lanatus						NO-DATE on wikidata
1109	1096	P. Sestius Capitolinus Vaticanus	-452–-451					NO-DATE on wikidata
1113	1097	T. Genucius (or Minucius) Augurinus	-451–-451					NO-DATE on wikidata
1114	1098	M.(?) Sergius Esquilinus	-450–-450					NO-DATE on wikidata
1115	1099	T. Antonius Merenda	-450–-450					NO-DATE on wikidata
1116	1100	Sp. Oppius Cornicen	-450–-450			-449	wikidata	OK died only
1117	1101	M. Cornelius Maluginensis	-450–-367					NO-DATE on wikidata
1118	1102	Q. Poetelius	-450–-450					NO-DATE on wikidata
1119	1103	Caeso Duillius Longus	-450–-450					NO-DATE on wikidata
1120	1104	M. Rabuleius	-450–-450					NO-DATE on wikidata
1121	1105	L. Valerius Poplicola Potitus	-449–-449		-480		wikidata	OK born only
1122	1106	M. Horatius Turrinus Barbatus	-449–-449					NO-DATE on wikidata
1123	1107	Lars Herminius Coritinesanus	-448–-448					NO-DATE on wikidata
1124	1108	T. Verginius Tricostus Caeliomontanus						NO-DATE on wikidata
1125	1109	M. Geganius Macerinus	-447–-367					MISMATCH died -431 before reign end -367
1126	1110	C. Julius Iullus						NO-DATE on wikidata
1127	1111	Agrippa Furius Fusus	-446–-391					NO-DATE on wikidata
1128	1112	M. Genucius Augurinus	-445–-445					NO-DATE on wikidata
1129	1113	C. Curiatius Philo	-445–-445					NO-DATE on wikidata
1130	1114	A. Sempronius Atratinus						NO-DATE on wikidata
1131	1115	T. Cloelius Siculus	-444–-444					NO-DATE on wikidata
1132	1116	L. Papirius Mugillanus	-444–-380					NO-DATE on wikidata
1133	1117	L. Atilius Luscus	-444–-444					NO-QID
1134	1118	L. Sempronius Atratinus	-444–-34					NO-DATE on wikidata
1135	1119	M. Fabius Vibulanus						NO-DATE on wikidata
1136	1120	Postumus Aebutius Helva Cornicen	-442–-442					NO-DATE on wikidata
1137	1121	C. Furius Pacilus Fusus	-441–-426					NO-DATE on wikidata
1138	1122	M. Papirius Crassus	-441–-441					NO-DATE on wikidata
1139	1123	Proculus Geganius Macerinus	-440–-440					NO-QID
1140	1124	Agrippa Menenius Lanatus						NO-DATE on wikidata
1141	1125	Mam. Aemilius (Mamercinus?)	-438–-438					NO-DATE on wikidata
1142	1126	L. Julius Iullus	-438–-379					NO-DATE on wikidata
1143	1127	L. Quinctius Cincinnatus						NO-DATE on wikidata
1144	1128	L. Sergius Fidenas	-437–-397					NO-DATE on wikidata
1145	1129	M. (or A.) Cornelius Maluginensis	-436–-436					NO-QID
1146	1130	L. Papirius Crassus	-436–-330					NO-DATE on wikidata
1147	1131	(L. or Proculus) Verginius Tricostus	-435–-435					NO-DATE on wikidata
1148	1132	M. Manlius Capitolinus	-434–-392					NO-QID
1149	1133	Ser. Cornelius Cossus	-434–-434					NO-QID
1150	1134	Q. Sulpicius Camerinus Praetextatus	-434–-434					NO-DATE on wikidata
1151	1135	M. Foslius Flaccinator	-433–-433					NO-DATE on wikidata
1152	1136	L. Pinarius Mamercinus	-432–-432					NO-DATE on wikidata
1153	1137	Sp. Postumius Albus Regillensis	-451–-432					MISMATCH died -439 before reign end -432
1154	1138	L. Furius Medullinus						NO-DATE on wikidata
1155	1139	T. Quinctius Poenus Cincinnatus	-431–-426					NO-DATE on wikidata
1156	1140	C. Julius Mento	-431–-431					NO-DATE on wikidata
1157	1141	C. (or L.) Papirius Crassus	-430–-384					NO-DATE on wikidata
1158	1142	Hostus Lucretius Tricipitinus	-429–-429					NO-DATE on wikidata
1159	1143	A. Cornelius Cossus	-428–-367					NO-DATE on wikidata
1160	1144	C. Servilius Axilla	-427–-417					NO-DATE on wikidata
1161	1145	L. Papirius Mugillanus						NO-DATE on wikidata
1162	1146	M. Postumius Albinus Regillensis	-426–-426					NO-DATE on wikidata
1163	1147	A. Sempronius Atratinus						NO-DATE on wikidata
1164	1148	L. Horatius Barbatus	-425–-425					NO-QID
1165	1149	Ap. Claudius Crassus	-424–-403					NO-DATE on wikidata
1166	1150	Sp. Nautius Rutilus						NO-DATE on wikidata
1167	1151	Sex. Julius Iullus	-424–-424					NO-DATE on wikidata
1168	1152	C. Sempronius Atratinus	-423–-423					NO-DATE on wikidata
1169	1153	Q. Fabius Vibulanus						NO-DATE on wikidata
1170	1154	L. Manlius Capitolinus	-422–-422					NO-DATE on wikidata
1171	1155	Q. Antonius Merenda	-422–-422					NO-DATE on wikidata
1172	1156	N. (or Cn.) Fabius Vibulanus	-421–-407					NO-DATE on wikidata
1173	1157	T. Quinctius Capitolinus Barbatus						NO-DATE on wikidata
1174	1158	Quinctius Cincinnatus	-420–-420					NO-QID
1175	1159	M. Manlius Vulso	-420–-420					NO-DATE on wikidata
1176	1160	Sp. Nautius Rutilus						NO-DATE on wikidata
1177	1161	P. Lucretius Tricipitinus	-419–-417					NO-DATE on wikidata
1189	1162	M. Papirius Mugillanus	-418–-411					NO-DATE on wikidata
1178	1163	Sp. Veturius Crassus	-417–-417					NO-QID
1179	1164	P. Cornelius Cossus	-415–-395					NO-DATE on wikidata
1180	1165	Q. Quinctius Cincinnatus	-415–-405					NO-DATE on wikidata
1181	1166	C. Valerius Potitus Volusus	-415–-404					NO-DATE on wikidata
1182	1167	Cn. Cornelius Cossus	-414–-401					NO-DATE on wikidata
1183	1168	L. Valerius Potitus						NO-DATE on wikidata
1184	1169	P. Postumius Albinus Regillensis	-414–-414			-414	wikidata	OK died only
1185	1170	(A. or M.) Cornelius Cossus	-413–-413					NO-QID
1186	1171	L. Furius Medullinus			-445		wikidata	OK born only
1187	1172	Q. Fabius Vibulanus (?)Ambustus (II?)	-412–-412					NO-QID
1188	1173	C. Furius Pacilus	-412–-251					NO-DATE on wikidata
1190	1174	M. Aemilius Mamercinus	-410–-401					NO-DATE on wikidata
3409	1175	Gaius Nautius Rutilus	-411–-411					NO-QID
1191	1176	C. Julius Iullus			-445	-393	wikidata	OK
1192	1177	C. Servilius Ahala	-408–-402					NO-DATE on wikidata
1193	1178	P. Cornelius Cossus						NO-DATE on wikidata
1194	1179	P. Cornelius Rutilus Cossus	-406–-406					NO-DATE on wikidata
1195	1180	N. (or Cn.) Fabius Ambustus	-406–-390					NO-DATE on wikidata
1196	1181	Cn. Cornelius Cossus						NO-DATE on wikidata
1197	1182	A. Manlius Vulso Capitolinus	-405–-397					NO-DATE on wikidata
1199	1183	P. Cornelius Maluginensis	-404–-390					NO-DATE on wikidata
1200	1184	K. Fabius Ambustus	-404–-390					NO-DATE on wikidata
1201	1185	M. Sergius Fidenas	-404–-402					NO-DATE on wikidata
1202	1186	Ap. Claudius Crassus						NO-DATE on wikidata
1203	1187	L. Julius Iullus						NO-DATE on wikidata
1204	1188	M. Quinctilius Varus	-403–-403					NO-DATE on wikidata
1205	1189	M. Furius Fusus	-403–-403		-450		wikidata	OK born only
1206	1190	L. Verginius Tricostus Esquilinus	-402–-389					NO-DATE on wikidata
1207	1191	Q. Servilius Fidenas	-402–-369		-450		wikidata	OK born only
1208	1192	Q. Sulpicius Camerinus Cornutus						NO-DATE on wikidata
1209	1193	M. Furius Camillus	-401–8					MISMATCH died -365 before reign end 8
1210	1194	L. Julius Iullus						NO-DATE on wikidata
1211	1195	P. Licinius Calvus Esquilinus	-400–-396					NO-QID
1212	1196	L. Titinius Pansa Saccus	-400–-396					NO-DATE on wikidata
1213	1197	Sp. Furius Medullinus	-400–-400					NO-QID
1214	1198	P. Manlius Vulso	-400–-400					NO-QID
1215	1199	P. Maelius Capitolinus	-400–-396					NO-QID
1216	1200	L. Publilius Philo Vulscus	-400–-400					NO-QID
1217	1201	Cn. Genucius Augurinus	-399–-396					NO-DATE on wikidata
1218	1202	M. Pomponius Rufus	-399–-399					NO-QID
1219	1203	M. Veturius Crassus Cicurinus	-399–-399					NO-QID
1220	1204	L. Atilius Priscus	-399–-396					NO-QID
1221	1205	C. Duillius Longus	-399–-399					NO-QID
1222	1206	Volero Publilius Philo	-399–-399					NO-QID
1223	1207	M. Valerius Lactucinus Maximus	-398–-395					NO-DATE on wikidata
1224	1208	L. Sergius Fidenas						NO-QID
1225	1209	P. Cornelius Maluginensis						NO-QID
1226	1210	A. Postumius Albinus Regillensis						NO-DATE on wikidata
1227	1211	Q. Manlius Vulso Capitolinus	-396–-396					NO-QID
1228	1212	P. Cornelius Cossus						NO-QID
1229	1213	P. Cornelius Scipio	-395–56					NO-QID
1230	1214	C. Aemilius Mamercinus	-394–-391					NO-QID
1231	1215	Sp. Postumius Albinus Regillensis				-380	wikidata	OK died only
1232	1216	L. Valerius Poplicola	-394–-380					NO-QID
1233	1217	L. Lucretius Tricipitinus Flavus	-393–-381					NO-DATE on wikidata
1234	1218	Cornelius Maluginensis (invalidated)	-393–-393					NO-QID
1235	1219	Ser. Sulpicius Camerinus	-393–-391					NO-QID
1236	1220	M. Manlius Capitolinus				-384	wikidata	OK died only
1237	1221	L. Aemilius Mamercinus	-391–-363					NO-DATE on wikidata
1238	1222	Agrippa Furius Fusus						NO-QID
1239	1223	Ser. Sulpicius Camerinus						NO-QID
1240	1224	Q. Sulpicius Longus	-390–-390					NO-DATE on wikidata
1241	1225	Q. Fabius Ambustus	-390–-390			-389	wikidata	OK died only
1242	1226	P. Cornelius	-389–-385					NO-QID
1243	1227	(?) L. Papirius (Mugillanus?)	-389–-389					NO-QID
1244	1228	A. Manlius Capitolinus	-389–-370					NO-DATE on wikidata
1245	1229	L. Postumius Albinus Regillensis	-389–-381					NO-QID
1246	1230	(?) M. Furius	-389–-389					NO-QID
1247	1231	T. Quinctius Cincinnatus Capitolinus	-388–-368					NO-QID
1248	1232	L. Julius Iullus						NO-DATE on wikidata
1249	1233	L. Aquillius Corvus	-388–-388					NO-QID
1250	1234	Ser. Sulpicius Rufus	-388–-51					NO-QID
1251	1235	L. Papirius Cursor	-387–-385					NO-QID
1252	1236	Cn. Sergius Fidenas Coxo	-387–-380					NO-QID
1253	1237	Licinus Menenius Lanatus	-387–-376					NO-QID
1254	1238	L. Horatius Pulvillus	-386–-386					NO-QID
1255	1239	Ser. Cornelius Maluginensis						NO-QID
1256	1240	L. Quinctius Cincinnatus						NO-QID
1257	1241	P. Valerius Potitus Poplicola	-386–-367					NO-QID
1258	1242	P. Cornelius						NO-QID
1259	1243	L. Quinctius Capitolinus	-385–-385					NO-QID
1260	1244	C. (or L.) Papirius Crassus						NO-QID
1261	1245	M. Trebonius	-383–-383					NO-QID
1262	1246	Sp. Papirius Crassus	-382–-382					NO-QID
1263	1247	C. Sulpicius Camerinus	-382–-382					NO-QID
1264	1248	L. Papirius (Mugillanus?)	-382–-376					NO-QID
1265	1249	Q. Servilius Fidenas						NO-QID
1266	1250	L. Furius Medullinus						NO-QID
1267	1251	M. Fabius Ambustus	-381–-354					NO-QID
1268	1252	C. Sulpicius Peticus	-380–-351					NO-QID
1269	1253	Ti. Papirius Crassus	-380–-380					NO-QID
1270	1254	P. Manlius Capitolinus	-379–-367					NO-QID
1271	1255	M. Albinius	-379–-379					NO-QID
1272	1256	P. Trebonius	-379–53					NO-QID
1273	1257	Cn. Manlius Vulso	-379–-189					NO-DATE on wikidata
1274	1258	C. Sextilius	-379–-379					NO-QID
1275	1259	L. Antistius	-379–-379					NO-QID
1276	1260	C. Erenucius	-379–-379					NO-QID
1277	1261	Sp. (or L.) Furius	-378–-378					NO-QID
1278	1262	M. Horatius	-378–-378					NO-QID
1279	1263	P. Cloelius Siculus	-378–-378					NO-QID
1280	1264	L. Geganius Macerinus	-378–-378					NO-QID
1281	1265	L. Aemilius Mamercinus						NO-QID
1282	1266	C. Veturius Crassus Cicurinus	-377–-369					NO-QID
1283	1267	Ser. Sulpicius (Rufus or Praetextatus)	-377–-368					NO-QID
1284	1268	C. Quinctius Cincinnatus	-377–-377					NO-QID
1285	1269	C. Valerius Potitus	-370–-331					NO-QID
1286	1270	A. Cornelius Cossus						NO-QID
1287	1271	Q. Quinctius (Cincinnatus?)	-369–-369					NO-QID
1288	1272	M. Cornelius Maluginensis						NO-QID
1289	1273	T. Quinctius Cincinnatus Capitolinus						NO-QID
1290	1274	L. Papirius Crassus						NO-QID
1291	1275	Sp. Servilius Structus	-368–-368					NO-QID
1292	1276	L. Veturius Crassus Cicurinus	-368–-367					NO-QID
1293	1277	M. Geganius Macerinus						NO-QID
1294	1278	L. Aemilius Mamercinus						NO-DATE on wikidata
1295	1279	L. Sextius Sextinus Lateranus	-366–-366					NO-QID
1296	1280	L. Genucius Aventinensis	-365–-303					MISMATCH died -362 before reign end -303
1297	1281	Q. Servilius Ahala	-365–-342					NO-QID
1298	1282	C. Sulpicius Peticus						NO-DATE on wikidata
1299	1283	C. Licinius Calvus	-364–-364					NO-QID
1300	1284	Cn. Genucius Aventinensis	-363–-363					NO-QID
1301	1285	C. Licinius Stolo	-361–-361		-400		wikidata	OK born only
1302	1286	M. Fabius Ambustus						NO-DATE on wikidata
1303	1287	C. Poetelius Libo Visolus	-360–-326					NO-QID
1304	1288	M. Popillius Laenas	-359–-139					NO-DATE on wikidata
1305	1289	Cn. Manlius Capitolinus Imperiosus	-359–-357					NO-DATE on wikidata
1306	1290	C. Fabius Ambustus	-358–-358					NO-DATE on wikidata
1307	1291	C. Plautius Proculus	-358–-358					NO-QID
