rulerID	row	name	reign	sheet_birthdeath	born	died	source	status
1	2	St. Peter	32–67					NO-DATE on wikidata
2	3	St. Linus	67–76		10	79	wikidata	OK
3	4	St. Anacletus (Cletus)	76–88		25		wikidata	OK born only
4	5	St. Clement I	88–97			99	wikidata	OK died only
5	6	St. Evaristus	97–105			105	wikidata	OK died only
6	7	St. Alexander I	105–115			116	wikidata	OK died only
7	8	St. Sixtus I	115–125		42		wikidata	OK born only
8	9	St. Telesphorus	125–136					NO-DATE on wikidata
9	10	St. Hyginus	136–140			142	wikidata	OK died only
10	11	St. Pius I	140–155					NO-DATE on wikidata
11	12	St. Anicetus	155–166			166	wikidata	OK died only
12	13	St. Soter	166–175			175	wikidata	OK died only
13	14	St. Eleutherius	175–189			189	wikidata	OK died only
14	15	St. Victor I	189–199			199	wikidata	OK died only
15	16	St. Zephyrinus	199–217			217	wikidata	OK died only
16	17	St. Callistus I	217–222			222	wikidata	OK died only
17	18	St. Urban I	222–230			230	wikidata	OK died only
18	19	St. Pontian	230–235			235	wikidata	OK died only
19	20	St. Anterus	235–236			236	wikidata	OK died only
20	21	St. Fabian	236–250			250	wikidata	OK died only
21	22	St. Cornelius	251–253		180	253	wikidata	OK
22	23	St. Lucius I	253–254			254	wikidata	OK died only
23	24	St. Stephen I	254–257			257	wikidata	OK died only
24	25	St. Sixtus II	257–258		215	258	wikidata	OK
25	26	St. Dionysius	260–268		200	268	wikidata	OK
26	27	St. Felix I	269–274			274	wikidata	OK died only
27	28	St. Eutychian	275–283			283	wikidata	OK died only
28	29	St. Caius	283–296			296	wikidata	OK died only
29	30	St. Marcellinus	296–304			304	wikidata	OK died only
30	31	St. Marcellus I	308–309		255	309	wikidata	OK
31	32	St. Eusebius	310–310			310	wikidata	OK died only
32	33	St. Miltiades	311–314			314	wikidata	OK died only
33	34	St. Sylvester I	314–335			335	wikidata	OK died only
34	35	St. Marcus	336–336			336	wikidata	OK died only
35	36	St. Julius I	337–352			352	wikidata	OK died only
36	37	Liberius	352–366		310	366	wikidata	OK
37	38	St. Damasus I	366–384		305	384	wikidata	OK
38	39	St. Siricius	384–399		334	399	wikidata	OK
39	40	St. Anastasius I	399–401		340	401	wikidata	OK
40	41	St. Innocent I	401–417			417	wikidata	OK died only
41	42	St. Zosimus	417–418			418	wikidata	OK died only
42	43	St. Boniface I	418–422		370	422	wikidata	OK
43	44	St. Celestine I	422–432			432	wikidata	OK died only
44	45	St. Sixtus III	432–440		390	440	wikidata	OK
45	46	St. Leo I	440–461		390	461	wikidata	OK
46	47	St. Hilarius	461–468		415	468	wikidata	OK
47	48	St. Simplicius	468–483		420	483	wikidata	OK
48	49	St. Felix III (II)	483–492		440	492	wikidata	OK
49	50	St. Gelasius I	492–496			496	wikidata	OK died only
50	51	Anastasius II	496–498			498	wikidata	OK died only
51	52	St. Symmachus	498–514		460	514	wikidata	OK
52	53	St. Hormisdas	514–523		450	523	wikidata	OK
53	54	St. John I	523–526		470	526	wikidata	OK
54	55	St. Felix IV (III)	526–530			530	wikidata	OK died only
55	56	Boniface II	530–532			532	wikidata	OK died only
56	57	John II	533–535		470	535	wikidata	OK
57	58	St. Agapetus I	535–536			536	wikidata	OK died only
58	59	St. Silverius	536–537		477	537	wikidata	OK
59	60	Vigilius	537–555			555	wikidata	OK died only
60	61	Pelagius I	556–561		505	561	wikidata	OK
61	62	John III	561–574		520	574	wikidata	OK
62	63	Benedict I	575–579		525	579	wikidata	OK
63	64	Pelagius II	579–590		520	590	wikidata	OK
64	65	St. Gregory I	590–604		540	604	wikidata	OK
65	66	Sabinian	604–606		530	606	wikidata	OK
66	67	Boniface III	607–607		540	607	wikidata	OK
67	68	St. Boniface IV	608–615		550	615	wikidata	OK
68	69	St. Deusdedit (Adeodatus I)	615–618		570	618	wikidata	OK
69	70	Boniface V	619–625			625	wikidata	OK died only
70	71	Honorius I	625–638		585	638	wikidata	OK
71	72	Severinus	461–640			640	wikidata	OK died only
72	73	John IV	640–642		600	642	wikidata	OK
73	74	Theodore I	642–649			649	wikidata	OK died only
74	75	St. Martin I	649–655		598	655	wikidata	OK
75	76	St. Eugene I	655–657			657	wikidata	OK died only
76	77	St. Vitalian	657–672		600	672	wikidata	OK
77	78	Adeodatus (II)	672–676			676	wikidata	OK died only
78	79	Donus	676–678			678	wikidata	OK died only
79	80	St. Agatho	678–681		574	681	wikidata	OK
80	81	St. Leo II	682–683		611	683	wikidata	OK
81	82	St. Benedict II	684–685		635	685	wikidata	OK
82	83	John V	685–686		635	686	wikidata	OK
83	84	Conon	686–687		630	687	wikidata	OK
84	85	St. Sergius I	687–701		650	701	wikidata	OK
85	86	John VI	701–705		655	705	wikidata	OK
86	87	John VII	705–707		650	707	wikidata	OK
87	88	Sisinnius	708–708		650	708	wikidata	OK
88	89	Constantine	708–715			715	wikidata	OK died only
89	90	St. Gregory II	715–731		669	731	wikidata	OK
90	91	St. Gregory III	731–741			741	wikidata	OK died only
91	92	St. Zachary	741–752		679	752	wikidata	OK
92	93	Stephen II (III)	752–757		714	757	wikidata	OK
93	94	St. Paul I	757–767		700	767	wikidata	OK
94	95	Stephen III (IV)	767–772		720	772	wikidata	OK
95	96	Adrian I	772–795		700	795	wikidata	OK
96	97	St. Leo III	795–816		750	816	wikidata	OK
97	98	Stephen IV (V)	816–817		770	817	wikidata	OK
98	99	St. Paschal I	817–824		775	824	wikidata	OK
99	100	Eugene II	824–827		780	827	wikidata	OK
100	101	Valentine	827–827		780	827	wikidata	OK
101	102	Gregory IV	827–844		795	844	wikidata	OK
102	103	Sergius II	844–847		790	847	wikidata	OK
103	104	St. Leo IV	847–855		790	855	wikidata	OK
104	105	Benedict III	855–858		810	858	wikidata	OK
105	106	St. Nicholas I	858–867		820	867	wikidata	OK
106	107	Adrian II	867–872		792	872	wikidata	OK
107	108	John VIII	872–882		820	882	wikidata	OK
108	109	Marinus I	882–884		830	884	wikidata	OK
109	110	St. Adrian III	884–885			885	wikidata	OK died only
110	111	Stephen V (VI)	885–891			891	wikidata	OK died only
111	112	Formosus	891–896		816	896	wikidata	OK
112	113	Boniface VI	896–896			896	wikidata	OK died only
113	114	Stephen VI (VII)	896–897			897	wikidata	OK died only
114	115	Romanus	897–897			897	wikidata	OK died only
115	116	Theodore II	897–897		840	897	wikidata	OK
116	117	John IX	898–900		840	900	wikidata	OK
117	118	Benedict IV	900–903			903	wikidata	OK died only
118	119	Leo V	903–903			905	wikidata	OK died only
119	120	Sergius III	904–911		860	911	wikidata	OK
120	121	Anastasius III	911–913			913	wikidata	OK died only
121	122	Lando	913–914			914	wikidata	OK died only
122	123	John X	914–928		860	929	wikidata	OK
123	124	Leo VI	928–928		880	928	wikidata	OK
124	125	Stephen VIII	929–931			931	wikidata	OK died only
125	126	John XI	931–935		910	936	wikidata	OK
126	127	Leo VII	936–939			939	wikidata	OK died only
127	128	Stephen IX	939–942			942	wikidata	OK died only
128	129	Marinus II	942–946			946	wikidata	OK died only
129	130	Agapetus II	946–955			955	wikidata	OK died only
130	131	John XII	955–963		937	964	wikidata	OK
131	132	Leo VIII	963–964		915	965	wikidata	OK
132	133	Benedict V	964–964		900	965	wikidata	OK
133	134	John XIII	965–972			972	wikidata	OK died only
134	135	Benedict VI	973–974			974	wikidata	OK died only
135	136	Benedict VII	974–983			983	wikidata	OK died only
136	137	John XIV	983–984			984	wikidata	OK died only
137	138	John XV	985–996			996	wikidata	OK died only
138	139	Gregory V	996–999	972-999	972	999	wikidata	OK
139	140	Sylvester II	999–1003	946-1003	938	1003	wikidata	OK wikidata over sheet 946-1003
140	141	John XVII	1003–1003			1003	wikidata	OK died only
141	142	John XVIII	1003–1009			1009	wikidata	OK died only
142	143	Sergius IV	1009–1012		970	1012	wikidata	OK
143	144	Benedict VIII	1012–1024		980	1024	wikidata	OK
144	145	John XIX	1024–1032		975	1032	wikidata	OK
145	146	Benedict IX	1032–1048			1055	wikidata	OK died only
146	147	Sylvester III	1045–1045		1000	1063	wikidata	OK
147	148	Gregory VI	1045–1046		1000	1048	wikidata	OK
148	149	Clement II	1046–1047		1005	1047	wikidata	OK
149	150	Damasus II	1048–1048		1000	1048	wikidata	OK
150	151	St. Leo IX	1049–1054		1002	1054	wikidata	OK
151	152	Victor II	1055–1057		1018	1057	wikidata	OK
152	153	Stephen X	1057–1058		1000	1058	wikidata	OK
153	154	Nicholas II	1058–1061			1061	wikidata	OK died only
154	155	Alexander II	1061–1073			1073	wikidata	OK died only
155	156	St. Gregory VII	1073–1085			1085	wikidata	OK died only
156	157	Blessed Victor III	1086–1087		1027	1087	wikidata	OK
157	158	Blessed Urban II	1088–1099		1035	1099	wikidata	OK
158	159	Paschal II	1099–1118			1118	wikidata	OK died only
159	160	Gelasius II	1118–1119		1060	1119	wikidata	OK
160	161	Callistus II	1119–1124		1065	1124	wikidata	OK
161	162	Honorius II	1124–1130			1130	wikidata	OK died only
162	163	Innocent II	1130–1143			1143	wikidata	OK died only
163	164	Celestine II	1143–1144			1144	wikidata	OK died only
164	165	Lucius II	1144–1145			1145	wikidata	OK died only
165	166	Blessed Eugene III	1145–1153			1153	wikidata	OK died only
166	167	Anastasius IV	1153–1154		1073	1154	wikidata	OK
167	168	Adrian IV	1154–1159			1159	wikidata	OK died only
168	169	Alexander III	1159–1181		1100	1181	wikidata	OK
169	170	Lucius III	1181–1185		1110	1185	wikidata	OK
170	171	Urban III	1185–1187			1187	wikidata	OK died only
171	172	Gregory VIII	1187–1187			1187	wikidata	OK died only
172	173	Clement III	1187–1191		1124	1191	wikidata	OK
173	174	Celestine III	1191–1198	1106-1198	1106	1198	wikidata	OK
174	175	Innocent III	1198–1216	1160/61-1216	1160	1216	wikidata	OK
175	176	Honorius III	1216–1227	1148-1227	1148	1227	wikidata	OK
176	177	Gregory IX	1227–1241	1170-1241	1170	1241	wikidata	OK
177	178	Celestine IV	1241–1241	???-1241		1241	wikidata	OK died only
178	179	Innocent IV	1243–1254	1195-1254	1195	1254	wikidata+sheet	OK
179	180	Alexander IV	1254–1261	1199-1261	1199	1261	wikidata+sheet	OK
180	181	Urban IV	1261–1264	1195-1264	1185	1264	wikidata	OK wikidata over sheet 1195-1264
181	182	Clement IV	1265–1268	1190-1268	1190	1268	wikidata	OK
182	183	Blessed Gregory X	1271–1276	1210-1276	1210	1276	wikidata	OK
183	184	Blessed Innocent V	1276–1276	1225-1276	1225	1276	wikidata	OK
184	185	Adrian V	1276–1276	???-1276	1205	1276	wikidata	OK
185	186	John XXI	1276–1277	1215-1277	1215	1277	wikidata	OK
186	187	Nicholas III	1277–1280	1210-1280	1210	1280	wikidata+sheet	OK
187	188	Martin IV	1281–1285	1210-1285	1220	1285	wikidata	OK wikidata over sheet 1210-1285
188	189	Honorius IV	1285–1287	1210-1287	1210	1287	wikidata	OK
189	190	Nicholas IV	1288–1292	1227-1292	1227	1292	wikidata	OK
190	191	St. Celestine V	1294–1294	1215-1296	1215	1296	wikidata	OK
191	192	Boniface VIII	1294–1303	1230-1303	1235	1303	wikidata	OK wikidata over sheet 1230-1303
192	193	Blessed Benedict XI	1303–1304	1240-1304	1240	1304	wikidata	OK
193	194	Clement V	1305–1314	1264-1314	1264	1314	wikidata	OK
194	195	John XXII	1316–1334	1244-1334	1244	1334	wikidata	OK
195	196	Benedict XII	1334–1342	1280-1342	1280	1342	wikidata	OK
196	197	Clement VI	1342–1352	1291-1352	1291	1352	wikidata	OK
197	198	Innocent VI	1352–1362	1282-1362	1282	1362	wikidata	OK
198	199	Blessed Urban V	1362–1370	1310-1370	1310	1370	wikidata	OK
199	200	Gregory XI	1370–1378	1330-1378	1329	1378	wikidata	OK
200	201	Urban VI	1378–1389	1318-1389	1318	1389	wikidata	OK
201	202	Boniface IX	1389–1404	1356-1404	1356	1404	wikidata	OK
202	203	Innocent VII	1404–1406	1336-1406	1339	1406	wikidata	OK wikidata over sheet 1336-1406
203	204	Gregory XII	1406–1415	1326-1417	1335	1417	wikidata	OK wikidata over sheet 1326-1417
204	205	Martin V	1417–1431	1368-1431	1369	1431	wikidata	OK
205	206	Eugene IV	1431–1447	1383-1447	1383	1447	wikidata	OK
206	207	Nicholas V	1447–1455	1397-1455	1397	1455	wikidata	OK
207	208	Callistus III	1455–1458	1378-1458	1379	1458	wikidata	OK
208	209	Pius II	1458–1464	1405-1464	1405	1464	wikidata	OK
209	210	Paul II	1464–1471	1417-1471	1417	1471	wikidata	OK
210	211	Sixtus IV	1471–1484	1414-1484	1414	1484	wikidata	OK
211	212	Innocent VIII	1484–1492	1432-1492	1432	1492	wikidata	OK
212	213	Alexander VI	1492–1503	1431-1503	1431	1503	wikidata	OK
213	214	Pius III	1503–1503	1439-1503	1439	1503	wikidata	OK
214	215	Julius II	1503–1513	1443-1513	1443	1513	wikidata	OK
215	216	Leo X	1513–1521	1475-1521	1475	1521	wikidata	OK
216	217	Adrian VI	1522–1523	1459-1523	1459	1523	wikidata	OK
217	218	Clement VII	1523–1534	1478-1534	1478	1534	wikidata	OK
218	219	Paul III	1534–1549	1468-1549	1468	1549	wikidata	OK
219	220	Julius III	1550–1555	1487-1555	1487	1555	wikidata	OK
220	221	Marcellus II	1555–1555	1501-1555	1501	1555	wikidata	OK
221	222	Paul IV	1555–1559	1476-1559	1476	1559	wikidata	OK
222	223	Pius IV	1559–1565	1499-1565	1499	1565	wikidata	OK
223	224	St. Pius V	1566–1572	1504-1572	1504	1572	wikidata	OK
224	225	Gregory XIII	1572–1585	1502-1585	1502	1585	wikidata	OK
225	226	Sixtus V	1585–1590	1521-1590	1521	1590	wikidata	OK
226	227	Urban VII	1590–1590	1521-1590	1521	1590	wikidata	OK
227	228	Gregory XIV	1590–1591	1535-1591	1535	1591	wikidata	OK
228	229	Innocent IX	1591–1591	1519-1591	1519	1591	wikidata	OK
229	230	Clement VIII	1592–1605	1536-1605	1536	1605	wikidata	OK
230	231	Leo XI	1605–1605	1535-1605	1535	1605	wikidata	OK
231	232	Paul V	1605–1621	1552-1621	1552	1621	wikidata	OK
232	233	Gregory XV	1621–1623	1554-1623	1554	1623	wikidata	OK
233	234	Urban VIII	1623–1644	1568-1644	1568	1644	wikidata	OK
234	235	Innocent X	1644–1655	1574-1655	1574	1655	wikidata	OK
235	236	Alexander VII	1655–1667	1599-1667	1599	1667	wikidata	OK
236	237	Clement IX	1667–1669	1600-1669	1600	1669	wikidata	OK
237	238	Clement X	1670–1676	1590-1676	1590	1676	wikidata	OK
238	239	Blessed Innocent XI	1676–1689	1611-1689	1611	1689	wikidata	OK
239	240	Alexander VIII	1689–1691	1610-1691	1610	1691	wikidata	OK
240	241	Innocent XII	1691–1700	1615-1700	1615	1700	wikidata	OK
241	242	Clement XI	1700–1721	1649-1721	1649	1721	wikidata	OK
242	243	Innocent XIII	1721–1724	1655-1724	1655	1724	wikidata	OK
243	244	Benedict XIII	1724–1730	1649-1730	1649	1730	wikidata	OK
244	245	Clement XII	1730–1740	1652-1740	1652	1740	wikidata	OK
245	246	Benedict XIV	1740–1758	1675-1758	1675	1758	wikidata	OK
246	247	Clement XIII	1758–1769	1693-1769	1693	1769	wikidata	OK
247	248	Clement XIV	1769–1774	1705-1774	1705	1774	wikidata	OK
248	249	Pius VI	1775–1799	1717-1799	1717	1799	wikidata	OK
249	250	Pius VII	1800–1823	1742-1823	1742	1823	wikidata	OK
250	251	Leo XII	1823–1829	1760-1829	1760	1829	wikidata	OK
251	252	Pius VIII	1829–1830	1761-1830	1761	1830	wikidata	OK
252	253	Gregory XVI	1831–1846	1765-1846	1765	1846	wikidata	OK
253	254	Blessed Pius IX	1846–1878	1792-1878	1792	1878	wikidata	OK
254	255	Leo XIII	1878–1903	1810-1903	1810	1903	wikidata	OK
255	256	St. Pius X	1903–1914	1835-1914	1835	1914	wikidata	OK
256	257	Benedict XV	1914–1922	1854-1922	1854	1922	wikidata	OK
257	258	Pius XI	1922–1939	1857-1939	1857	1939	wikidata	OK
258	259	Pius XII	1939–1958	1876-1958	1876	1958	wikidata	OK
259	260	St. John XXIII	1958–1963	1881-1963	1881	1963	wikidata	OK
260	261	Paul VI	1963–1978	1897-1978	1897	1978	wikidata	OK
261	262	John Paul I	1978–1978	1912-1978	1912	1978	wikidata	OK
262	263	St. John Paul II	1978–2005	1920-2005	1920	2005	wikidata	OK
263	264	Benedict XVI	2005–2013	1927-2022	1927	2022	wikidata	OK
264	265	Francis	2013–2025	1936-Present	1936	2025	wikidata	OK
265	266	Egbert	802–839	775-839	771	839	wikidata	OK wikidata over sheet 775-839
266	267	Aethelwulf	839–856	795-858	795	858	wikidata+sheet	OK
267	268	Aethelbald	856–860	834-860	835	860	wikidata	OK
268	269	Aethelberht	860–865	836-865	836	865	wikidata	OK
269	270	Aethelred I	865–871	844-871	837	871	wikidata	OK wikidata over sheet 844-871
270	271	Alfred the Great	871–899	849-899	849	899	wikidata	OK
271	272	Edward the Elder	899–924	874-924	874	924	wikidata	OK
272	273	Athelstan	925–939	894-939	895	939	wikidata	OK
273	274	Edmund I	939–946	921-946	920	946	wikidata	OK
274	275	Eadred	946–955	923-955	923	955	wikidata	OK
275	276	Eadwig	955–959	940-959	940	959	wikidata	OK
276	277	Edgar	959–975	943-975	943	975	wikidata	OK
277	278	Edward the Martyr	975–978	962-978	963	978	wikidata	OK
278	279	Ethelred II the Unready	978–1016	968-1016	967	1016	wikidata	OK
279	280	Sweyn Forkbeard	1013–1014	960-1014	963	1014	wikidata	OK wikidata over sheet 960-1014
280	281	Edmund II Ironside	1016–1016	990-1016	988	1016	wikidata	OK wikidata over sheet 990-1016
281	282	Canute	1016–1035	995-1035	994	1035	wikidata	OK
282	283	Harold I Harefoot	1035–1040	1015-1040	1016	1040	wikidata	OK
283	284	Hardecanute	1040–1042	1018-1042	1018	1042	wikidata	OK
284	285	Edward the Confessor	1042–1066	1003-1066	1003	1066	wikidata+sheet	OK
285	286	Harold II	1066–1066	1022-1066	1022	1066	wikidata	OK
286	287	William I the Conqueror	1066–1087	1028-1087	1028	1087	wikidata	OK
287	288	William II	1087–1100	1056-1100	1060	1100	wikidata	OK wikidata over sheet 1056-1100
288	289	Henry I of England	1100–1135	1068-1135	1068	1135	wikidata	OK
289	290	Stephen	1135–1154	1096-1154	1095	1154	wikidata	OK
290	291	Henry II Plantagenet	1154–1189	1133-1189	1133	1189	wikidata	OK
291	292	Richard I	1189–1199	1157-1199	1157	1199	wikidata	OK
292	293	John	1199–1216	1166-1216	1166	1216	wikidata	OK
293	294	Henry III	1216–1272	1207-1272	1207	1272	wikidata	OK
294	295	Edward I	1272–1307	1239-1307	1239	1307	wikidata	OK
295	296	Edward II	1307–1327	1284-1327	1284	1327	wikidata	OK
296	297	Edward III	1327–1377	1312-1377	1312	1377	wikidata	OK
297	298	Richard II	1377–1399	1367-1400	1367	1400	wikidata	OK
298	299	Henry IV	1399–1413	1367-1413	1367	1413	wikidata	OK
299	300	Henry V	1413–1422	1386-1422	1386	1422	wikidata	OK
300	301	Henry VI	1422–1471	1421-1471	1421	1471	wikidata	OK
301	302	Edward IV	1461–1483	1442-1483	1442	1483	wikidata	OK
302	303	Edward V	1483–1483	1470-1483	1470	1483	wikidata	OK
303	304	Richard III	1483–1485	1452-1485	1452	1485	wikidata	OK
304	305	Henry VII	1485–1509	1457-1509	1457	1509	wikidata	OK
305	306	Henry VIII	1509–1547	1491-1547	1491	1547	wikidata	OK
306	307	Edward VI	1547–1553	1537-1553	1537	1553	wikidata	OK
307	308	Mary I	1553–1558	1516-1558	1516	1558	wikidata	OK
308	309	Elizabeth I	1558–1603	1533-1603	1533	1603	wikidata	OK
309	310	James I	1567–1625	1566-1625	1566	1625	wikidata	OK
310	311	Charles I	1625–1649	1600-1649	1600	1649	wikidata	OK
311	312	Charles II	1649–1685	1630-1685	1630	1685	wikidata	OK
312	313	James II	1685–1688	1633-1701	1633	1701	wikidata	OK
313	314	William III and Mary II	1689–1702	1650-1702	1650	1702	wikidata	OK
314	315	Anne	1702–1714	1665-1714	1665	1714	wikidata	OK
315	316	George I	1714–1727	1660-1727	1660	1727	wikidata	OK
316	317	George II	1727–1760	1683-1760	1683	1760	wikidata	OK
317	318	George III	1760–1820	1738-1820	1738	1820	wikidata	OK
318	319	George IV	1820–1830	1762-1830	1762	1830	wikidata	OK
319	320	William IV	1830–1837	1765-1837	1765	1837	wikidata	OK
320	321	Victoria	1837–1901	1819-1901	1819	1901	wikidata	OK
321	322	Edward VII	1901–1910	1841-1910	1841	1910	wikidata	OK
322	323	George V	1910–1936	1865-1936	1865	1936	wikidata	OK
323	324	Edward VIII	1936–1936	1894-1972	1894	1972	wikidata	OK
324	325	George VI	1936–1952	1895-1952	1895	1952	wikidata	OK
325	326	Elizabeth II	1952–2022	1926-2022	1926	2022	wikidata	OK
326	327	Charles III	2022–2025	1948-	1948		wikidata	OK born only
327	328	George Washington	1789–1797	1732-1799	1732	1799	wikidata	OK
328	329	John Adams	1797–1801	1735-1826	1735	1826	wikidata	OK
329	330	Thomas Jefferson	1801–1809	1743-1826	1743	1826	wikidata	OK
330	331	James Madison	1809–1817	1751-1836	1751	1836	wikidata	OK
331	332	James Monroe	1817–1825	1758-1831	1758	1831	wikidata	OK
332	333	John Quincy Adams	1825–1829	1767-1848	1767	1848	wikidata	OK
333	334	Andrew Jackson	1829–1837	1767-1845	1767	1845	wikidata	OK
334	335	Martin Van Buren	1837–1841	1782-1862	1782	1862	wikidata	OK
335	336	William Henry Harrison	1841–1841	1773-1841	1773	1841	wikidata	OK
336	337	John Tyler	1841–1845	1790-1862	1790	1862	wikidata	OK
337	338	James K. Polk	1845–1849	1795-1849	1795	1849	wikidata	OK
338	339	Zachary Taylor	1849–1850	1784-1850	1784	1850	wikidata	OK
339	340	Millard Fillmore	1850–1853	1800-1874	1800	1874	wikidata	OK
340	341	Franklin Pierce	1853–1857	1804-1869	1804	1869	wikidata	OK
341	342	James Buchanan	1857–1861	1791-1868	1791	1868	wikidata	OK
342	343	Abraham Lincoln	1861–1865	1809-1865	1809	1865	wikidata	OK
343	344	Andrew Johnson	1865–1869	1808-1875	1808	1875	wikidata	OK
344	345	Ulysses S. Grant	1869–1877	1822-1885	1822	1885	wikidata	OK
345	346	Rutherford Birchard Hayes	1877–1881	1822-1893	1822	1893	wikidata	OK
346	347	James A. Garfield	1881–1881	1831-1881	1831	1881	wikidata	OK
347	348	Chester A. Arthur	1881–1885	1829-1886	1829	1886	wikidata	OK
348	349	Grover Cleveland	1885–1897	1837-1908	1837	1908	wikidata	OK
349	350	Benjamin Harrison	1889–1893	1833-1901	1833	1901	wikidata	OK
350	351	William McKinley	1897–1901	1843-1901	1843	1901	wikidata	OK
351	352	Theodore Roosevelt	1901–1909	1858-1919	1858	1919	wikidata	OK
352	353	William H. Taft	1909–1913	1857-1930	1857	1930	wikidata	OK
353	354	Woodrow Wilson	1913–1921	1856-1924	1856	1924	wikidata	OK
354	355	Warren G. Harding	1921–1923	1865-1923	1865	1923	wikidata	OK
355	356	Calvin Coolidge	1923–1929	1872-1933	1872	1933	wikidata	OK
356	357	Herbert Hoover	1929–1933	1874-1964	1874	1964	wikidata	OK
357	358	Franklin D. Roosevelt	1933–1945	1882-1945	1882	1945	wikidata	OK
358	359	Harry S. Truman	1945–1953	1884-1972	1884	1972	wikidata	OK
359	360	Dwight D. Eisenhower	1953–1961	1890-1969	1890	1969	wikidata	OK
360	361	John F. Kennedy	1961–1963	1917-1963	1917	1963	wikidata	OK
361	362	Lyndon B. Johnson	1963–1969	1908-1973	1908	1973	wikidata	OK
362	363	Richard M. Nixon	1969–1974	1913-1994	1913	1994	wikidata	OK
363	364	Gerald R. Ford	1974–1977	1913-2006	1913	2006	wikidata	OK
364	365	Jimmy Carter	1977–1981	1924-	1924	2024	wikidata	OK
365	366	Ronald Reagan	1981–1989	1911-2004	1911	2004	wikidata	OK
366	367	George Bush	1989–1993	1924-2018	1924	2018	wikidata	OK
367	368	Bill Clinton	1993–2001	1946-	1946		wikidata	OK born only
368	369	George W. Bush	2001–2009	1946-	1946		wikidata	OK born only
369	370	Barack Obama	2009–2017	1961-	1961		wikidata	OK born only
370	371	Donald J. Trump	2017–2029	1946-	1946		wikidata	OK born only
371	372	Joseph R. Biden	2021–2025	1942-	1942		wikidata	OK born only
372	373	Robert Walpole	1721–1742	1676-1745	1676	1745	wikidata	OK
373	374	Spencer Compton	1742–1743	1673-1743	1674	1743	wikidata	OK
374	375	Henry Pelham	1743–1754	1694-1754	1694	1754	wikidata	OK
375	376	Thomas Pelham-Holles	1754–1762	1693-1768	1693	1768	wikidata	OK
376	377	William Cavendish	1756–1757	1720-1764	1720	1764	wikidata	OK
377	378	John Stuart	1762–1763	1713-1792	1713	1792	wikidata	OK
378	379	George Grenville	1763–1765	1712-1770	1712	1770	wikidata	OK
379	380	Charles Watson Wentworth	1765–1782	1730-1782	1730	1782	wikidata	OK
380	381	William Pitt, the Elder	1766–1768	1708-1778	1708	1778	wikidata	OK
381	382	Augustus Henry Fitzroy	1768–1770	1735-1811	1735	1811	wikidata	OK
382	383	Frederick North	1770–1782	1732-1792	1732	1792	wikidata	OK
383	384	William Petty-Fitzmaurice	1782–1783	1737-1805	1737	1805	wikidata	OK
384	385	William Henry Cavendish-Bentinck	1783–1809	1738-1809	1738	1809	wikidata	OK
385	386	William Pitt, the Younger	1783–1806	1759-1806	1759	1806	wikidata	OK
386	387	Henry Addington	1801–1804	1757-1844	1757	1844	wikidata	OK
387	388	William Wyndham Grenville	1806–1807	1759-1834	1759	1834	wikidata	OK
388	389	Spencer Perceval	1809–1812	1762-1812	1762	1812	wikidata	OK
389	390	Robert Banks Jenkinson	1812–1827	1770-1828	1770	1828	wikidata	OK
390	391	George Canning	1827–1827	1770-1827	1770	1827	wikidata	OK
391	392	Frederick John Robinson	1827–1828	1782-1859	1782	1859	wikidata	OK
392	393	Arthur Wellesley	1828–1834	1769-1852	1769	1852	wikidata	OK
393	394	Charles Grey	1830–1834	1764-1845	1764	1845	wikidata	OK
394	395	William Lamb	1834–1841	1779-1848	1779	1848	wikidata	OK
395	396	Robert Peel	1834–1846	1788-1850	1788	1850	wikidata	OK
396	397	John Russell	1846–1866	1792-1878	1792	1878	wikidata	OK
397	398	Edward Geoffrey Stanley	1852–1868	1799-1869	1799	1869	wikidata	OK
398	399	George Hamilton-Gordon	1852–1855	1784-1860	1784	1860	wikidata	OK
399	400	Henry John Temple	1855–1865		1784	1865	wikidata	OK
400	401	Benjamin Disraeli	1868–1880	1804-1881	1804	1881	wikidata	OK
401	402	William Ewart Gladstone	1868–1894	1809-1898	1809	1898	wikidata	OK
402	403	Robert Cecil	1885–1902	1830-1903	1830	1903	wikidata	OK
403	404	Archibald Philip Primrose	1894–1895	1847-1929	1847	1929	wikidata	OK
435	405	Arthur James Balfour	1902–1905	1848-1930	1848	1930	wikidata	OK
404	406	Henry Campbell-Bannerman	1905–1908	1836-1908	1836	1908	wikidata	OK
405	407	H.H. Asquith	1908–1916	1852-1928	1852	1928	wikidata	OK
406	408	David Lloyd George	1916–1922	1863-1945	1863	1945	wikidata	OK
407	409	Andrew Bonar Law	1922–1923	1858-1923	1858	1923	wikidata	OK
408	410	Stanley Baldwin	1923–1937	1867-1947	1867	1947	wikidata	OK
409	411	Ramsay Macdonald	1924–1935	1866-1937	1866	1937	wikidata	OK
410	412	Neville Chamberlain	1937–1940	1869-1940	1869	1940	wikidata	OK
411	413	Winston Churchill	1940–1955	1874-1965	1874	1965	wikidata	OK
412	414	Clement Attlee	1945–1951	1883-1967	1883	1967	wikidata	OK
413	415	Anthony Eden	1955–1957	1897-1977	1897	1977	wikidata	OK
414	416	Harold Macmillan	1957–1963	1894-1986	1894	1986	wikidata	OK
415	417	Alec Douglas-Home	1963–1964	1903-1995	1903	1995	wikidata	OK
