Year,,_1,Year_link,_link,_1_link,Source_Table,Western consul,Eastern consul,Western consul_link,Eastern consul_link
324,Flavius Julius Crispus Caesar III,Flavius Claudius Constantinus Caesar III,,https://en.wikipedia.org/wiki/Crispus,https://en.wikipedia.org/wiki/Constantine_II_(emperor),Table_10,,,,
325,Valerius Proculus (January–May)[201],Sex. Anicius Paulinus,,https://en.wikipedia.org#cite_note-201,https://en.wikipedia.org/wiki/Sextus_Anicius_Paulinus,Table_10,,,,
suff.,Julius Julianus (May–December)[202],,,https://en.wikipedia.org/wiki/Julius_Julianus,,Table_10,,,,
326,Flavius Valerius Constantinus Augustus VII,Flavius Julius Constantius Caesar,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Constantius_II,Table_10,,,,
327,Flavius Constantius[203],Valerius Maximus,,https://en.wikipedia.org#cite_note-Fl-203,https://en.wikipedia.org/wiki/Valerius_Maximus_(praetorian_prefect),Table_10,,,,
328,Flavius Januarinus[203],Vettius Justus,,https://en.wikipedia.org#cite_note-Fl-203,,Table_10,,,,
329,Flavius Valerius Constantinus Augustus VIII,Flavius Claudius Constantinus Caesar IV,,https://en.wikipedia.org/wiki/Constantine_the_Great,https://en.wikipedia.org/wiki/Constantine_II_(emperor),Table_10,,,,
330,Gallicanus,Aurelius Valerius Symmachus Tullianus,,https://en.wikipedia.org/wiki/Flavius_Gallicanus,https://en.wikipedia.org/wiki/Aurelius_Valerius_Symmachus_Tullianus,Table_10,,,,
331,Junius Bassus,Ablabius,,https://en.wikipedia.org/wiki/Junius_Bassus_(consul),https://en.wikipedia.org/wiki/Ablabius_(consul),Table_10,,,,
332,L. Papius Pacatianus,Mecilius Hilarianus,,https://en.wikipedia.org/wiki/Pacatian_(Roman_governor),https://en.wikipedia.org/wiki/Mecilius_Hilarianus,Table_10,,,,
333,Flavius Dalmatius[203],Domitius Zenofilus,,https://en.wikipedia.org/wiki/Flavius_Dalmatius,https://en.wikipedia.org/wiki/Domitius_Zenofilus,Table_10,,,,
334,Optatus,Amnius Manius Caesonius Nicomachus Anicius Paulinus,,https://en.wikipedia.org/wiki/Flavius_Optatus,https://en.wikipedia.org/wiki/Amnius_Manius_Caesonius_Nicomachus_Anicius_Paulinus,Table_10,,,,
335,Julius Constantius[204],Ceionius Rufius Albinus,,https://en.wikipedia.org/wiki/Julius_Constantius,https://en.wikipedia.org/wiki/Ceionius_Rufius_Albinus,Table_10,,,,
336,Nepotianus,Tettius Facundus,,,,Table_10,,,,
337,Felicianus,Fabius Titianus,,https://en.wikipedia.org/wiki/Felicianus_(consul),https://en.wikipedia.org/wiki/Fabius_Titianus,Table_10,,,,
338,Ursus,Polemius,,,https://en.wikipedia.org/wiki/Julius_Valerius_Alexander_Polemius,Table_10,,,,
339,Flavius Julius Constantius Augustus II,Flavius Julius Constans Augustus,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constans,Table_10,,,,
340,Septimius Acindynus,L. Aradius Valerius Proculus,,https://en.wikipedia.org/wiki/Septimius_Acindynus,https://en.wikipedia.org/wiki/Lucius_Aradius_Valerius_Proculus,Table_10,,,,
341,Antonius Marcellinus,Petronius Probinus,,,https://en.wikipedia.org/wiki/Petronius_Probinus_(consul_341),Table_10,,,,
342,Flavius Julius Constantius Augustus III,Flavius Julius Constans Augustus II,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constans,Table_10,,,,
343,M. Maecius Memmius Furius Baburius Caecilianus Placidus,Romulus,,https://en.wikipedia.org/wiki/Marcus_Maecius_Memmius_Furius_Baburius_Caecilianus_Placidus,https://en.wikipedia.org/wiki/Flavius_Romulus_(consul),Table_10,,,,
344,Domitius Leontius,(a) Bonosus[205],,https://en.wikipedia.org/wiki/Domitius_Leontius,https://en.wikipedia.org#cite_note-205,Table_10,,,,
(b) Julius Sallustius,,,,,,Table_10,,,,
345,Amantius,M. Nummius Albinus,,,,Table_10,,,,
346,Flavius Julius Constantius Augustus IV,Flavius Julius Constans Augustus III,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constans,Table_10,,,,
347,Vulcacius Rufinus,Eusebius,,https://en.wikipedia.org/wiki/Vulcacius_Rufinus,https://en.wikipedia.org/wiki/Eusebius_(consul_347),Table_10,,,,
348,Philippus,Salia,,https://en.wikipedia.org/wiki/Philippus_(consul_348),https://en.wikipedia.org/wiki/Flavius_Salia,Table_10,,,,
349,Ulpius Limenius,Aconius Catullinus,,https://en.wikipedia.org/wiki/Ulpius_Limenius,https://en.wikipedia.org/wiki/Aconius_Catullinus_Philomatius,Table_10,,,,
350,Sergius,Nigrinianus,,,,Table_10,,,,
351,West: Magnus Magnentius Augustus,Gaiso,,https://en.wikipedia.org/wiki/Magnentius,,Table_10,,,,
East: post consulatum Sergii et Nigriniani,,,,,,Table_10,,,,
352,West: Magnus Decentius Caesar,Paulus,,https://en.wikipedia.org/wiki/Decentius,,Table_10,,,,
East: Flavius Julius Constantius Augustus V,Flavius Claudius Constantius Caesar,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constantius_Gallus,,Table_10,,,,
353,Flavius Julius Constantius Augustus VI,Flavius Claudius Constantius Caesar II,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constantius_Gallus,Table_10,,,,
354,Flavius Julius Constantius Augustus VII,Flavius Claudius Constantius Caesar III,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Constantius_Gallus,Table_10,,,,
355,Arbitio,Q. Flavius Maesius Egnatius Lollianus,,https://en.wikipedia.org/wiki/Arbitio,https://en.wikipedia.org/wiki/Quintus_Flavius_Maesius_Egnatius_Lollianus_Mavortius,Table_10,,,,
356,Flavius Julius Constantius Augustus VIII,Flavius Claudius Julianus Caesar,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Julian_(emperor),Table_10,,,,
357,Flavius Julius Constantius Augustus IX,Flavius Claudius Julianus Caesar II,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Julian_(emperor),Table_10,,,,
358,Censorius Datianus,Neratius Cerealis,,https://en.wikipedia.org/wiki/Censorius_Datianus,https://en.wikipedia.org/wiki/Neratius_Cerealis,Table_10,,,,
359,Eusebius,Hypatius,,https://en.wikipedia.org/wiki/Eusebius_(consul_359),https://en.wikipedia.org/wiki/Hypatius_(consul_359),Table_10,,,,
360,Flavius Julius Constantius Augustus X,Flavius Claudius Julianus Caesar III,,https://en.wikipedia.org/wiki/Constantius_II,https://en.wikipedia.org/wiki/Julian_(emperor),Table_10,,,,
361,Taurus,Florentius,,https://en.wikipedia.org/wiki/Taurus_(consul_361),https://en.wikipedia.org/wiki/Florentius_(consul_361),Table_10,,,,
362,Claudius Mamertinus,Nevitta,,https://en.wikipedia.org/wiki/Claudius_Mamertinus,https://en.wikipedia.org/wiki/Nevitta,Table_10,,,,
363,Flavius Claudius Julianus Augustus IV,Sallustius,,https://en.wikipedia.org/wiki/Julian_(emperor),https://en.wikipedia.org/wiki/Flavius_Sallustius,Table_10,,,,
364,Jovianus Augustus,Varronianus,,https://en.wikipedia.org/wiki/Jovian_(emperor),https://en.wikipedia.org/wiki/Varronianus_(son_of_Jovian),Table_10,,,,
365,Valentinianus Augustus,Valens Augustus,,https://en.wikipedia.org/wiki/Valentinian_I,https://en.wikipedia.org/wiki/Valens,Table_10,,,,
366,Gratianus,Dagalaifus,,https://en.wikipedia.org/wiki/Gratian,https://en.wikipedia.org/wiki/Dagalaifus_(magister_equitum),Table_10,,,,
367,Lupicinus,Jovinus,,https://en.wikipedia.org/wiki/Lupicinus_(magister_equitum),https://en.wikipedia.org/wiki/Jovinus_(consul),Table_10,,,,
368,Valentinianus Augustus II,Valens Augustus II,,https://en.wikipedia.org/wiki/Valentinian_I,https://en.wikipedia.org/wiki/Valens,Table_10,,,,
369,Valentinianus (Galates),Victor,,https://en.wikipedia.org/wiki/Valentinianus_Galates,https://en.wikipedia.org/wiki/Victor_(magister_equitum),Table_10,,,,
370,Valentinianus Augustus III,Valens Augustus III,,https://en.wikipedia.org/wiki/Valentinian_I,https://en.wikipedia.org/wiki/Valens,Table_10,,,,
371,Gratianus Augustus II,Sex. Claudius Petronius Probus,,https://en.wikipedia.org/wiki/Gratian,https://en.wikipedia.org/wiki/Sextus_Claudius_Petronius_Probus,Table_10,,,,
372,Domitius Modestus,Arintheus,,https://en.wikipedia.org/wiki/Domitius_Modestus,https://en.wikipedia.org/wiki/Arintheus,Table_10,,,,
373,Valentinianus Augustus IV,Valens Augustus IV,,https://en.wikipedia.org/wiki/Valentinian_I,https://en.wikipedia.org/wiki/Valens,Table_10,,,,
374,Gratianus Augustus III,Equitius,,https://en.wikipedia.org/wiki/Gratian,https://en.wikipedia.org/wiki/Equitius_(consul),Table_10,,,,
375,post consulatum Gratiani Augusti III et Equitii,,,,,Table_10,,,,
376,Valens Augustus V,Valentinianus (junior) Augustus,,https://en.wikipedia.org/wiki/Valens,https://en.wikipedia.org/wiki/Valentinian_II,Table_10,,,,
377,Gratianus Augustus IV,Merobaudes,,https://en.wikipedia.org/wiki/Gratian,https://en.wikipedia.org/wiki/Merobaudes_(magister_peditum),Table_10,,,,
378,Valens Augustus VI,Valentinianus (junior) Augustus II,,https://en.wikipedia.org/wiki/Valens,https://en.wikipedia.org/wiki/Valentinian_II,Table_10,,,,
379,Decimius Magnus Ausonius,Q. Clodius Hermogenianus Olybrius,,https://en.wikipedia.org/wiki/Decimius_Magnus_Ausonius,https://en.wikipedia.org/wiki/Quintus_Clodius_Hermogenianus_Olybrius,Table_10,,,,
380,Gratianus Augustus V,Theodosius Augustus,,https://en.wikipedia.org/wiki/Gratian,https://en.wikipedia.org/wiki/Theodosius_I,Table_10,,,,
381,Syagrius (western),Eucherius (eastern),,https://en.wikipedia.org/wiki/Syagrius_(consul_381),https://en.wikipedia.org/wiki/Flavius_Julius_Eucherius,Table_10,,,,
382,Claudius Antonius,Afranius Syagrius,,https://en.wikipedia.org/wiki/Claudius_Antonius,https://en.wikipedia.org/wiki/Afranius_Syagrius,Table_10,,,,
383,Merobaudes II,Saturninus,,https://en.wikipedia.org/wiki/Merobaudes_(magister_peditum),https://en.wikipedia.org/wiki/Saturninus_(magister_militum),Table_10,,,,
384,Ricomer,Clearchus,,https://en.wikipedia.org/wiki/Ricomer,https://en.wikipedia.org/wiki/Clearchus_(consul),Table_10,,,,
Gaul: Magnus Maximus Augustus,,,https://en.wikipedia.org/wiki/Magnus_Maximus,,,Table_10,,,,
385,Arcadius Augustus,Bauto,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Bauto,Table_10,,,,
386,Honorius,Euodius,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Euodius,Table_10,,,,
387,Valentinianus Augustus III,Eutropius,,https://en.wikipedia.org/wiki/Valentinian_II,https://en.wikipedia.org/wiki/Eutropius_(historian),Table_10,,,,
388,West: Merobaudes III? (until 10 January?)[206],Unknown colleague?,,https://en.wikipedia.org/wiki/Merobaudes_(magister_peditum),,Table_10,,,,
West: Magnus Maximus Augustus II,,,https://en.wikipedia.org/wiki/Magnus_Maximus,,,Table_10,,,,
East: Theodosius Augustus II,Maternus Cynegius,,https://en.wikipedia.org/wiki/Theodosius_I,https://en.wikipedia.org/wiki/Maternus_Cynegius,,Table_10,,,,
389,Timasius,Promotus,,https://en.wikipedia.org/wiki/Timasius,https://en.wikipedia.org/wiki/Promotus,Table_10,,,,
390,Valentinianus Augustus IV,Neoterius,,https://en.wikipedia.org/wiki/Valentinian_II,https://en.wikipedia.org/wiki/Neoterius,Table_10,,,,
391,Eutolmius Tatianus,Q. Aurelius Symmachus,,https://en.wikipedia.org/wiki/Eutolmius_Tatianus,https://en.wikipedia.org/wiki/Quintus_Aurelius_Symmachus_Eusebius,Table_10,,,,
392,Arcadius Augustus II,Rufinus,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Rufinus_(consul_392),Table_10,,,,
393,Theodosius Augustus III,West: Eugenius Augustus,,https://en.wikipedia.org/wiki/Theodosius_I,https://en.wikipedia.org/wiki/Eugenius,Table_10,,,,
East: Abundantius,,,https://en.wikipedia.org/wiki/Abundantius_(consul),,,Table_10,,,,
394,West: Virius Nicomachus Flavianus,,,https://en.wikipedia.org/wiki/Virius_Nicomachus_Flavianus,,Table_10,,,,
East: Arcadius Augustus III,Honorius Augustus II,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Honorius_(emperor),,Table_10,,,,
395,Anicius Hermogenianus Olybrius,Anicius Probinus,,https://en.wikipedia.org/wiki/Anicius_Hermogenianus_Olybrius,https://en.wikipedia.org/wiki/Anicius_Probinus,Table_10,,,,
Year,,,,,,Table_11,,,,
396,Arcadius Augustus IV,Honorius Augustus III,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Honorius_(emperor),Table_11,,,,
397,Caesarius,Nonius Atticus,,https://en.wikipedia.org/wiki/Caesarius_(consul),https://en.wikipedia.org/wiki/Nonius_Atticus,Table_11,,,,
398,Honorius Augustus IV,Eutychianus,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Eutychianus_(consul_398),Table_11,,,,
399,Mallius Theodorus (western),"Eutropius (East only, until August)",,https://en.wikipedia.org/wiki/Flavius_Mallius_Theodorus,https://en.wikipedia.org/wiki/Eutropius_(consul_399),Table_11,,,,
400,Stilicho,Aurelianus (East only),,https://en.wikipedia.org/wiki/Stilicho,https://en.wikipedia.org/wiki/Aurelianus_(consul_400),Table_11,,,,
401,Vincentius,Fravitta,,,https://en.wikipedia.org/wiki/Fravitta,Table_11,,,,
402,Arcadius Augustus V,Honorius Augustus V,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Honorius_(emperor),Table_11,,,,
403,Theodosius Augustus,Rumoridus,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Rumoridus,Table_11,,,,
404,Honorius Augustus VI,Aristaenetus (East only),,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Aristaenetus_(consul),Table_11,,,,
405,Stilicho II,Anthemius (East only),,https://en.wikipedia.org/wiki/Stilicho,https://en.wikipedia.org/wiki/Anthemius_(praetorian_prefect),Table_11,,,,
406,Arcadius Augustus VI,Anicius Petronius Probus,,https://en.wikipedia.org/wiki/Arcadius,https://en.wikipedia.org/wiki/Anicius_Petronius_Probus,Table_11,,,,
407,Honorius Augustus VII,Theodosius Augustus II,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
408,Anicius Auchenius Bassus,Philippus,,https://en.wikipedia.org/wiki/Anicius_Auchenius_Bassus_(consul_408),,Table_11,,,,
409,Honorius Augustus VIII,Theodosius Augustus III,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
Gaul: Fl. Claudius Constantinus Augustus,,,https://en.wikipedia.org/wiki/Constantine_III_(Western_Roman_emperor),,,Table_11,,,,
410,Varanes (under Honorius and Theodosius II),,,https://en.wikipedia.org/wiki/Varanes_(consul_410),,Table_11,,,,
Tertullus (under Priscus Attalus),,,https://en.wikipedia.org/wiki/Priscus_Attalus,,,Table_11,,,,
411,Theodosius Augustus IV,,,https://en.wikipedia.org/wiki/Theodosius_II,,Table_11,,,,
412,Honorius Augustus IX,Theodosius Augustus V,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
413,Heraclianus,Lucius,,https://en.wikipedia.org/wiki/Heraclianus,https://en.wikipedia.org/wiki/Lucius_(consul_413),Table_11,,,,
414,Constantius,Constans,,https://en.wikipedia.org/wiki/Constantius_III,https://en.wikipedia.org/wiki/Constans_(consul_414),Table_11,,,,
415,Honorius Augustus X,Theodosius Augustus VI,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
416,Theodosius Augustus VII,Junius Quartus Palladius,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Junius_Quartus_Palladius,Table_11,,,,
417,Honorius Augustus XI,Constantius II,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Constantius_III,Table_11,,,,
418,Honorius Augustus XII,Theodosius Augustus VIII,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
419,Monaxius,Plinta,,https://en.wikipedia.org/wiki/Monaxius,https://en.wikipedia.org/wiki/Plinta,Table_11,,,,
420,Theodosius Augustus IX,Constantius III,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Constantius_III,Table_11,,,,
421,Agricola (western),Eustathius (eastern),,https://en.wikipedia.org/wiki/Agricola_(consul_421),https://en.wikipedia.org/wiki/Eustathius_(consul),Table_11,,,,
422,Honorius Augustus XIII,Theodosius Augustus X,,https://en.wikipedia.org/wiki/Honorius_(emperor),https://en.wikipedia.org/wiki/Theodosius_II,Table_11,,,,
423,Avitus Marinianus (western),Asclepiodotus (eastern),,https://en.wikipedia.org/wiki/Avitus_Marinianus,https://en.wikipedia.org/wiki/Asclepiodotus_(consul_423),Table_11,,,,
424,Castinus (West only),Victor (East only),,https://en.wikipedia.org/wiki/Castinus,,Table_11,,,,
425,West: Johannes Augustus,,,https://en.wikipedia.org/wiki/Joannes,,Table_11,,,,
East: Theodosius Augustus XI,Placidus Valentinianus Caesar,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Valentinian_III,,Table_11,,,,
426,Theodosius Augustus XII,Placidus Valentinianus Augustus II,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Valentinian_III,Table_11,,,,
427,Hierius,Ardabur,,https://en.wikipedia.org/wiki/Hierius_(consul),https://en.wikipedia.org/wiki/Ardabur_(consul_427),Table_11,,,,
428,Felix,Taurus,,https://en.wikipedia.org/wiki/Felix_(consul_428),https://en.wikipedia.org/wiki/Taurus_(consul_428),Table_11,,,,
429,Florentius,Dionysius,,https://en.wikipedia.org/wiki/Florentius_(consul_429),https://en.wikipedia.org/wiki/Dionysius_(consul_429),Table_11,,,,
430,Theodosius Augustus XIII,Placidus Valentinianus Augustus III,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Valentinian_III,Table_11,,,,
431,Anicius Auchenius Bassus (western),Antiochus (eastern),,https://en.wikipedia.org/wiki/Anicius_Auchenius_Bassus_(consul_431),https://en.wikipedia.org/wiki/Antiochus_Chuzon,Table_11,,,,
432,Aetius (western),Valerius (eastern),,https://en.wikipedia.org/wiki/Flavius_Aetius,https://en.wikipedia.org/wiki/Valerius_(consul_432),Table_11,,,,
433,Theodosius Augustus XIV,Petronius Maximus,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Petronius_Maximus,Table_11,,,,
434,Ardabur Aspar (western),Areobindus (eastern),,https://en.wikipedia.org/wiki/Aspar,https://en.wikipedia.org/wiki/Areobindus_(consul_434),Table_11,,,,
435,Theodosius Augustus XV,Placidus Valentinianus Augustus IV,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Valentinian_III,Table_11,,,,
436,Anthemius Isidorus,Senator,,https://en.wikipedia.org/wiki/Anthemius_Isidorus,https://en.wikipedia.org/wiki/Senator_(consul_436),Table_11,,,,
437,Aetius II,Sigisvultus,,https://en.wikipedia.org/wiki/Flavius_Aetius,https://en.wikipedia.org/wiki/Sigisvultus,Table_11,,,,
438,Theodosius Augustus XVI,Anicius Acilius Glabrio Faustus,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Anicius_Acilius_Glabrio_Faustus,Table_11,,,,
439,Theodosius Augustus XVII,Festus,,https://en.wikipedia.org/wiki/Theodosius_II,,Table_11,,,,
440,Placidus Valentinianus Augustus V,Anatolius,,https://en.wikipedia.org/wiki/Valentinian_III,https://en.wikipedia.org/wiki/Anatolius_(consul),Table_11,,,,
441,Taurus Seleucus Cyrus,,,https://en.wikipedia.org/wiki/Cyrus_of_Panopolis,,Table_11,,,,
442,Dioscorus (western),Eudoxius (eastern),,,,Table_11,,,,
443,Petronius Maximus II,Paterius,,https://en.wikipedia.org/wiki/Petronius_Maximus,https://en.wikipedia.org/wiki/Paterius_(consul_443),Table_11,,,,
444,Theodosius Augustus XVIII,Caecina Decius Aginatius Albinus,,https://en.wikipedia.org/wiki/Theodosius_II,https://en.wikipedia.org/wiki/Albinus_(consul_444),Table_11,,,,
445,Placidus Valentinianus Augustus VI,Nomus,,https://en.wikipedia.org/wiki/Valentinian_III,https://en.wikipedia.org/wiki/Nomus,Table_11,,,,
446,Aetius III,Q. Aurelius Symmachus,,https://en.wikipedia.org/wiki/Aetius_(magister_militum),https://en.wikipedia.org/wiki/Quintus_Aurelius_Symmachus_(consul_446),Table_11,,,,
447,Calepius (western),Ardabur (eastern),,,https://en.wikipedia.org/wiki/Ardabur_(consul_447),Table_11,,,,
448,Rufius Praetextatus Postumianus (western),Zeno (eastern),,,https://en.wikipedia.org/wiki/Zeno_(consul_448),Table_11,,,,
449,Astyrius (western),Florentius Romanus Protogenes (eastern),,https://en.wikipedia.org/wiki/Astyrius,https://en.wikipedia.org/wiki/Florentius_Romanus_Protogenes,Table_11,,,,
450,Placidus Valentinianus Augustus VII,Gennadius Avienus,,https://en.wikipedia.org/wiki/Valentinian_III,https://en.wikipedia.org/wiki/Gennadius_Avienus,Table_11,,,,
451,Marcianus Augustus (East only),Valerius Faltonius Adelfius (West only),,https://en.wikipedia.org/wiki/Marcian,,Table_11,,,,
452,Bassus Herculanus (West only),Sporacius (East only),,https://en.wikipedia.org/wiki/Bassus_Herculanus,https://en.wikipedia.org/wiki/Sporacius,Table_11,,,,
453,Opilio (western),Joannes Vincomalus (East only),,,,Table_11,,,,
454,Aetius,Studius,,,https://en.wikipedia.org/wiki/Flavius_Studius,Table_11,,,,
